wkr,party,partei,name,bezirk,wk_local,source
42,spd,SPD,Michael Biel,07,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-2.pdf
43,afd,AfD,André Heinze,07,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-3.pdf
43,bsw,BSW,Marvin Simmons,07,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-3.pdf
43,cdu,CDU/CSU,Christian Schoeler,07,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-3.pdf
43,fdp,FDP,Marcel Schwemmlein,07,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-3.pdf
43,gruene,GRÜNE,Christoph Störmer,07,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-3.pdf
43,linke,LINKE,Christophe Immer,07,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-3.pdf
43,spd,SPD,Orkan Özdemir,07,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-3.pdf
44,afd,AfD,Miriam Rita Schroiff,07,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-4.pdf
44,bsw,BSW,Michael Farrherr,07,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-4.pdf
44,cdu,CDU/CSU,Frank Luhmann,07,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-4.pdf
44,fdp,FDP,André Stammen,07,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-4.pdf
44,gruene,GRÜNE,Aferdita Suka,07,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-4.pdf
44,linke,LINKE,Sarah Bremer,07,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-4.pdf
44,spd,SPD,Melanie Kühnemann-Grunow,07,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-4.pdf
45,afd,AfD,Frank-Christian Hansel,07,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-5.pdf
45,bsw,BSW,Dominik Reuther,07,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-5.pdf
45,cdu,CDU/CSU,Roman Simon,07,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-5.pdf
45,fdp,FDP,Frank Röder,07,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-5.pdf
45,gruene,GRÜNE,Dennis Matešković,07,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-5.pdf
45,linke,LINKE,Christoph Böltes,07,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-5.pdf
45,spd,SPD,Sebastian Schlüsselburg,07,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-5.pdf
46,afd,AfD,Karsten Franck,07,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-6.pdf
46,bsw,BSW,Alexander King,07,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-6.pdf
46,cdu,CDU/CSU,Scott Körber,07,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-6.pdf
46,fdp,FDP,Sergej Deines,07,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-6.pdf
46,gruene,GRÜNE,Charlotte Kreft,07,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-6.pdf
46,linke,LINKE,Max Zahoransky von Worlik,07,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-6.pdf
46,spd,SPD,Oliver Schworck,07,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-6.pdf
47,afd,AfD,Karl-Heinz Turban,07,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-7.pdf
47,bsw,BSW,Christina Brandt,07,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-7.pdf
47,cdu,CDU/CSU,Christian Zander,07,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-7.pdf
47,fdp,FDP,Axel Bering,07,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-7.pdf
47,gruene,GRÜNE,Katharina Hild,07,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-7.pdf
47,linke,LINKE,Katharina Marg,07,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-7.pdf
47,spd,SPD,Annette Hertlein,07,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-7.pdf
48,afd,AfD,Tobias Bruns,08,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-1.pdf
48,bsw,BSW,Wiebke Diehl,08,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-1.pdf
48,cdu,CDU/CSU,Davide Annone,08,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-1.pdf
48,gruene,GRÜNE,André Schulze,08,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-1.pdf
48,linke,LINKE,Vanessa Emde,08,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-1.pdf
48,spd,SPD,Anne Roever,08,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-1.pdf
49,afd,AfD,Matthias Marquardt,08,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-2.pdf
49,bsw,BSW,Dr. Michael Lüders,08,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-2.pdf
49,cdu,CDU/CSU,Büșra Karadaǧ,08,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-2.pdf
49,gruene,GRÜNE,Bahar Haghanipour,08,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-2.pdf
49,linke,LINKE,Philipp-Martin Dehne,08,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-2.pdf
49,spd,SPD,Charlotte Mende,08,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-2.pdf
50,afd,AfD,Thomas Arhelger,08,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-3.pdf
50,bsw,BSW,Nader Khalil,08,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-3.pdf
50,cdu,CDU/CSU,Nimet Avci,08,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-3.pdf
50,gruene,GRÜNE,Christina Hilmer-Benedict,08,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-3.pdf
50,linke,LINKE,Rouzbeh Taheri,08,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-3.pdf
50,spd,SPD,Derya Çağlar,08,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-3.pdf
51,afd,AfD,Robert Eschricht,08,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-4.pdf
51,bsw,BSW,Christian Posselt,08,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-4.pdf
51,cdu,CDU/CSU,Christopher Förster,08,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-4.pdf
51,gruene,GRÜNE,Philmon Ghirmai,08,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-4.pdf
51,linke,LINKE,Yurtsever Özdemir,08,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-4.pdf
51,spd,SPD,Marcel Hopp,08,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-4.pdf
52,afd,AfD,Julian Potthast,08,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-5.pdf
52,cdu,CDU/CSU,Dr. Robbin Juhnke,08,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-5.pdf
52,gruene,GRÜNE,Jan Stiermann,08,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-5.pdf
52,linke,LINKE,Emmi Stiegler,08,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-5.pdf
52,spd,SPD,Joachim Rahmann,08,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-5.pdf
53,afd,AfD,Hendrik Pauli,08,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-6.pdf
53,bsw,BSW,Christoph Lehmann,08,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-6.pdf
53,cdu,CDU/CSU,Olaf Schenk,08,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-6.pdf
53,gruene,GRÜNE,Asiye Bilir,08,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-6.pdf
53,linke,LINKE,Sybille Biermann,08,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-6.pdf
53,spd,SPD,Franziska Giffey,08,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_08_Neukölln_08-6.pdf
54,afd,AfD,Noah Häbel,09,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-1.pdf
54,bsw,BSW,Simone Ebertus,09,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-1.pdf
54,cdu,CDU/CSU,Dustin Hoffmann,09,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-1.pdf
54,gruene,GRÜNE,Catrin Wahlen,09,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-1.pdf
54,linke,LINKE,Moritz Warnke,09,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-1.pdf
54,spd,SPD,Alexander Freier-Winterwerb,09,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-1.pdf
55,afd,AfD,Janine Paetzel,09,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-2.pdf
55,bsw,BSW,Katja Sirotkin,09,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-2.pdf
55,cdu,CDU/CSU,Dr. Katrin Hegenscheid,09,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-2.pdf
55,fdp,FDP,Michael Maillinger,09,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-2.pdf
55,gruene,GRÜNE,Sven Dohnalek,09,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-2.pdf
55,linke,LINKE,Lisa Pfitzmann,09,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-2.pdf
55,spd,SPD,Paul Bahlmann,09,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-2.pdf
56,afd,AfD,Andreas Mehnert,09,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-3.pdf
56,bsw,BSW,Johannes Wullschläger,09,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-3.pdf
56,cdu,CDU/CSU,Lukas Vennemann,09,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-3.pdf
56,fdp,FDP,Jeanot Franke,09,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-3.pdf
56,gruene,GRÜNE,Charlotte Steinmetz,09,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-3.pdf
56,linke,LINKE,Fabian Ulrich,09,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-3.pdf
56,spd,SPD,Lars Düsterhöft,09,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-3.pdf
57,afd,AfD,Alexander Bertram,09,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-4.pdf
57,bsw,BSW,Axel Seelig,09,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-4.pdf
57,cdu,CDU/CSU,Stefan Evers,09,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-4.pdf
57,fdp,FDP,Joachim Schmidt,09,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-4.pdf
57,gruene,GRÜNE,Willi Junga,09,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-4.pdf
57,linke,LINKE,Lena Fries,09,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-4.pdf
57,spd,SPD,Ellen Haußdörfer,09,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-4.pdf
58,afd,AfD,Denis Henkel,09,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-5.pdf
58,bsw,BSW,Svend Simdorn,09,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-5.pdf
58,cdu,CDU/CSU,Lisa Knack,09,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-5.pdf
58,fdp,FDP,Dr. Claudius Weisensee,09,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-5.pdf
58,gruene,GRÜNE,Henriette Spiering,09,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-5.pdf
58,linke,LINKE,Loic Kliemann,09,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-5.pdf
58,spd,SPD,Robert Schaddach,09,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-5.pdf
59,afd,AfD,Martin Trefzer,09,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-6.pdf
59,bsw,BSW,Alina-Viviane Lindemann,09,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-6.pdf
59,cdu,CDU/CSU,Dr. Martin Sattelkau,09,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-6.pdf
59,fdp,FDP,Stefan Förster,09,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-6.pdf
59,gruene,GRÜNE,Dr. Claudia Schlaak,09,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-6.pdf
59,linke,LINKE,Eda Terkan,09,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-6.pdf
59,spd,SPD,Sara Rüdiger,09,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-6.pdf
60,afd,AfD,Christian Krüger,09,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-7.pdf
60,bsw,BSW,Heinz Werner,09,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-7.pdf
60,cdu,CDU/CSU,Maik Penn,09,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-7.pdf
60,gruene,GRÜNE,Nikos Engel,09,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-7.pdf
60,linke,LINKE,Dr. Hans Kromrey,09,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-7.pdf
60,spd,SPD,Dunja Wolff,09,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_09_Treptow-Köpenick_09-7.pdf
61,afd,AfD,Gunnar Lindemann,10,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-1.pdf
61,bsw,BSW,Rosemarie Voß,10,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-1.pdf
61,cdu,CDU/CSU,Susanne Gontard,10,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-1.pdf
61,fdp,FDP,Ingo Gering,10,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-1.pdf
61,gruene,GRÜNE,Niclas Rother,10,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-1.pdf
61,linke,LINKE,Björn Tielebein,10,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-1.pdf
61,spd,SPD,Gordon Lemm,10,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-1.pdf
62,afd,AfD,Anneliese Dummer,10,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-2.pdf
62,bsw,BSW,Enrico Wolf,10,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-2.pdf
62,cdu,CDU/CSU,Bernd Siggelkow,10,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-2.pdf
62,fdp,FDP,Konrad Klamann,10,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-2.pdf
62,gruene,GRÜNE,Benjamin Klettbach,10,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-2.pdf
62,linke,LINKE,Sarah Bigall,10,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-2.pdf
62,spd,SPD,Iris Spranger,10,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-2.pdf
63,afd,AfD,Jeannette Auricht,10,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-3.pdf
63,bsw,BSW,Martin Rutsch,10,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-3.pdf
63,cdu,CDU/CSU,Robin Enderlein,10,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-3.pdf
63,fdp,FDP,Benjamin Dahler,10,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-3.pdf
63,gruene,GRÜNE,Chantal Münster,10,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-3.pdf
63,linke,LINKE,Nadine Jüngling,10,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-3.pdf
63,spd,SPD,Jeannette Shiferaw,10,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-3.pdf
64,afd,AfD,Martin Koblischke,10,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-4.pdf
64,bsw,BSW,Robert Schneider,10,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-4.pdf
64,cdu,CDU/CSU,Johannes Martin,10,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-4.pdf
64,fdp,FDP,Anja Molnar,10,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-4.pdf
64,gruene,GRÜNE,Pascal Grothe,10,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-4.pdf
64,linke,LINKE,Markus Berg,10,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-4.pdf
64,spd,SPD,Maria Geidel-Künne,10,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-4.pdf
