wkr,party,partei,name,bezirk,wk_local,source
22,fdp,FDP,Nicolas Wollschlaeger,04,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-1.pdf
22,gruene,GRÜNE,Jana Brix,04,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-1.pdf
22,linke,LINKE,Niklas Schenker,04,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-1.pdf
22,spd,SPD,Nicola Aleksander Kaufmann,04,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-1.pdf
23,afd,AfD,Dr. Hugh Bronson,04,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-2.pdf
23,bsw,BSW,Norbert Lasert,04,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-2.pdf
23,cdu,CDU/CSU,Ariturel Hack,04,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-2.pdf
23,fdp,FDP,Fabian Pfeil,04,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-2.pdf
23,gruene,GRÜNE,Corinna Balkow,04,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-2.pdf
23,linke,LINKE,Enrico Brehm,04,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-2.pdf
23,spd,SPD,Clemens Wilhelm Brandt,04,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-2.pdf
24,afd,AfD,Martin Kohler,04,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-3.pdf
24,bsw,BSW,Philippe Gouverneur,04,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-3.pdf
24,cdu,CDU/CSU,Kevin Steuer,04,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-3.pdf
24,fdp,FDP,Mark Hamilton,04,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-3.pdf
24,gruene,GRÜNE,Dr. Petra Vandrey,04,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-3.pdf
24,linke,LINKE,Frederike-Sophie Gronde-Brunner,04,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-3.pdf
24,spd,SPD,Dr. Kian Niroomand,04,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-3.pdf
25,afd,AfD,Thomas Marten,04,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-4.pdf
25,bsw,BSW,Nguyen Thuy Dung,04,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-4.pdf
25,cdu,CDU/CSU,Aldona Niemczyk,04,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-4.pdf
25,fdp,FDP,Dr. Felix Recke-Friedrich,04,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-4.pdf
25,gruene,GRÜNE,Christoph Wapler,04,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-4.pdf
25,linke,LINKE,Felix Städler,04,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-4.pdf
25,spd,SPD,Timur Sarić,04,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-4.pdf
26,afd,AfD,Stefan Paege,04,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-5.pdf
26,bsw,BSW,Dmitrij Dementev,04,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-5.pdf
26,cdu,CDU/CSU,Sandra Khalatbari,04,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-5.pdf
26,fdp,FDP,Christoph Meyer,04,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-5.pdf
26,gruene,GRÜNE,Anna Melnik,04,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-5.pdf
26,linke,LINKE,Kyla Grigoleit,04,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-5.pdf
26,spd,SPD,Dr. Claudia Buß,04,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-5.pdf
27,afd,AfD,Tobias Gall,04,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-6.pdf
27,bsw,BSW,Christian Matthias Schuchert,04,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-6.pdf
27,cdu,CDU/CSU,Peer Mock-Stümer,04,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-6.pdf
27,fdp,FDP,Sarah Saber-Coad,04,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-6.pdf
27,gruene,GRÜNE,Jakob Zimmer,04,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-6.pdf
27,linke,LINKE,Sonja Radde,04,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-6.pdf
27,spd,SPD,Dr. Ann-Kathrin Biewener,04,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-6.pdf
28,afd,AfD,Andreas Quint,04,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-7.pdf
28,bsw,BSW,Shayan Ahmadi,04,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-7.pdf
28,cdu,CDU/CSU,Dr. Felor Badenberg,04,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-7.pdf
28,fdp,FDP,Dr. Martin Lutzenberger,04,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-7.pdf
28,gruene,GRÜNE,Dr. Isabel Blecher,04,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-7.pdf
28,linke,LINKE,Johannes Kolleck,04,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-7.pdf
28,spd,SPD,Florian Dörstelmann,04,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_04_Charlottenburg-Wilmersdorf_04-7.pdf
29,afd,AfD,Tommy Tabor,05,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-1.pdf
29,bsw,BSW,Dr. Viola Radke,05,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-1.pdf
29,cdu,CDU/CSU,Bettina Meißner,05,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-1.pdf
29,fdp,FDP,Daniel Maurer,05,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-1.pdf
29,gruene,GRÜNE,Doreen Frowitter,05,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-1.pdf
29,linke,LINKE,Isabella-Marie Sander,05,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-1.pdf
29,spd,SPD,Sebahat Atli,05,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-1.pdf
30,afd,AfD,Andreas Otti,05,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-2.pdf
30,bsw,BSW,Jochen Anders,05,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-2.pdf
30,cdu,CDU/CSU,Dr. Ersin Nas,05,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-2.pdf
30,gruene,GRÜNE,Maurice Lange,05,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-2.pdf
30,linke,LINKE,Ender Atakul,05,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-2.pdf
30,spd,SPD,Raed Saleh,05,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-2.pdf
31,afd,AfD,Christian Müller,05,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-3.pdf
31,bsw,BSW,Christian Haß,05,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-3.pdf
31,cdu,CDU/CSU,Kerstin Brauner,05,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-3.pdf
31,fdp,FDP,Leonardo Eshraghi,05,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-3.pdf
31,gruene,GRÜNE,Gollaleh Ahmadi,05,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-3.pdf
31,linke,LINKE,Thomas Wulfes,05,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-3.pdf
31,spd,SPD,Stephan Machulik,05,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-3.pdf
32,afd,AfD,Robert Mickley,05,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-4.pdf
32,bsw,BSW,Cornelius Gellert,05,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-4.pdf
32,cdu,CDU/CSU,Heiko Melzer,05,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-4.pdf
32,fdp,FDP,Dominik Hamann,05,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-4.pdf
32,gruene,GRÜNE,Leif Sporleder,05,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-4.pdf
32,linke,LINKE,Hanna Lena Krüger,05,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-4.pdf
32,spd,SPD,Marco Rumza,05,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-4.pdf
33,afd,AfD,Frithjof Porsch,05,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-5.pdf
33,bsw,BSW,Peyman Rezvani,05,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-5.pdf
33,cdu,CDU/CSU,Kai Wegner,05,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-5.pdf
33,fdp,FDP,Paul Fresdorf,05,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-5.pdf
33,gruene,GRÜNE,Dara Kossok-Spieß,05,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-5.pdf
33,linke,LINKE,Fritz Stephan,05,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-5.pdf
33,spd,SPD,Susanne Drescher,05,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_05_Spandau_05-5.pdf
34,afd,AfD,Dr. Kristin Brinker,06,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-1.pdf
34,bsw,BSW,Sabine Zimmer,06,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-1.pdf
34,cdu,CDU/CSU,Dr. Claudia Wein,06,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-1.pdf
34,fdp,FDP,Katharina Concu,06,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-1.pdf
34,gruene,GRÜNE,Tonka Wojahn,06,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-1.pdf
34,linke,LINKE,Marcus Otto,06,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-1.pdf
34,spd,SPD,Franziska Grün,06,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-1.pdf
35,afd,AfD,Yasmin Estenried,06,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-2.pdf
35,bsw,BSW,Jonathan Farner,06,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-2.pdf
35,cdu,CDU/CSU,Tom Cywinski,06,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-2.pdf
35,fdp,FDP,Dominique Bobeck,06,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-2.pdf
35,gruene,GRÜNE,Daniel Eliasson,06,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-2.pdf
35,linke,LINKE,Franziska Brychcy,06,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-2.pdf
35,spd,SPD,Steffen Krach,06,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-2.pdf
36,afd,AfD,Peer Döhnert,06,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-3.pdf
36,bsw,BSW,Andreas Heidloff,06,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-3.pdf
36,cdu,CDU/CSU,Jens Hoffmann,06,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-3.pdf
36,fdp,FDP,Jan Trommershausen,06,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-3.pdf
36,gruene,GRÜNE,Rena Peterson,06,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-3.pdf
36,linke,LINKE,Dr. Dennis Egginger-Gonzalez,06,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-3.pdf
36,spd,SPD,Martin Matz,06,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-3.pdf
37,afd,AfD,Hans-Jürgen Georgi,06,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-4.pdf
37,bsw,BSW,Anja Wirbel,06,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-4.pdf
37,cdu,CDU/CSU,Cornelia Seibeld,06,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-4.pdf
37,fdp,FDP,Mathia Specht-Habbel,06,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-4.pdf
37,gruene,GRÜNE,Klara Ruhl,06,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-4.pdf
37,linke,LINKE,Mathias Gruner,06,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-4.pdf
37,spd,SPD,Carolyn Macmillan,06,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-4.pdf
38,afd,AfD,Frank Päßler,06,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-5.pdf
38,bsw,BSW,Wladimir Evdokimov,06,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-5.pdf
38,cdu,CDU/CSU,Marco Hahnfeld,06,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-5.pdf
38,fdp,FDP,Karoline Preisler,06,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-5.pdf
38,gruene,GRÜNE,Dr. Konstantinos Kosmas,06,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-5.pdf
38,linke,LINKE,Kevin Kreis,06,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-5.pdf
38,spd,SPD,Mirjam Golm,06,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-5.pdf
39,afd,AfD,Jonas Hammermeister,06,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-6.pdf
39,bsw,BSW,Nicolai Röschert,06,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-6.pdf
39,cdu,CDU/CSU,Christoph Wegener,06,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-6.pdf
39,fdp,FDP,Tobias Bauschke,06,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-6.pdf
39,gruene,GRÜNE,Michael Gaedicke,06,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-6.pdf
39,linke,LINKE,Lara Wiebelt,06,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-6.pdf
39,spd,SPD,Dr. Ina Czyborra,06,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-6.pdf
40,afd,AfD,Volker Graffstädt,06,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-7.pdf
40,bsw,BSW,Saskia Moser,06,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-7.pdf
40,cdu,CDU/CSU,Stephan Standfuß,06,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-7.pdf
40,fdp,FDP,Hanns-Henning Krumrey,06,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-7.pdf
40,gruene,GRÜNE,Silke Lambeck,06,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-7.pdf
40,linke,LINKE,Dr. Bettina Günter,06,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-7.pdf
40,spd,SPD,Norbert Buchta,06,7,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_06_Steglitz-Zehlendorf_06-7.pdf
41,afd,AfD,Christoph Schröter,07,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-1.pdf
41,bsw,BSW,Cajus Pietschmann,07,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-1.pdf
41,cdu,CDU/CSU,Katharina Senge,07,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-1.pdf
41,fdp,FDP,Reinhard Frede,07,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-1.pdf
41,gruene,GRÜNE,Sebastian Walter,07,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-1.pdf
41,linke,LINKE,Elisabeth Staudt,07,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-1.pdf
41,spd,SPD,Wiebke Neumann,07,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-1.pdf
42,afd,AfD,Diana Alekseevna Kraft,07,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-2.pdf
42,bsw,BSW,Çiǧdem Görülü,07,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-2.pdf
42,cdu,CDU/CSU,Katharina Kulina,07,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-2.pdf
42,fdp,FDP,Ruben Padberg,07,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-2.pdf
42,gruene,GRÜNE,Martina Zander-Rade,07,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-2.pdf
42,linke,LINKE,Asya Șenyüz,07,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_07_Tempelhof-Schöneberg_07-2.pdf
