"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"19:49:34";199;137;"KRS";"15083";"Börde";"U";71703;43384;459;42925;6660;23001;2876;3223;937;2191;467;37;469;288;138;245;2231;64;98;499;42885;9893;23035;3126;2674;1076;819;;;;43;;;2059;;;160;""
"Z";"06.09.2026";"19:49:05";45;10;"KRS";"15083";"Börde";"B";0;2680;16;2664;701;741;259;345;88;230;31;1;41;19;4;15;181;3;5;23;2657;1055;702;237;282;85;97;;;;0;;;192;;;7;""
"Z";"06.09.2026";"19:49:34";244;147;"KRS";"15083";"Börde";"";71703;46064;475;45589;7361;23742;3135;3568;1025;2421;498;38;510;307;142;260;2412;67;103;522;45542;10948;23737;3363;2956;1161;916;;;;43;;;2251;;;167;""
"Z";"06.09.2026";"19:48:18";201;142;"KRS";"15084";"Burgenlandkreis";"U";75531;45211;513;44698;6563;26271;2902;2473;927;1765;541;84;532;193;100;199;1927;78;143;603;44608;8655;26467;3482;2385;1226;768;576;318;;;;;495;43;111;82;""
"Z";"06.09.2026";"19:48:09";52;14;"KRS";"15084";"Burgenlandkreis";"B";0;5556;25;5531;1410;1767;505;593;156;468;92;8;102;24;18;33;323;13;19;49;5507;2003;1773;549;456;218;237;79;85;;;;;48;1;19;39;""
"Z";"06.09.2026";"19:48:18";253;156;"KRS";"15084";"Burgenlandkreis";"";75531;50767;538;50229;7973;28038;3407;3066;1083;2233;633;92;634;217;118;232;2250;91;162;652;50115;10658;28240;4031;2841;1444;1005;655;403;;;;;543;44;130;121;""
"Z";"06.09.2026";"19:50:54";181;81;"KRS";"15085";"Harz";"U";62768;35089;415;34674;5178;17352;2545;3342;630;2355;542;45;313;152;66;204;1831;52;67;453;34636;6486;17242;3029;3847;541;951;1065;;;;;;1431;0;;44;""
"Z";"06.09.2026";"19:44:48";46;3;"KRS";"15085";"Harz";"B";0;930;9;921;236;249;87;136;27;77;18;2;12;8;1;4;60;1;3;10;920;281;246;119;99;26;53;29;;;;;;57;0;;10;""
"Z";"06.09.2026";"19:50:54";227;84;"KRS";"15085";"Harz";"";62768;36019;424;35595;5414;17601;2632;3478;657;2432;560;47;325;160;67;208;1891;53;70;463;35556;6767;17488;3148;3946;567;1004;1094;;;;;;1488;0;;54;""
"Z";"06.09.2026";"19:55:09";102;27;"KRS";"15086";"Jerichower Land";"U";10256;6471;74;6397;1051;3191;421;499;206;410;104;7;68;41;11;23;338;11;16;108;6363;1534;3141;530;452;335;196;48;;;;;;87;;;40;""
"L";;;14;0;"KRS";"15086";"Jerichower Land";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;0;""
"Z";"06.09.2026";"19:55:09";116;27;"KRS";"15086";"Jerichower Land";"";10256;6471;74;6397;1051;3191;421;499;206;410;104;7;68;41;11;23;338;11;16;108;6363;1534;3141;530;452;335;196;48;;;;;;87;;;40;""
"Z";"06.09.2026";"19:39:24";170;114;"KRS";"15087";"Mansfeld-Südharz";"U";57562;34129;394;33735;5062;19693;2257;1959;705;1092;265;44;320;129;67;183;1684;200;75;486;33643;6421;20263;3022;1635;1023;569;;;;;;;158;552;;;""
"Z";"06.09.2026";"19:38:12";31;13;"KRS";"15087";"Mansfeld-Südharz";"B";0;6741;40;6701;1809;1953;807;812;218;446;46;7;66;29;14;23;393;54;24;72;6669;2411;2016;1012;543;316;252;;;;;;;0;119;;;""
"Z";"06.09.2026";"19:39:24";201;127;"KRS";"15087";"Mansfeld-Südharz";"";57562;40870;434;40436;6871;21646;3064;2771;923;1538;311;51;386;158;81;206;2077;254;99;558;40312;8832;22279;4034;2178;1339;821;;;;;;;158;671;;;""
"Z";"06.09.2026";"19:45:44";169;66;"KRS";"15088";"Saalekreis";"U";38728;22481;260;22221;3326;12980;1282;1309;521;1036;180;29;204;51;47;125;1037;47;47;297;22184;4466;13380;1671;1135;753;405;;;;;;;257;117;;;""
"Z";"06.09.2026";"19:42:45";38;5;"KRS";"15088";"Saalekreis";"B";0;1825;7;1818;498;583;186;167;53;159;13;3;17;7;12;12;103;4;1;11;1814;637;599;235;155;81;50;;;;;;;51;6;;;""
"Z";"06.09.2026";"19:45:44";207;71;"KRS";"15088";"Saalekreis";"";38728;24306;267;24039;3824;13563;1468;1476;574;1195;193;32;221;58;59;137;1140;51;48;308;23998;5103;13979;1906;1290;834;455;;;;;;;308;123;;;""
"Z";"06.09.2026";"19:34:05";164;75;"KRS";"15089";"Salzlandkreis";"U";53015;31834;372;31462;4531;17614;2295;1922;852;1379;239;51;385;126;69;193;1647;50;109;437;31397;6164;17903;2712;1742;1356;533;;;;;;;926;61;;;""
"L";;;30;0;"KRS";"15089";"Salzlandkreis";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;""
"Z";"06.09.2026";"19:34:05";194;75;"KRS";"15089";"Salzlandkreis";"";53015;31834;372;31462;4531;17614;2295;1922;852;1379;239;51;385;126;69;193;1647;50;109;437;31397;6164;17903;2712;1742;1356;533;;;;;;;926;61;;;""
"Z";"06.09.2026";"19:54:08";161;103;"KRS";"15090";"Stendal";"U";30381;19839;242;19597;2963;10202;1387;1600;483;1181;248;42;176;87;32;76;1025;31;64;258;19581;4039;10260;1891;1409;592;556;;;;;;;819;;;15;""
"Z";"06.09.2026";"19:31:14";35;8;"KRS";"15090";"Stendal";"B";0;1299;5;1294;308;337;136;214;35;134;21;1;9;3;3;6;86;1;0;11;1288;421;334;187;154;49;60;;;;;;;83;;;0;""
"Z";"06.09.2026";"19:54:08";196;111;"KRS";"15090";"Stendal";"";30381;21138;247;20891;3271;10539;1523;1814;518;1315;269;43;185;90;35;82;1111;32;64;269;20869;4460;10594;2078;1563;641;616;;;;;;;902;;;15;""
"Z";"06.09.2026";"19:33:06";156;90;"KRS";"15091";"Wittenberg";"U";43868;26443;272;26171;4746;13932;1702;1618;522;1231;615;44;252;106;50;124;1132;37;60;301;26142;6073;14170;2088;1344;546;478;1436;;;;;7;;;;;""
"Z";"06.09.2026";"19:33:23";27;2;"KRS";"15091";"Wittenberg";"B";0;1379;13;1366;403;397;124;140;31;81;60;1;18;8;6;7;82;1;7;19;1360;514;411;149;108;30;37;111;;;;;0;;;;;""
"Z";"06.09.2026";"19:33:23";183;92;"KRS";"15091";"Wittenberg";"";43868;27822;285;27537;5149;14329;1826;1758;553;1312;675;45;270;114;56;131;1214;38;67;320;27502;6587;14581;2237;1452;576;515;1547;;;;;7;;;;;""
"Z";"06.09.2026";"19:46:47";62;55;"WKR";"001";"Salzwedel";"U";23049;14454;170;14284;2271;6838;1343;1208;381;1005;136;33;118;51;45;59;739;25;32;182;14272;3366;6778;1641;961;359;351;;;;147;;;669;;;;""
"Z";"06.09.2026";"19:40:37";13;2;"WKR";"001";"Salzwedel";"B";0;1053;3;1050;254;235;148;145;34;123;9;0;6;5;3;5;76;2;5;3;1050;361;224;209;99;40;30;;;;9;;;78;;;;""
"Z";"06.09.2026";"19:46:47";75;57;"WKR";"001";"Salzwedel";"";23049;15507;173;15334;2525;7073;1491;1353;415;1128;145;33;124;56;48;64;815;27;37;185;15322;3727;7002;1850;1060;399;381;;;;156;;;747;;;;""
"Z";"06.09.2026";"19:46:03";97;79;"WKR";"002";"Gardelegen-Klötze";"U";29292;18620;216;18404;2955;8747;1511;1811;499;1151;180;22;181;91;91;112;967;29;57;218;18402;4256;8684;1862;1399;592;378;;;;259;;;972;;;;""
"L";;;8;0;"WKR";"002";"Gardelegen-Klötze";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:46:03";105;79;"WKR";"002";"Gardelegen-Klötze";"";29292;18620;216;18404;2955;8747;1511;1811;499;1151;180;22;181;91;91;112;967;29;57;218;18402;4256;8684;1862;1399;592;378;;;;259;;;972;;;;""
"Z";"06.09.2026";"19:31:45";73;54;"WKR";"003";"Havelberg-Osterburg";"U";16034;10746;135;10611;1582;5558;753;875;249;644;153;26;73;47;19;29;557;16;30;142;10604;2094;5572;1158;714;289;325;;;;;;;452;;;;""
"Z";"06.09.2026";"19:31:14";23;7;"WKR";"003";"Havelberg-Osterburg";"B";0;822;4;818;195;221;83;129;16;99;8;1;3;2;3;2;56;0;0;5;817;273;220;132;77;19;42;;;;;;;54;;;;""
"Z";"06.09.2026";"19:31:45";96;61;"WKR";"003";"Havelberg-Osterburg";"";16034;11568;139;11429;1777;5779;836;1004;265;743;161;27;76;49;22;31;613;16;30;147;11421;2367;5792;1290;791;308;367;;;;;;;506;;;;""
"Z";"06.09.2026";"19:26:56";57;37;"WKR";"004";"Stendal";"U";11256;7072;90;6982;1099;3495;531;574;183;438;79;15;80;29;8;34;382;9;26;92;6980;1546;3497;612;572;244;206;;;;;;;303;;;;""
"Z";"06.09.2026";"19:28:57";8;1;"WKR";"004";"Stendal";"B";0;477;1;476;113;116;53;85;19;35;13;0;6;1;0;4;30;1;0;6;471;148;114;55;77;30;18;;;;;;;29;;;;""
"Z";"06.09.2026";"19:28:57";65;38;"WKR";"004";"Stendal";"";11256;7549;91;7458;1212;3611;584;659;202;473;92;15;86;30;8;38;412;10;26;98;7451;1694;3611;667;649;274;224;;;;;;;332;;;;""
"Z";"06.09.2026";"19:54:53";62;19;"WKR";"005";"Genthin";"U";4651;3094;30;3064;447;1740;182;227;69;138;26;2;34;16;6;17;143;8;9;38;3056;599;1811;196;192;79;46;;;;;;;102;;;31;""
"L";;;8;0;"WKR";"005";"Genthin";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;""
"Z";"06.09.2026";"19:54:53";70;19;"WKR";"005";"Genthin";"";4651;3094;30;3064;447;1740;182;227;69;138;26;2;34;16;6;17;143;8;9;38;3056;599;1811;196;192;79;46;;;;;;;102;;;31;""
"Z";"06.09.2026";"19:55:09";57;7;"WKR";"006";"Burg";"U";1484;1060;14;1046;175;538;64;79;27;67;15;1;11;8;2;3;53;1;2;9;1051;198;510;66;76;34;46;48;;;;;;49;;;24;""
"L";;;9;0;"WKR";"006";"Burg";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;0;""
"Z";"06.09.2026";"19:55:09";66;7;"WKR";"006";"Burg";"";1484;1060;14;1046;175;538;64;79;27;67;15;1;11;8;2;3;53;1;2;9;1051;198;510;66;76;34;46;48;;;;;;49;;;24;""
"Z";"06.09.2026";"19:49:23";67;55;"WKR";"007";"Haldensleben";"U";26337;16487;172;16315;2686;8398;1113;1348;348;814;190;18;189;104;44;86;924;21;32;195;16292;4396;8337;1037;1060;384;289;;;;;;;789;;;;""
"Z";"06.09.2026";"19:49:05";18;8;"WKR";"007";"Haldensleben";"B";0;1813;11;1802;482;512;184;223;57;136;21;1;29;14;2;9;125;2;5;16;1797;709;486;150;202;54;63;;;;;;;133;;;;""
"Z";"06.09.2026";"19:49:23";85;63;"WKR";"007";"Haldensleben";"";26337;18300;183;18117;3168;8910;1297;1571;405;950;211;19;218;118;46;95;1049;23;37;211;18089;5105;8823;1187;1262;438;352;;;;;;;922;;;;""
"Z";"06.09.2026";"19:49:34";51;27;"WKR";"008";"Wolmirstedt";"U";20190;11390;130;11260;1583;6169;752;774;257;705;104;9;128;68;37;64;547;21;42;119;11271;2348;6183;886;667;329;209;;;;;;;489;;;160;""
"Z";"06.09.2026";"19:23:04";16;1;"WKR";"008";"Wolmirstedt";"B";0;615;2;613;158;157;54;81;20;83;5;0;8;3;2;4;38;0;0;2;613;253;150;60;53;25;28;;;;;;;37;;;7;""
"Z";"06.09.2026";"19:49:34";67;28;"WKR";"008";"Wolmirstedt";"";20190;12005;132;11873;1741;6326;806;855;277;788;109;9;136;71;39;68;585;21;42;121;11884;2601;6333;946;720;354;237;;;;;;;526;;;167;""
"Z";"06.09.2026";"19:49:22";55;39;"WKR";"009";"Oschersleben-Wanzleben";"U";20878;12590;121;12469;1864;7046;825;832;265;511;141;10;129;102;34;71;604;17;18;147;12443;2461;7120;997;682;281;273;;;;;;;629;;;;""
"Z";"06.09.2026";"19:37:05";9;1;"WKR";"009";"Oschersleben-Wanzleben";"B";0;252;3;249;61;72;21;41;11;11;5;0;4;2;0;2;18;1;0;5;247;93;66;27;27;6;6;;;;;;;22;;;;""
"Z";"06.09.2026";"19:49:22";64;40;"WKR";"009";"Oschersleben-Wanzleben";"";20878;12842;124;12718;1925;7118;846;873;276;522;146;10;133;104;34;73;622;18;18;152;12690;2554;7186;1024;709;287;279;;;;;;;651;;;;""
"Z";"06.09.2026";"19:35:48";31;5;"WKR";"010";"Magdeburg I";"U";5403;2645;29;2616;339;1298;208;251;57;185;14;3;24;44;4;31;147;6;5;31;2614;499;1330;239;208;69;59;;;54;;34;;122;;;;""
"Z";"06.09.2026";"19:43:19";13;7;"WKR";"010";"Magdeburg I";"B";0;4204;17;4187;812;883;571;629;118;647;28;6;29;77;15;58;285;12;17;15;4189;1340;885;688;460;167;194;;;121;;89;;245;;;;""
"Z";"06.09.2026";"19:43:19";44;12;"WKR";"010";"Magdeburg I";"";5403;6849;46;6803;1151;2181;779;880;175;832;42;9;53;121;19;89;432;18;22;46;6803;1839;2215;927;668;236;253;;;175;;123;;367;;;;""
"Z";"06.09.2026";"19:46:53";42;22;"WKR";"011";"Magdeburg II";"U";22915;11228;74;11154;1419;3483;1272;1278;328;2377;55;12;62;92;34;96;568;15;63;77;11151;2100;3514;3029;905;225;534;;;93;;133;;497;;121;;""
"Z";"06.09.2026";"19:36:45";24;10;"WKR";"011";"Magdeburg II";"B";0;4971;20;4951;1125;715;599;813;194;1023;29;6;36;36;15;47;272;6;35;26;4945;1394;702;1241;671;151;333;;;68;;72;;235;;78;;""
"Z";"06.09.2026";"19:46:53";66;32;"WKR";"011";"Magdeburg II";"";22915;16199;94;16105;2544;4198;1871;2091;522;3400;84;18;98;128;49;143;840;21;98;103;16096;3494;4216;4270;1576;376;867;;;161;;205;;732;;199;;""
"Z";"06.09.2026";"19:46:41";35;11;"WKR";"012";"Magdeburg III";"U";11863;6005;57;5948;812;2653;517;557;149;669;34;11;74;91;16;37;293;6;29;47;5958;1605;2671;677;308;130;173;;;146;;;;248;;;;""
"Z";"06.09.2026";"19:38:55";14;4;"WKR";"012";"Magdeburg III";"B";0;2350;10;2340;591;430;243;383;96;378;15;2;22;28;5;8;126;1;12;16;2334;1066;411;315;171;97;102;;;52;;;;120;;;;""
"Z";"06.09.2026";"19:46:41";49;15;"WKR";"012";"Magdeburg III";"";11863;8355;67;8288;1403;3083;760;940;245;1047;49;13;96;119;21;45;419;7;41;63;8292;2671;3082;992;479;227;275;;;198;;;;368;;;;""
"Z";"06.09.2026";"19:46:53";40;18;"WKR";"013";"Magdeburg IV";"U";17525;9030;91;8939;1242;3904;724;885;237;1079;40;8;89;122;27;51;478;13;40;97;8933;2250;3979;914;655;234;315;;;212;;;;374;;;;""
"Z";"06.09.2026";"19:43:47";19;8;"WKR";"013";"Magdeburg IV";"B";0;4625;17;4608;1057;1013;536;669;179;613;24;4;47;83;16;27;306;11;23;29;4596;1688;994;572;428;197;260;;;165;;;;292;;;;""
"Z";"06.09.2026";"19:46:53";59;26;"WKR";"013";"Magdeburg IV";"";17525;13655;108;13547;2299;4917;1260;1554;416;1692;64;12;136;205;43;78;784;24;63;126;13529;3938;4973;1486;1083;431;575;;;377;;;;666;;;;""
"Z";"06.09.2026";"19:50:09";37;23;"WKR";"014";"Halberstadt";"U";20966;10793;136;10657;1489;5584;883;851;153;601;206;16;85;52;12;63;628;14;20;143;10650;1974;5634;1084;684;114;340;372;;;;;;448;;;;""
"L";;;11;0;"WKR";"014";"Halberstadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;;""
"Z";"06.09.2026";"19:50:09";48;23;"WKR";"014";"Halberstadt";"";20966;10793;136;10657;1489;5584;883;851;153;601;206;16;85;52;12;63;628;14;20;143;10650;1974;5634;1084;684;114;340;372;;;;;;448;;;;""
"Z";"06.09.2026";"19:20:52";51;19;"WKR";"015";"Blankenburg";"U";9118;5762;71;5691;906;2781;375;562;119;408;94;5;55;25;12;36;287;12;14;80;5682;1100;2716;481;651;120;158;233;;;;;;223;;;;""
"L";;;8;0;"WKR";"015";"Blankenburg";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;;""
"Z";"06.09.2026";"19:20:52";59;19;"WKR";"015";"Blankenburg";"";9118;5762;71;5691;906;2781;375;562;119;408;94;5;55;25;12;36;287;12;14;80;5682;1100;2716;481;651;120;158;233;;;;;;223;;;;""
"Z";"06.09.2026";"19:48:53";41;24;"WKR";"016";"Wernigerode";"U";22236;12425;117;12308;1890;5578;878;1554;254;1016;155;19;121;58;29;68;643;16;29;133;12292;2335;5468;910;2224;216;280;326;;;;;;533;;;;""
"L";;;10;0;"WKR";"016";"Wernigerode";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;;""
"Z";"06.09.2026";"19:48:53";51;24;"WKR";"016";"Wernigerode";"";22236;12425;117;12308;1890;5578;878;1554;254;1016;155;19;121;58;29;68;643;16;29;133;12292;2335;5468;910;2224;216;280;326;;;;;;533;;;;""
"Z";"06.09.2026";"19:50:54";44;15;"WKR";"017";"Quedlinburg";"U";10448;6109;91;6018;893;3409;409;375;104;330;87;5;52;17;13;37;273;10;4;97;6012;1077;3424;554;288;91;173;134;;;;;;227;;;44;""
"Z";"06.09.2026";"19:44:48";16;3;"WKR";"017";"Quedlinburg";"B";0;930;9;921;236;249;87;136;27;77;18;2;12;8;1;4;60;1;3;10;920;281;246;119;99;26;53;29;;;;;;57;;;10;""
"Z";"06.09.2026";"19:50:54";60;18;"WKR";"017";"Quedlinburg";"";10448;7039;100;6939;1129;3658;496;511;131;407;105;7;64;25;14;41;333;11;7;107;6932;1358;3670;673;387;117;226;163;;;;;;284;;;54;""
"Z";"06.09.2026";"19:32:46";49;26;"WKR";"018";"Aschersleben";"U";14021;8399;107;8292;1246;4623;558;464;138;335;66;14;99;29;15;61;554;59;31;103;8296;1338;4573;671;511;180;159;;;;;;;672;192;;;""
"L";;;6;0;"WKR";"018";"Aschersleben";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;""
"Z";"06.09.2026";"19:32:46";55;26;"WKR";"018";"Aschersleben";"";14021;8399;107;8292;1246;4623;558;464;138;335;66;14;99;29;15;61;554;59;31;103;8296;1338;4573;671;511;180;159;;;;;;;672;192;;;""
"Z";"06.09.2026";"19:33:37";31;14;"WKR";"019";"Staßfurt";"U";11342;7119;75;7044;983;4231;476;390;127;240;54;6;73;34;11;30;359;10;20;81;7038;1568;4197;425;278;173;81;;;;;;;316;;;;""
"L";;;9;0;"WKR";"019";"Staßfurt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"19:33:37";40;14;"WKR";"019";"Staßfurt";"";11342;7119;75;7044;983;4231;476;390;127;240;54;6;73;34;11;30;359;10;20;81;7038;1568;4197;425;278;173;81;;;;;;;316;;;;""
"Z";"06.09.2026";"19:31:30";50;12;"WKR";"020";"Schönebeck";"U";4226;2723;44;2679;417;1439;190;202;72;143;24;9;26;7;6;17;111;5;11;46;2677;554;1454;212;203;96;62;;;;;;;96;;;;""
"L";;;6;0;"WKR";"020";"Schönebeck";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"19:31:30";56;12;"WKR";"020";"Schönebeck";"";4226;2723;44;2679;417;1439;190;202;72;143;24;9;26;7;6;17;111;5;11;46;2677;554;1454;212;203;96;62;;;;;;;96;;;;""
"Z";"06.09.2026";"19:34:05";54;34;"WKR";"021";"Bernburg";"U";27860;16462;187;16275;2332;8961;1254;1022;556;746;117;26;204;64;40;106;773;21;53;248;16214;3161;9289;1620;901;960;283;;;;;;;;;;;""
"L";;;11;0;"WKR";"021";"Bernburg";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;""
"Z";"06.09.2026";"19:34:05";65;34;"WKR";"021";"Bernburg";"";27860;16462;187;16275;2332;8961;1254;1022;556;746;117;26;204;64;40;106;773;21;53;248;16214;3161;9289;1620;901;960;283;;;;;;;;;;;""
