"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"20:01:47";2149;1314;"LAN";"15";"Sachsen-Anhalt";"U";784907;457682;5051;452631;67644;236424;33087;33743;10670;29716;5112;653;4690;2427;1146;2515;22624;848;1332;5758;451924;94355;239551;43888;29564;13094;11164;4661;344;917;406;304;84;12035;860;278;419;""
"Z";"06.09.2026";"20:01:43";511;144;"LAN";"15";"Sachsen-Anhalt";"B";0;76362;352;76010;17736;17315;8890;10593;2458;11043;823;101;819;598;221;445;4471;185;312;603;75759;25438;17325;13558;7510;2936;4189;635;143;660;9;221;48;2677;133;176;101;""
"Z";"06.09.2026";"20:01:47";2660;1458;"LAN";"15";"Sachsen-Anhalt";"";784907;534044;5403;528641;85380;253739;41977;44336;13128;40759;5935;754;5509;3025;1367;2960;27095;1033;1644;6361;527683;119793;256876;57446;37074;16030;15353;5296;487;1577;415;525;132;14712;993;454;520;""
"Z";"06.09.2026";"19:53:25";57;30;"KRS";"15001";"Dessau-Roßlau, Stadt";"U";27105;15500;188;15312;2405;7001;1183;1276;463;1425;128;11;186;70;47;85;951;21;60;228;15272;3790;7429;1527;1130;642;508;169;;;;;77;;;;;""
"Z";"06.09.2026";"19:49:57";22;13;"KRS";"15001";"Dessau-Roßlau, Stadt";"B";0;7470;35;7435;1926;1611;765;1026;278;1035;94;10;87;30;22;30;482;13;26;88;7382;2938;1687;1007;742;405;449;106;;;;;48;;;;;""
"Z";"06.09.2026";"19:53:25";79;43;"KRS";"15001";"Dessau-Roßlau, Stadt";"";27105;22970;223;22747;4331;8612;1948;2302;741;2460;222;21;273;100;69;115;1433;34;86;316;22654;6728;9116;2534;1872;1047;957;275;;;;;125;;;;;""
"Z";"06.09.2026";"19:37:03";126;24;"KRS";"15002";"Halle (Saale), Stadt";"U";23200;12242;116;12126;1704;4336;1151;1237;351;2320;95;14;130;30;42;64;598;10;44;135;12107;2498;4330;2477;987;398;804;67;;;;;;509;;;37;""
"Z";"06.09.2026";"19:37:47";60;16;"KRS";"15002";"Halle (Saale), Stadt";"B";0;9528;51;9477;1564;1475;1347;1570;285;2415;85;14;97;44;32;35;471;12;31;71;9457;2201;1462;3114;1041;322;756;62;;;;;;473;;;26;""
"Z";"06.09.2026";"19:37:47";186;40;"KRS";"15002";"Halle (Saale), Stadt";"";23200;21770;167;21603;3268;5811;2498;2807;636;4735;180;28;227;74;74;99;1069;22;75;206;21564;4699;5792;5591;2028;720;1560;129;;;;;;982;;;63;""
"Z";"06.09.2026";"20:01:47";148;89;"KRS";"15003";"Magdeburg, Landeshauptstadt";"U";99021;49237;459;48778;6259;19771;4704;4977;1281;7148;239;70;428;660;140;365;2438;72;226;459;48778;10737;20001;8037;3540;1126;1877;;;917;;304;;2073;;166;;""
"Z";"06.09.2026";"20:01:43";70;41;"KRS";"15003";"Magdeburg, Landeshauptstadt";"B";0;26631;91;26540;5581;4853;3380;4133;934;4887;151;33;216;354;72;216;1529;54;147;136;26495;8672;4747;5312;2775;992;1615;;;660;;221;;1358;;143;;""
"Z";"06.09.2026";"20:01:47";218;130;"KRS";"15003";"Magdeburg, Landeshauptstadt";"";99021;75868;550;75318;11840;24624;8084;9110;2215;12035;390;103;644;1014;212;581;3967;126;373;595;75273;19409;24748;13349;6315;2118;3492;;;1577;;525;;3431;;309;;""
"Z";"06.09.2026";"19:46:47";133;118;"KRS";"15081";"Altmarkkreis Salzwedel";"U";48043;30157;350;29807;4699;14197;2668;2750;813;1995;284;55;276;128;113;147;1550;49;83;362;29795;6934;14067;3297;2095;869;681;;;;363;;;1489;;;;""
"Z";"06.09.2026";"19:40:37";19;2;"KRS";"15081";"Altmarkkreis Salzwedel";"B";0;1053;3;1050;254;235;148;145;34;123;9;0;6;5;3;5;76;2;5;3;1050;361;224;209;99;40;30;;;;9;;;78;;;;""
"Z";"06.09.2026";"19:46:47";152;120;"KRS";"15081";"Altmarkkreis Salzwedel";"";48043;31210;353;30857;4953;14432;2816;2895;847;2118;293;55;282;133;116;152;1626;51;88;365;30845;7295;14291;3506;2194;909;711;;;;372;;;1567;;;;""
"Z";"06.09.2026";"19:50:32";182;151;"KRS";"15082";"Anhalt-Bitterfeld";"U";89623;53491;608;52883;7956;29618;3588;3131;1319;2470;742;55;574;228;122;323;2517;76;164;743;52748;10574;30334;4298;3038;1653;1229;929;;;;;;693;;;;""
"Z";"06.09.2026";"19:52:45";22;7;"KRS";"15082";"Anhalt-Bitterfeld";"B";0;6162;36;6126;1683;1749;600;668;166;542;120;3;92;39;19;35;374;15;21;71;6091;2096;1801;769;594;219;288;187;;;;;;137;;;;""
"Z";"06.09.2026";"19:52:45";204;158;"KRS";"15082";"Anhalt-Bitterfeld";"";89623;59653;644;59009;9639;31367;4188;3799;1485;3012;862;58;666;267;141;358;2891;91;185;814;58839;12670;32135;5067;3632;1872;1517;1116;;;;;;830;;;;""
"Z";"06.09.2026";"19:49:34";199;137;"KRS";"15083";"Börde";"U";71703;43384;459;42925;6660;23001;2876;3223;937;2191;467;37;469;288;138;245;2231;64;98;499;42885;9893;23035;3126;2674;1076;819;;;;43;;;2059;;;160;""
"Z";"06.09.2026";"19:49:05";45;10;"KRS";"15083";"Börde";"B";0;2680;16;2664;701;741;259;345;88;230;31;1;41;19;4;15;181;3;5;23;2657;1055;702;237;282;85;97;;;;0;;;192;;;7;""
"Z";"06.09.2026";"19:49:34";244;147;"KRS";"15083";"Börde";"";71703;46064;475;45589;7361;23742;3135;3568;1025;2421;498;38;510;307;142;260;2412;67;103;522;45542;10948;23737;3363;2956;1161;916;;;;43;;;2251;;;167;""
"Z";"06.09.2026";"19:55:54";201;150;"KRS";"15084";"Burgenlandkreis";"U";83786;49878;563;49315;7249;28894;3211;2745;1044;1986;588;91;590;208;110;216;2141;89;153;663;49215;9536;29160;3881;2663;1394;866;597;344;;;;;516;59;112;87;""
"Z";"06.09.2026";"19:53:08";52;18;"KRS";"15084";"Burgenlandkreis";"B";0;8463;39;8424;2175;2605;791;947;245;721;153;20;130;40;24;45;472;22;34;76;8387;3090;2590;873;704;308;379;123;143;;;;;82;8;33;54;""
"Z";"06.09.2026";"19:55:54";253;168;"KRS";"15084";"Burgenlandkreis";"";83786;58341;602;57739;9424;31499;4002;3692;1289;2707;741;111;720;248;134;261;2613;111;187;739;57602;12626;31750;4754;3367;1702;1245;720;487;;;;;598;67;145;141;""
