"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"22:37:54";2149;2092;"LAN";"15";"Sachsen-Anhalt";"U";1652975;934305;10571;923734;134354;473464;70011;70759;21331;68875;10189;1353;10103;4917;2367;5100;46271;1731;2909;11926;922379;188744;480012;96271;62156;26119;25996;9471;792;1647;406;573;199;26056;1694;430;1813;""
"Z";"06.09.2026";"22:46:26";511;427;"LAN";"15";"Sachsen-Anhalt";"B";0;292643;1679;290964;70504;69660;32062;39646;9546;38627;4064;363;3113;1979;791;1646;17086;785;1092;2673;289970;96358;69165;47198;31189;11063;15614;4289;285;1216;9;408;70;10869;775;313;1149;""
"Z";"06.09.2026";"22:46:26";2660;2519;"LAN";"15";"Sachsen-Anhalt";"";1652975;1226948;12250;1214698;204858;543124;102073;110405;30877;107502;14253;1716;13216;6896;3158;6746;63357;2516;4001;14599;1212349;285102;549177;143469;93345;37182;41610;13760;1077;2863;415;981;269;36925;2469;743;2962;""
"V";"06.09.2026";"21:47:17";57;57;"KRS";"15001";"Dessau-Roßlau, Stadt";"U";61152;34306;393;33913;5218;15430;2648;2968;959;3146;304;35;418;164;91;199;2163;42;128;500;33806;8314;16324;3497;2560;1414;1174;367;;;;;156;;;;;""
"Z";"06.09.2026";"20:52:10";22;21;"KRS";"15001";"Dessau-Roßlau, Stadt";"B";0;12253;79;12174;3207;2566;1244;1666;480;1747;142;17;134;58;28;56;772;19;38;160;12093;4924;2656;1585;1233;736;747;153;;;;;59;;;;;""
"Z";"06.09.2026";"21:47:17";79;78;"KRS";"15001";"Dessau-Roßlau, Stadt";"";61152;46559;472;46087;8425;17996;3892;4634;1439;4893;446;52;552;222;119;255;2935;61;166;660;45899;13238;18980;5082;3793;2150;1921;520;;;;;215;;;;;""
"Z";"06.09.2026";"22:05:00";126;122;"KRS";"15002";"Halle (Saale), Stadt";"U";168912;86261;904;85357;10469;31635;8908;9166;2293;15459;623;128;892;326;277;431;4295;133;322;1014;85247;14900;32072;18513;7580;2582;5425;385;;;;;;3602;;;188;""
"Z";"06.09.2026";"21:47:19";60;54;"KRS";"15002";"Halle (Saale), Stadt";"B";0;39867;187;39680;7152;6220;5250;6499;1318;9858;353;60;329;187;122;152;1967;73;140;266;39601;9668;6086;11930;4807;1529;3311;224;;;;;;1949;;;97;""
"Z";"06.09.2026";"22:05:00";186;176;"KRS";"15002";"Halle (Saale), Stadt";"";168912;126128;1091;125037;17621;37855;14158;15665;3611;25317;976;188;1221;513;399;583;6262;206;462;1280;124848;24568;38158;30443;12387;4111;8736;609;;;;;;5551;;;285;""
"Z";"06.09.2026";"21:45:14";148;145;"KRS";"15003";"Magdeburg, Landeshauptstadt";"U";172312;85794;812;84982;10664;35184;8394;8355;2128;12155;438;127;778;1183;251;679;4125;123;398;808;84986;18326;35680;13629;6056;2026;3257;;;1647;;573;;3539;;253;;""
"Z";"06.09.2026";"21:42:36";70;68;"KRS";"15003";"Magdeburg, Landeshauptstadt";"B";0;50177;199;49978;10027;8806;6499;7930;1799;9675;318;59;433;683;159;417;2790;100;283;264;49913;16280;8629;10522;5235;1806;3055;;;1216;;408;;2517;;245;;""
"Z";"06.09.2026";"21:45:14";218;213;"KRS";"15003";"Magdeburg, Landeshauptstadt";"";172312;135971;1011;134960;20691;43990;14893;16285;3927;21830;756;186;1211;1866;410;1096;6915;223;681;1072;134899;34606;44309;24151;11291;3832;6312;;;2863;;981;;6056;;498;;""
"Z";"06.09.2026";"19:46:47";133;118;"KRS";"15081";"Altmarkkreis Salzwedel";"U";48043;30157;350;29807;4699;14197;2668;2750;813;1995;284;55;276;128;113;147;1550;49;83;362;29795;6934;14067;3297;2095;869;681;;;;363;;;1489;;;;""
"Z";"06.09.2026";"19:40:37";19;2;"KRS";"15081";"Altmarkkreis Salzwedel";"B";0;1053;3;1050;254;235;148;145;34;123;9;0;6;5;3;5;76;2;5;3;1050;361;224;209;99;40;30;;;;9;;;78;;;;""
"Z";"06.09.2026";"19:46:47";152;120;"KRS";"15081";"Altmarkkreis Salzwedel";"";48043;31210;353;30857;4953;14432;2816;2895;847;2118;293;55;282;133;116;152;1626;51;88;365;30845;7295;14291;3506;2194;909;711;;;;372;;;1567;;;;""
"V";"06.09.2026";"21:51:13";182;182;"KRS";"15082";"Anhalt-Bitterfeld";"U";124316;72799;888;71911;10671;40136;5032;4292;1784;3421;1004;77;822;308;165;422;3449;101;227;1038;71761;14363;41131;5950;4076;2185;1740;1255;;;;;;1061;;;;""
"Z";"06.09.2026";"21:56:58";22;20;"KRS";"15082";"Anhalt-Bitterfeld";"B";0;20018;133;19885;5283;5816;1939;2252;640;1666;430;16;275;121;55;96;1193;43;60;240;19778;6614;5993;2518;1954;817;926;696;;;;;;260;;;;""
"Z";"06.09.2026";"21:56:58";204;202;"KRS";"15082";"Anhalt-Bitterfeld";"";124316;92817;1021;91796;15954;45952;6971;6544;2424;5087;1434;93;1097;429;220;518;4642;144;287;1278;91539;20977;47124;8468;6030;3002;2666;1951;;;;;;1321;;;;""
"Z";"06.09.2026";"22:24:58";199;188;"KRS";"15083";"Börde";"U";128533;76519;843;75676;11463;40427;5194;5713;1648;4160;822;77;810;505;212;416;3915;115;199;946;75573;17109;40435;5804;4782;1889;1558;;;;43;;;3624;;;329;""
"Z";"06.09.2026";"22:46:26";45;36;"KRS";"15083";"Börde";"B";0;21874;125;21749;5600;5936;2076;2850;786;2068;320;19;260;164;43;111;1394;45;77;170;21704;8111;5619;2182;2099;899;950;;;;0;;;1601;;;243;""
"Z";"06.09.2026";"22:46:26";244;224;"KRS";"15083";"Börde";"";128533;98393;968;97425;17063;46363;7270;8563;2434;6228;1142;96;1070;669;255;527;5309;160;276;1116;97277;25220;46054;7986;6881;2788;2508;;;;43;;;5225;;;572;""
"Z";"06.09.2026";"21:29:15";201;198;"KRS";"15084";"Burgenlandkreis";"U";134778;78128;867;77261;11187;44574;5365;4355;1654;3491;946;144;1014;326;164;348;3311;143;239;1015;77113;15392;44955;6278;4039;2130;1497;874;792;;;;;750;74;177;155;""
"Z";"06.09.2026";"21:29:38";52;46;"KRS";"15084";"Burgenlandkreis";"B";0;22005;119;21886;5635;6682;2203;2426;696;1785;365;40;327;122;53;109;1274;67;102;233;21772;7692;6647;2589;2019;886;841;319;285;;;;;289;29;68;108;""
"Z";"06.09.2026";"21:29:38";253;244;"KRS";"15084";"Burgenlandkreis";"";134778;100133;986;99147;16822;51256;7568;6781;2350;5276;1311;184;1341;448;217;457;4585;210;341;1248;98885;23084;51602;8867;6058;3016;2338;1193;1077;;;;;1039;103;245;263;""
"V";"06.09.2026";"22:19:35";181;181;"KRS";"15085";"Harz";"U";169846;95129;1159;93970;13792;47766;6609;8660;1705;6307;1483;187;976;378;279;528;4935;140;225;1231;93898;17461;47304;7899;9506;1711;2850;2803;;;;;;4104;16;;244;""
"Z";"06.09.2026";"22:37:50";46;41;"KRS";"15085";"Harz";"B";0;31722;292;31430;8087;7387;3194;4907;839;3346;604;39;396;152;97;200;2051;46;85;364;31358;9671;7097;3852;5019;728;1870;1087;;;;;;1891;0;;143;""
"Z";"06.09.2026";"22:37:50";227;222;"KRS";"15085";"Harz";"";169846;126851;1451;125400;21879;55153;9803;13567;2544;9653;2087;226;1372;530;376;728;6986;186;310;1595;125256;27132;54401;11751;14525;2439;4720;3890;;;;;;5995;16;;387;""
"V";"06.09.2026";"22:37:54";102;102;"KRS";"15086";"Jerichower Land";"U";72226;41962;561;41401;6345;21251;3031;3157;963;2543;764;36;477;195;100;195;2102;84;158;632;41330;8424;21118;3521;2800;1088;1105;1208;;;;;;1264;;;802;""
"Z";"06.09.2026";"22:44:32";14;11;"KRS";"15086";"Jerichower Land";"B";0;12816;114;12702;3131;3369;1226;1714;375;1330;310;20;140;80;32;84;806;28;57;181;12635;3820;3175;1476;1465;390;662;617;;;;;;534;;;496;""
"Z";"06.09.2026";"22:44:32";116;113;"KRS";"15086";"Jerichower Land";"";72226;54778;675;54103;9476;24620;4257;4871;1338;3873;1074;56;617;275;132;279;2908;112;215;813;53965;12244;24293;4997;4265;1478;1767;1825;;;;;;1798;;;1298;""
"Z";"06.09.2026";"22:14:08";170;169;"KRS";"15087";"Mansfeld-Südharz";"U";105245;61104;722;60382;8954;35187;4049;3595;1261;2037;451;81;610;246;131;291;2997;354;138;881;60223;11575;36347;5330;2989;1792;997;;;;;;;191;1002;;;""
"Z";"06.09.2026";"21:51:40";31;30;"KRS";"15087";"Mansfeld-Südharz";"B";0;18078;113;17965;4759;5599;1914;2038;550;1131;178;15;170;98;41;88;1136;189;59;202;17876;6099;5842;2556;1424;780;657;;;;;;;0;518;;;""
"Z";"06.09.2026";"22:14:08";201;199;"KRS";"15087";"Mansfeld-Südharz";"";105245;79182;835;78347;13713;40786;5963;5633;1811;3168;629;96;780;344;172;379;4133;543;197;1083;78099;17674;42189;7886;4413;2572;1654;;;;;;;191;1520;;;""
"Z";"06.09.2026";"22:36:43";169;167;"KRS";"15088";"Saalekreis";"U";144296;81736;819;80917;12054;46214;4696;4899;1842;4276;709;122;879;298;179;436;3939;159;215;1020;80716;16717;47612;6179;4162;2910;1604;;;;;;;1086;446;;;""
"Z";"06.09.2026";"22:25:57";38;32;"KRS";"15088";"Saalekreis";"B";0;24245;95;24150;6985;7046;2178;2616;842;2175;213;29;246;105;73;124;1358;94;66;215;24030;9097;7182;2886;2048;1301;810;;;;;;;491;215;;;""
"Z";"06.09.2026";"22:36:43";207;199;"KRS";"15088";"Saalekreis";"";144296;105981;914;105067;19039;53260;6874;7515;2684;6451;922;151;1125;403;252;560;5297;253;281;1235;104746;25814;54794;9065;6210;4211;2414;;;;;;;1577;661;;;""
"Z";"06.09.2026";"22:19:32";164;163;"KRS";"15089";"Salzlandkreis";"U";147182;86654;1033;85621;12388;48001;6006;5300;2114;3886;651;121;1112;416;169;544;4489;142;282;1162;85492;16707;48713;7119;4949;3098;1545;;;;;;;3205;156;;;""
"Z";"06.09.2026";"22:29:50";30;6;"KRS";"15089";"Salzlandkreis";"B";0;3555;14;3541;879;1132;350;403;118;242;59;0;50;24;7;21;234;9;13;25;3530;1239;1075;347;314;148;107;;;;;;;287;13;;;""
"Z";"06.09.2026";"22:29:50";194;169;"KRS";"15089";"Salzlandkreis";"";147182;90209;1047;89162;13267;49133;6356;5703;2232;4128;710;121;1162;440;176;565;4723;151;295;1187;89022;17946;49788;7466;5263;3246;1652;;;;;;;3492;169;;;""
"Z";"06.09.2026";"21:43:28";161;160;"KRS";"15090";"Stendal";"U";86420;51865;642;51223;7407;26535;3902;4253;1165;3200;593;88;493;233;108;208;2805;66;167;685;51180;10521;26814;4939;3770;1415;1485;;;;;;;2141;;;95;""
"V";"06.09.2026";"22:01:11";35;35;"KRS";"15090";"Stendal";"B";0;15917;89;15828;4096;3824;1879;2118;561;1695;170;23;146;77;32;65;1060;34;48;137;15780;5530;3765;2234;1782;570;865;;;;;;;972;;;62;""
"Z";"06.09.2026";"22:01:11";196;195;"KRS";"15090";"Stendal";"";86420;67782;731;67051;11503;30359;5781;6371;1726;4895;763;111;639;310;140;273;3865;100;215;822;66960;16051;30579;7173;5552;1985;2350;;;;;;;3113;;;157;""
"Z";"06.09.2026";"21:28:27";156;140;"KRS";"15091";"Wittenberg";"U";89714;51891;578;51313;9043;26927;3509;3296;1002;2799;1117;75;546;211;128;256;2196;80;128;632;51259;12001;27440;4316;2792;1010;1078;2579;;;;;43;;;;;""
"Z";"06.09.2026";"21:41:23";27;25;"KRS";"15091";"Wittenberg";"B";0;19063;117;18946;5409;5042;1962;2082;508;1786;593;26;201;103;46;118;975;36;59;213;18850;7252;5175;2312;1691;433;783;1193;;;;;11;;;;;""
