list_pos,name,wkr_direct,bezirk,source
1,Martha Kleedörfer,6,01,https://www.dielinke-berlin-mitte.de/berlin-wahlen-2026/agh-wahl/
2,Tobias Schulze,3,01,https://www.dielinke-berlin-mitte.de/berlin-wahlen-2026/agh-wahl/
3,Jacky Sanehy,4,01,https://www.dielinke-berlin-mitte.de/berlin-wahlen-2026/agh-wahl/
4,Deike Janssen,7,01,https://www.dielinke-berlin-mitte.de/berlin-wahlen-2026/agh-wahl/
5,Anna Eiling,1,01,https://www.dielinke-berlin-mitte.de/berlin-wahlen-2026/agh-wahl/
6,Leo Diederich,2,01,https://www.dielinke-berlin-mitte.de/berlin-wahlen-2026/agh-wahl/
7,Kadriye Karci,,01,https://www.dielinke-berlin-mitte.de/berlin-wahlen-2026/agh-wahl/
8,Andreas Umgelter,5,01,https://www.dielinke-berlin-mitte.de/berlin-wahlen-2026/agh-wahl/
