list_pos,name,wkr_direct,bezirk,source
1,Ender Atakul,2,05,https://www.die-linke-spandau.de/berlin-bezahlbar-machen/kandidierende-fuers-agh/
2,Isabella Sander,1,05,https://www.die-linke-spandau.de/berlin-bezahlbar-machen/kandidierende-fuers-agh/
3,Hanna Krüger,4,05,https://www.die-linke-spandau.de/berlin-bezahlbar-machen/kandidierende-fuers-agh/
4,Thomas Wulfes,3,05,https://www.die-linke-spandau.de/berlin-bezahlbar-machen/kandidierende-fuers-agh/
5,Fritz Stephan,5,05,https://www.die-linke-spandau.de/berlin-bezahlbar-machen/kandidierende-fuers-agh/
