list_pos,name,wkr_direct,bezirk,source
1,Pilar Caballero Alvarez,1,12,https://www.die-linke-reinickendorf.de/wahlen/berlin-2026/
2,Jessica Gerke,2,12,https://www.die-linke-reinickendorf.de/wahlen/berlin-2026/
3,Sophia-Marie Dietrich,4,12,https://www.die-linke-reinickendorf.de/wahlen/berlin-2026/
4,Noah Leven Keilmann,,12,https://www.die-linke-reinickendorf.de/wahlen/berlin-2026/
5,Gülistan Erdil,5,12,https://www.die-linke-reinickendorf.de/wahlen/berlin-2026/
6,Robert Irmscher,3,12,https://www.die-linke-reinickendorf.de/wahlen/berlin-2026/
7,Ines Schwende,,12,https://www.die-linke-reinickendorf.de/wahlen/berlin-2026/
8,Ben Hennig,6,12,https://www.die-linke-reinickendorf.de/wahlen/berlin-2026/
