list_pos,name,wkr_direct,bezirk,source
1,Björn Tielebein,1,10,https://dielinke-mahe.de/wahlen-2026/
2,Sarah Bigall,2,10,https://dielinke-mahe.de/wahlen-2026/
3,Nadine Jüngling,3,10,https://dielinke-mahe.de/wahlen-2026/
4,Steffen Ostehr,6,10,https://dielinke-mahe.de/wahlen-2026/
5,Juliane Witt,5,10,https://dielinke-mahe.de/wahlen-2026/
6,Markus Berg,4,10,https://dielinke-mahe.de/wahlen-2026/
