"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"19:34:05";2149;818;"LAN";"15";"Sachsen-Anhalt";"U";371055;225113;2465;222648;34167;118197;15752;15892;5416;13048;2555;309;2343;1036;547;1211;11089;445;641;2901;222212;46518;119762;20380;14567;6913;5064;2107;183;186;250;46;30;5514;483;101;108;""
"Z";"06.09.2026";"19:31:14";511;49;"LAN";"15";"Sachsen-Anhalt";"B";0;16349;72;16277;3873;3825;1852;2351;543;2210;140;23;166;123;45;112;923;31;60;124;16225;5406;3836;2793;1700;623;796;101;16;184;0;57;6;609;27;59;12;""
"Z";"06.09.2026";"19:34:05";2660;867;"LAN";"15";"Sachsen-Anhalt";"";371055;241462;2537;238925;38040;122022;17604;18243;5959;15258;2695;332;2509;1159;592;1323;12012;476;701;3025;238437;51924;123598;23173;16267;7536;5860;2208;199;370;250;103;36;6123;510;160;120;""
"Z";"06.09.2026";"19:29:30";57;14;"KRS";"15001";"Dessau-Roßlau, Stadt";"U";9971;5825;63;5762;914;2789;378;454;186;450;48;2;63;30;15;29;368;12;24;77;5748;1385;2973;518;405;227;147;70;;;;;23;;;;;""
"Z";"06.09.2026";"19:28:05";22;2;"KRS";"15001";"Dessau-Roßlau, Stadt";"B";0;963;7;956;254;253;75;120;30;123;7;2;9;3;3;3;72;0;2;16;947;376;264;125;83;48;31;14;;;;;6;;;;;""
"Z";"06.09.2026";"19:29:30";79;16;"KRS";"15001";"Dessau-Roßlau, Stadt";"";9971;6788;70;6718;1168;3042;453;574;216;573;55;4;72;33;18;32;440;12;26;93;6695;1761;3237;643;488;275;178;84;;;;;29;;;;;""
"Z";"06.09.2026";"19:20:03";126;11;"KRS";"15002";"Halle (Saale), Stadt";"U";10080;5092;56;5036;621;1848;510;506;138;955;45;4;69;11;21;31;249;5;23;65;5027;863;1870;1107;395;159;361;37;;;;;;219;;;16;""
"Z";"06.09.2026";"19:18:43";60;2;"KRS";"15002";"Halle (Saale), Stadt";"B";0;1195;1;1194;195;187;206;195;24;294;7;3;12;2;2;6;58;0;3;4;1191;261;190;437;113;27;101;4;;;;;;58;;;0;""
"Z";"06.09.2026";"19:20:03";186;13;"KRS";"15002";"Halle (Saale), Stadt";"";10080;6287;57;6230;816;2035;716;701;162;1249;52;7;81;13;23;37;307;5;26;69;6218;1124;2060;1544;508;186;462;41;;;;;;277;;;16;""
"Z";"06.09.2026";"19:31:01";148;24;"KRS";"15003";"Magdeburg, Landeshauptstadt";"U";22148;11033;70;10963;1487;4361;976;1106;311;1664;59;14;111;134;29;81;576;11;43;77;10956;2668;4447;1632;779;279;406;;;186;;46;;474;;39;;""
"Z";"06.09.2026";"19:30:28";70;18;"KRS";"15003";"Magdeburg, Landeshauptstadt";"B";0;8128;26;8102;1869;1517;1013;1301;308;1289;43;11;61;91;24;74;452;10;39;43;8085;2736;1495;1535;915;294;410;;;184;;57;;410;;49;;""
"Z";"06.09.2026";"19:31:01";218;42;"KRS";"15003";"Magdeburg, Landeshauptstadt";"";22148;19161;96;19065;3356;5878;1989;2407;619;2953;102;25;172;225;53;155;1028;21;82;120;19041;5404;5942;3167;1694;573;816;;;370;;103;;884;;88;;""
"Z";"06.09.2026";"19:19:51";133;97;"KRS";"15081";"Altmarkkreis Salzwedel";"U";29056;19227;209;19018;3098;8980;1627;1739;554;1336;180;34;185;82;67;92;966;30;48;215;19012;4587;8876;2056;1321;604;418;;;;227;;;923;;;;""
"L";;;19;0;"KRS";"15081";"Altmarkkreis Salzwedel";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:19:51";152;97;"KRS";"15081";"Altmarkkreis Salzwedel";"";29056;19227;209;19018;3098;8980;1627;1739;554;1336;180;34;185;82;67;92;966;30;48;215;19012;4587;8876;2056;1321;604;418;;;;227;;;923;;;;""
"Z";"06.09.2026";"19:28:43";182;121;"KRS";"15082";"Anhalt-Bitterfeld";"U";58862;35607;414;35193;5396;19613;2381;2077;878;1601;509;38;394;158;92;223;1672;51;110;516;35091;7163;20073;2807;2033;1108;821;658;;;;;;428;;;;""
"Z";"06.09.2026";"19:27:45";22;1;"KRS";"15082";"Anhalt-Bitterfeld";"B";0;1080;3;1077;322;327;77;118;24;99;20;1;20;4;2;7;49;2;5;5;1075;372;347;103;111;35;52;55;;;;;;0;;;;""
"Z";"06.09.2026";"19:28:43";204;122;"KRS";"15082";"Anhalt-Bitterfeld";"";58862;36687;417;36270;5718;19940;2458;2195;902;1700;529;39;414;162;94;230;1721;53;115;521;36166;7535;20420;2910;2144;1143;873;713;;;;;;428;;;;""
"Z";"06.09.2026";"19:19:22";199;51;"KRS";"15083";"Börde";"U";14653;9762;97;9665;1562;5219;645;695;219;438;112;4;118;61;37;56;459;12;28;134;9628;2171;5233;730;591;250;162;;;;23;;;450;;;18;""
"Z";"06.09.2026";"18:54:33";45;3;"KRS";"15083";"Börde";"B";0;342;9;333;106;93;24;40;15;23;2;1;7;3;0;2;17;0;0;9;333;154;88;16;35;15;6;;;;0;;;19;;;0;""
"Z";"06.09.2026";"19:19:22";244;54;"KRS";"15083";"Börde";"";14653;10104;106;9998;1668;5312;669;735;234;461;114;5;125;64;37;58;476;12;28;143;9961;2325;5321;746;626;265;168;;;;23;;;469;;;18;""
"Z";"06.09.2026";"19:23:36";201;102;"KRS";"15084";"Burgenlandkreis";"U";43900;27550;277;27273;4166;15909;1691;1518;569;1098;331;43;314;127;66;109;1199;52;81;332;27218;5509;16063;2093;1465;777;450;291;183;;;;;238;26;62;61;""
"Z";"06.09.2026";"19:17:10";52;8;"KRS";"15084";"Burgenlandkreis";"B";0;1699;8;1691;412;590;142;188;54;126;22;2;24;7;10;7;97;4;6;15;1684;547;578;159;176;74;73;20;16;;;;;22;1;10;8;""
"Z";"06.09.2026";"19:23:36";253;110;"KRS";"15084";"Burgenlandkreis";"";43900;29249;285;28964;4578;16499;1833;1706;623;1224;353;45;338;134;76;116;1296;56;87;347;28902;6056;16641;2252;1641;851;523;311;199;;;;;260;27;72;69;""
"Z";"06.09.2026";"19:28:17";181;55;"KRS";"15085";"Harz";"U";33420;19655;215;19440;3023;9641;1345;1936;357;1312;323;24;179;80;40;112;1009;27;32;246;19409;3711;9512;1536;2368;318;487;651;;;;;;813;0;;13;""
"Z";"06.09.2026";"19:10:33";46;1;"KRS";"15085";"Harz";"B";0;164;5;159;35;53;14;16;2;17;5;1;1;0;0;1;13;0;1;7;157;37;50;21;11;4;10;8;;;;;;12;0;;4;""
"Z";"06.09.2026";"19:28:17";227;56;"KRS";"15085";"Harz";"";33420;19819;220;19599;3058;9694;1359;1952;359;1329;328;25;180;80;40;113;1022;27;33;253;19566;3748;9562;1557;2379;322;497;659;;;;;;825;0;;17;""
"Z";"06.09.2026";"19:25:23";102;10;"KRS";"15086";"Jerichower Land";"U";4682;2880;38;2842;458;1410;181;225;86;185;63;5;31;22;7;14;140;6;9;58;2822;727;1392;252;210;169;72;0;;;;;;0;;;0;""
"L";;;14;0;"KRS";"15086";"Jerichower Land";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;0;""
"Z";"06.09.2026";"19:25:23";116;10;"KRS";"15086";"Jerichower Land";"";4682;2880;38;2842;458;1410;181;225;86;185;63;5;31;22;7;14;140;6;9;58;2822;727;1392;252;210;169;72;0;;;;;;0;;;0;""
"Z";"06.09.2026";"19:32:46";170;75;"KRS";"15087";"Mansfeld-Südharz";"U";29731;18123;212;17911;2764;10371;1182;1012;358;592;134;16;163;69;33;99;959;120;39;264;17859;3444;10660;1560;869;523;309;;;;;;;158;336;;;""
"Z";"06.09.2026";"19:04:04";31;4;"KRS";"15087";"Mansfeld-Südharz";"B";0;1212;8;1204;294;381;139;134;41;93;10;1;19;8;0;4;63;13;4;14;1198;414;399;174;82;62;46;;;;;;;0;21;;;""
"Z";"06.09.2026";"19:32:46";201;79;"KRS";"15087";"Mansfeld-Südharz";"";29731;19335;220;19115;3058;10752;1321;1146;399;685;144;17;182;77;33;103;1022;133;43;278;19057;3858;11059;1734;951;585;355;;;;;;;158;357;;;""
"Z";"06.09.2026";"19:26:04";169;41;"KRS";"15088";"Saalekreis";"U";20744;12100;142;11958;1872;6904;680;706;290;561;102;14;109;30;30;66;539;32;23;158;11942;2469;7135;885;637;406;220;;;;;;;130;60;;;""
"Z";"06.09.2026";"19:04:19";38;2;"KRS";"15088";"Saalekreis";"B";0;267;0;267;78;87;26;25;10;12;3;0;4;2;1;2;16;1;0;0;267;88;91;36;20;15;7;;;;;;;5;5;;;""
"Z";"06.09.2026";"19:26:04";207;43;"KRS";"15088";"Saalekreis";"";20744;12367;142;12225;1950;6991;706;731;300;573;105;14;113;32;31;68;555;33;23;158;12209;2557;7226;921;657;421;227;;;;;;;135;65;;;""
"Z";"06.09.2026";"19:34:05";164;75;"KRS";"15089";"Salzlandkreis";"U";53015;31834;372;31462;4531;17614;2295;1922;852;1379;239;51;385;126;69;193;1647;50;109;437;31397;6164;17903;2712;1742;1356;533;;;;;;;926;61;;;""
"L";;;30;0;"KRS";"15089";"Salzlandkreis";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;""
"Z";"06.09.2026";"19:34:05";194;75;"KRS";"15089";"Salzlandkreis";"";53015;31834;372;31462;4531;17614;2295;1922;852;1379;239;51;385;126;69;193;1647;50;109;437;31397;6164;17903;2712;1742;1356;533;;;;;;;926;61;;;""
"Z";"06.09.2026";"19:31:45";161;91;"KRS";"15090";"Stendal";"U";27290;17818;225;17593;2681;9053;1284;1449;432;1082;232;41;153;76;27;63;939;25;56;234;17584;3640;9069;1770;1286;533;531;;;;;;;755;;;0;""
"Z";"06.09.2026";"19:31:14";35;8;"KRS";"15090";"Stendal";"B";0;1299;5;1294;308;337;136;214;35;134;21;1;9;3;3;6;86;1;0;11;1288;421;334;187;154;49;60;;;;;;;83;;;0;""
"Z";"06.09.2026";"19:31:45";196;99;"KRS";"15090";"Stendal";"";27290;19117;230;18887;2989;9390;1420;1663;467;1216;253;42;162;79;30;69;1025;26;56;245;18872;4061;9403;1957;1440;582;591;;;;;;;838;;;0;""
"Z";"06.09.2026";"19:02:27";156;51;"KRS";"15091";"Wittenberg";"U";13503;8607;75;8532;1594;4485;577;547;186;395;178;19;69;30;14;43;367;12;16;88;8519;2017;4556;722;466;204;147;400;;;;;7;;;;;""
"L";;;27;0;"KRS";"15091";"Wittenberg";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;""
