"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"19:55:54";2149;1238;"LAN";"15";"Sachsen-Anhalt";"U";712701;418517;4633;413884;62582;218262;29794;30078;9812;25861;4723;567;4285;2043;1012;2273;20603;795;1194;5317;413200;86581;221264;39046;26633;12191;9879;4311;344;505;406;167;84;10313;860;233;383;""
"Z";"06.09.2026";"19:53:08";511;126;"LAN";"15";"Sachsen-Anhalt";"B";0;63680;318;63362;15142;14976;7199;8664;2047;8624;746;80;709;456;191;357;3769;158;244;541;63139;21493;15064;10727;6251;2493;3340;618;143;406;9;161;48;2045;133;111;97;""
"Z";"06.09.2026";"19:55:54";2660;1364;"LAN";"15";"Sachsen-Anhalt";"";712701;482197;4951;477246;77724;233238;36993;38742;11859;34485;5469;647;4994;2499;1203;2630;24372;953;1438;5858;476339;108074;236328;49773;32884;14684;13219;4929;487;911;415;328;132;12358;993;344;480;""
"Z";"06.09.2026";"19:53:25";57;30;"KRS";"15001";"Dessau-Roßlau, Stadt";"U";27105;15500;188;15312;2405;7001;1183;1276;463;1425;128;11;186;70;47;85;951;21;60;228;15272;3790;7429;1527;1130;642;508;169;;;;;77;;;;;""
"Z";"06.09.2026";"19:49:57";22;13;"KRS";"15001";"Dessau-Roßlau, Stadt";"B";0;7470;35;7435;1926;1611;765;1026;278;1035;94;10;87;30;22;30;482;13;26;88;7382;2938;1687;1007;742;405;449;106;;;;;48;;;;;""
"Z";"06.09.2026";"19:53:25";79;43;"KRS";"15001";"Dessau-Roßlau, Stadt";"";27105;22970;223;22747;4331;8612;1948;2302;741;2460;222;21;273;100;69;115;1433;34;86;316;22654;6728;9116;2534;1872;1047;957;275;;;;;125;;;;;""
"Z";"06.09.2026";"19:37:03";126;24;"KRS";"15002";"Halle (Saale), Stadt";"U";23200;12242;116;12126;1704;4336;1151;1237;351;2320;95;14;130;30;42;64;598;10;44;135;12107;2498;4330;2477;987;398;804;67;;;;;;509;;;37;""
"Z";"06.09.2026";"19:37:47";60;16;"KRS";"15002";"Halle (Saale), Stadt";"B";0;9528;51;9477;1564;1475;1347;1570;285;2415;85;14;97;44;32;35;471;12;31;71;9457;2201;1462;3114;1041;322;756;62;;;;;;473;;;26;""
"Z";"06.09.2026";"19:37:47";186;40;"KRS";"15002";"Halle (Saale), Stadt";"";23200;21770;167;21603;3268;5811;2498;2807;636;4735;180;28;227;74;74;99;1069;22;75;206;21564;4699;5792;5591;2028;720;1560;129;;;;;;982;;;63;""
"Z";"06.09.2026";"19:46:53";148;56;"KRS";"15003";"Magdeburg, Landeshauptstadt";"U";57706;28908;251;28657;3812;11338;2721;2971;771;4310;143;34;249;349;81;215;1486;40;137;252;28656;6454;11494;4859;2076;658;1081;;;505;;167;;1241;;121;;""
