state,election,election_l1,wkr,wkr_name,party,resp_E,resp_Z,res_l1_E,res_l1_Z,no_cand_l1,source
MV,2016,2011,30,Vorpommern-Greifswald III,afd,0.353098,0.323923,0.0,0.0,1,ltw11-21_meckpom_abs.csv
MV,2016,2011,30,Vorpommern-Greifswald III,cdu,0.189885,0.177831,0.311069,0.269814,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,30,Vorpommern-Greifswald III,linke,0.179421,0.13591,0.2319,0.19315,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,30,Vorpommern-Greifswald III,gruene,0.027664,0.033271,0.073175,0.063491,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,30,Vorpommern-Greifswald III,fdp,0.034161,0.033169,0.023285,0.025267,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,30,Vorpommern-Greifswald III,others,0.038093,0.108054,0.115519,0.166501,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,31,Ludwigslust-Parchim IV,spd,0.283198,0.320385,0.312799,0.378498,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,31,Ludwigslust-Parchim IV,afd,0.215609,0.200381,0.0,0.0,1,ltw11-21_meckpom_abs.csv
MV,2016,2011,31,Ludwigslust-Parchim IV,cdu,0.249143,0.19748,0.342368,0.27127,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,31,Ludwigslust-Parchim IV,linke,0.143638,0.128362,0.182533,0.169022,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,31,Ludwigslust-Parchim IV,gruene,0.028632,0.031527,0.05857,0.053258,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,31,Ludwigslust-Parchim IV,fdp,0.025942,0.029882,0.026537,0.022147,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,31,Ludwigslust-Parchim IV,others,0.053837,0.091984,0.077193,0.105805,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,32,Ludwigslust-Parchim V,spd,0.315914,0.339882,0.380403,0.397365,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,32,Ludwigslust-Parchim V,afd,0.187144,0.18536,0.0,0.0,1,ltw11-21_meckpom_abs.csv
MV,2016,2011,32,Ludwigslust-Parchim V,cdu,0.233618,0.188469,0.283274,0.228535,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,32,Ludwigslust-Parchim V,linke,0.114125,0.116223,0.177177,0.173143,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,32,Ludwigslust-Parchim V,gruene,0.038818,0.039169,0.067521,0.073493,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,32,Ludwigslust-Parchim V,fdp,0.029956,0.029387,0.025765,0.02881,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,32,Ludwigslust-Parchim V,others,0.080424,0.101509,0.06586,0.098654,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,33,Vorpommern-Rügen IV,spd,0.176992,0.250084,0.305032,0.274049,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,33,Vorpommern-Rügen IV,afd,0.227639,0.242793,0.0,0.0,1,ltw11-21_meckpom_abs.csv
MV,2016,2011,33,Vorpommern-Rügen IV,cdu,0.258447,0.200864,0.206412,0.220456,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,33,Vorpommern-Rügen IV,linke,0.133455,0.137533,0.230815,0.223077,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,33,Vorpommern-Rügen IV,gruene,0.034803,0.040173,0.087849,0.130938,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,33,Vorpommern-Rügen IV,fdp,0.027558,0.031936,0.097526,0.048014,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,33,Vorpommern-Rügen IV,others,0.141106,0.096617,0.072366,0.103466,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,34,Vorpommern-Rügen V,spd,0.223714,0.253278,0.230172,0.255197,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,34,Vorpommern-Rügen V,afd,0.248996,0.24897,0.0,0.0,1,ltw11-21_meckpom_abs.csv
MV,2016,2011,34,Vorpommern-Rügen V,cdu,0.278858,0.211013,0.246461,0.226044,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,34,Vorpommern-Rügen V,linke,0.150063,0.133038,0.239809,0.217171,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,34,Vorpommern-Rügen V,gruene,0.044417,0.04189,0.133379,0.158357,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,34,Vorpommern-Rügen V,fdp,0.053952,0.042452,0.093041,0.050786,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,34,Vorpommern-Rügen V,others,0.0,0.069359,0.057138,0.092445,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,35,Vorpommern-Greifswald IV,spd,0.310402,0.262978,0.231356,0.271379,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,35,Vorpommern-Greifswald IV,afd,0.292907,0.244909,0.0,0.0,1,ltw11-21_meckpom_abs.csv
MV,2016,2011,35,Vorpommern-Greifswald IV,cdu,0.184913,0.173278,0.254569,0.245518,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,35,Vorpommern-Greifswald IV,linke,0.110841,0.128664,0.235781,0.206759,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,35,Vorpommern-Greifswald IV,gruene,0.01874,0.018952,0.030587,0.036824,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,35,Vorpommern-Greifswald IV,fdp,0.026272,0.024191,0.018211,0.021669,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,35,Vorpommern-Greifswald IV,others,0.055925,0.147028,0.229497,0.217851,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,36,Vorpommern-Greifswald V,spd,0.240836,0.253161,0.269714,0.311414,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,36,Vorpommern-Greifswald V,afd,0.286129,0.263786,0.0,0.0,1,ltw11-21_meckpom_abs.csv
MV,2016,2011,36,Vorpommern-Greifswald V,cdu,0.262131,0.185439,0.295387,0.240831,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,36,Vorpommern-Greifswald V,linke,0.171809,0.132317,0.210114,0.207917,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,36,Vorpommern-Greifswald V,gruene,0.039095,0.023465,0.0517,0.046889,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,36,Vorpommern-Greifswald V,fdp,0.0,0.02151,0.031246,0.022345,0,ltw11-21_meckpom_abs.csv
MV,2016,2011,36,Vorpommern-Greifswald V,others,0.0,0.120323,0.141839,0.170604,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,1,Greifswald,spd,0.299486,0.335298,0.283174,0.27813,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,1,Greifswald,afd,0.131428,0.124252,0.198969,0.187013,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,1,Greifswald,cdu,0.157138,0.125116,0.206664,0.185999,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,1,Greifswald,linke,0.100953,0.098612,0.136324,0.129106,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,1,Greifswald,gruene,0.146,0.144091,0.094367,0.102669,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,1,Greifswald,fdp,0.070385,0.068929,0.036767,0.038641,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,1,Greifswald,others,0.09461,0.103703,0.043735,0.078441,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,2,Neubrandenburg I,spd,0.346198,0.423476,0.313724,0.309254,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,2,Neubrandenburg I,afd,0.17757,0.164443,0.227736,0.217103,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,2,Neubrandenburg I,cdu,0.155359,0.114916,0.158135,0.156645,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,2,Neubrandenburg I,linke,0.184031,0.128371,0.227279,0.187492,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,2,Neubrandenburg I,gruene,0.051806,0.040653,0.044529,0.033581,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,2,Neubrandenburg I,fdp,0.058786,0.050673,0.028598,0.021801,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,2,Neubrandenburg I,others,0.026249,0.077469,0.0,0.074125,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,3,Neubrandenburg II,spd,0.339577,0.404802,0.323718,0.304074,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,3,Neubrandenburg II,afd,0.176663,0.16174,0.223191,0.209631,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,3,Neubrandenburg II,cdu,0.171679,0.119153,0.202433,0.170135,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,3,Neubrandenburg II,linke,0.162227,0.116661,0.16744,0.165026,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,3,Neubrandenburg II,gruene,0.055737,0.056235,0.04578,0.045602,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,3,Neubrandenburg II,fdp,0.064559,0.056235,0.037439,0.027598,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,3,Neubrandenburg II,others,0.029558,0.085174,0.0,0.077934,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,4,Hansestadt Rostock I,spd,0.37423,0.430641,0.334962,0.324465,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,4,Hansestadt Rostock I,afd,0.15773,0.140775,0.228179,0.214275,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,4,Hansestadt Rostock I,cdu,0.117496,0.095376,0.157948,0.146045,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,4,Hansestadt Rostock I,linke,0.148907,0.125446,0.161589,0.163019,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,4,Hansestadt Rostock I,gruene,0.092966,0.06875,0.04187,0.04234,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,4,Hansestadt Rostock I,fdp,0.055391,0.052959,0.031283,0.027273,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,4,Hansestadt Rostock I,others,0.05328,0.086053,0.04417,0.082582,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,5,Hansestadt Rostock II,spd,0.394396,0.446072,0.363286,0.360631,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,5,Hansestadt Rostock II,afd,0.131424,0.118213,0.19563,0.185209,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,5,Hansestadt Rostock II,cdu,0.090577,0.078437,0.135377,0.127621,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,5,Hansestadt Rostock II,linke,0.166833,0.142309,0.216167,0.182864,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,5,Hansestadt Rostock II,gruene,0.085222,0.071505,0.058893,0.045096,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,5,Hansestadt Rostock II,fdp,0.055044,0.050338,0.030648,0.02372,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,5,Hansestadt Rostock II,others,0.076505,0.093126,0.0,0.074859,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,6,Hansestadt Rostock III,spd,0.30584,0.352753,0.313811,0.326326,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,6,Hansestadt Rostock III,afd,0.080583,0.074438,0.123724,0.121843,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,6,Hansestadt Rostock III,cdu,0.103939,0.087902,0.166413,0.161301,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,6,Hansestadt Rostock III,linke,0.204976,0.146675,0.205774,0.169381,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,6,Hansestadt Rostock III,gruene,0.166652,0.179664,0.114882,0.120044,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,6,Hansestadt Rostock III,fdp,0.057916,0.065262,0.032642,0.032828,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,6,Hansestadt Rostock III,others,0.080094,0.093305,0.042752,0.068277,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,7,Hansestadt Rostock IV,spd,0.300672,0.365318,0.290285,0.302835,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,7,Hansestadt Rostock IV,afd,0.113411,0.107952,0.180457,0.172558,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,7,Hansestadt Rostock IV,cdu,0.14093,0.09824,0.195128,0.171238,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,7,Hansestadt Rostock IV,linke,0.139156,0.125799,0.194862,0.151632,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,7,Hansestadt Rostock IV,gruene,0.153407,0.129309,0.098808,0.091296,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,7,Hansestadt Rostock IV,fdp,0.073578,0.07468,0.040459,0.035779,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,7,Hansestadt Rostock IV,others,0.078847,0.098702,0.0,0.074661,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,8,Schwerin I,spd,0.463931,0.352015,0.473602,0.345966,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,8,Schwerin I,afd,0.111581,0.118646,0.140352,0.147256,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,8,Schwerin I,cdu,0.118411,0.120944,0.154748,0.188488,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,8,Schwerin I,linke,0.09848,0.128061,0.099869,0.136784,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,8,Schwerin I,gruene,0.082132,0.117861,0.053106,0.077789,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,8,Schwerin I,fdp,0.060941,0.07311,0.033083,0.03316,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,8,Schwerin I,others,0.064524,0.089363,0.04524,0.070558,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,9,Schwerin II,spd,0.38561,0.442675,0.295508,0.361388,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,9,Schwerin II,afd,0.175013,0.157436,0.198181,0.181904,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,9,Schwerin II,cdu,0.120853,0.10444,0.168212,0.152865,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,9,Schwerin II,linke,0.133609,0.112542,0.215888,0.152688,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,9,Schwerin II,gruene,0.064623,0.052608,0.039541,0.039249,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,9,Schwerin II,fdp,0.065965,0.055605,0.027517,0.027563,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,9,Schwerin II,others,0.054328,0.074695,0.055153,0.084342,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,10,Wismar,spd,0.433721,0.450908,0.40591,0.380239,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,10,Wismar,afd,0.128126,0.124048,0.210864,0.19632,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,10,Wismar,cdu,0.124192,0.104267,0.142566,0.138088,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,10,Wismar,linke,0.098277,0.104628,0.123713,0.122762,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,10,Wismar,gruene,0.08394,0.081828,0.056061,0.054214,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,10,Wismar,fdp,0.073041,0.059433,0.043974,0.036853,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,10,Wismar,others,0.058704,0.074888,0.016913,0.071524,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,11,Landkreis Rostock I,spd,0.384795,0.413853,0.2934,0.320825,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,11,Landkreis Rostock I,afd,0.166459,0.154059,0.19285,0.213496,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,11,Landkreis Rostock I,cdu,0.165772,0.130255,0.210126,0.202021,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,11,Landkreis Rostock I,linke,0.098078,0.090954,0.107108,0.116235,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,11,Landkreis Rostock I,gruene,0.057431,0.060211,0.049605,0.044671,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,11,Landkreis Rostock I,fdp,0.06551,0.063914,0.03025,0.029851,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,11,Landkreis Rostock I,others,0.061954,0.086754,0.116662,0.072902,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,12,Landkreis Rostock II,spd,0.34207,0.40171,0.294156,0.315251,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,12,Landkreis Rostock II,afd,0.161678,0.149751,0.201094,0.198027,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,12,Landkreis Rostock II,cdu,0.166569,0.138448,0.240446,0.215456,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,12,Landkreis Rostock II,linke,0.113988,0.095987,0.157777,0.125616,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,12,Landkreis Rostock II,gruene,0.071482,0.062394,0.052695,0.047937,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,12,Landkreis Rostock II,fdp,0.084481,0.072374,0.035909,0.03446,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,12,Landkreis Rostock II,others,0.059732,0.079336,0.017924,0.063252,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,13,Mecklenburgische Seenplatte I - Vorpommern-Greifswald I,spd,0.256262,0.336765,0.189049,0.240983,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,13,Mecklenburgische Seenplatte I - Vorpommern-Greifswald I,afd,0.273824,0.240401,0.251013,0.245662,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,13,Mecklenburgische Seenplatte I - Vorpommern-Greifswald I,cdu,0.264989,0.210854,0.281637,0.233106,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,13,Mecklenburgische Seenplatte I - Vorpommern-Greifswald I,linke,0.099822,0.080384,0.143112,0.121528,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,13,Mecklenburgische Seenplatte I - Vorpommern-Greifswald I,gruene,0.032322,0.02574,0.022045,0.024933,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,13,Mecklenburgische Seenplatte I - Vorpommern-Greifswald I,fdp,0.047837,0.042203,0.0,0.020906,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,13,Mecklenburgische Seenplatte I - Vorpommern-Greifswald I,others,0.024942,0.063653,0.113143,0.112881,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,14,Mecklenburgische Seenplatte II,spd,0.342757,0.400371,0.244747,0.276927,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,14,Mecklenburgische Seenplatte II,afd,0.225917,0.210336,0.21438,0.209185,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,14,Mecklenburgische Seenplatte II,cdu,0.213613,0.158753,0.239385,0.209404,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,14,Mecklenburgische Seenplatte II,linke,0.094283,0.084915,0.156763,0.131219,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,14,Mecklenburgische Seenplatte II,gruene,0.020995,0.024108,0.022653,0.02187,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,14,Mecklenburgische Seenplatte II,fdp,0.060544,0.049583,0.039341,0.028486,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,14,Mecklenburgische Seenplatte II,others,0.041892,0.071934,0.082731,0.122909,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,15,Landkreis Rostock III,spd,0.329628,0.405112,0.295441,0.321776,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,15,Landkreis Rostock III,afd,0.223138,0.197356,0.220477,0.206375,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,15,Landkreis Rostock III,cdu,0.201274,0.145279,0.247517,0.220599,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,15,Landkreis Rostock III,linke,0.101152,0.08434,0.129637,0.110829,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,15,Landkreis Rostock III,gruene,0.045533,0.035011,0.032006,0.032639,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,15,Landkreis Rostock III,fdp,0.059889,0.055482,0.030138,0.025315,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,15,Landkreis Rostock III,others,0.039386,0.077419,0.044783,0.082465,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,16,Landkreis Rostock IV,spd,0.394221,0.442301,0.329412,0.353017,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,16,Landkreis Rostock IV,afd,0.194289,0.17601,0.213211,0.200364,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,16,Landkreis Rostock IV,cdu,0.167613,0.118344,0.254978,0.190845,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,16,Landkreis Rostock IV,linke,0.088359,0.081776,0.117038,0.110365,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,16,Landkreis Rostock IV,gruene,0.044247,0.045643,0.032667,0.038609,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,16,Landkreis Rostock IV,fdp,0.070485,0.055154,0.02905,0.026586,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,16,Landkreis Rostock IV,others,0.040786,0.080772,0.023644,0.080214,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,17,Ludwigslust-Parchim I,spd,0.514532,0.480893,0.416658,0.370479,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,17,Ludwigslust-Parchim I,afd,0.14806,0.143043,0.202575,0.175844,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,17,Ludwigslust-Parchim I,cdu,0.116168,0.11942,0.143871,0.161194,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,17,Ludwigslust-Parchim I,linke,0.086538,0.077601,0.11457,0.110426,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,17,Ludwigslust-Parchim I,gruene,0.040506,0.044989,0.025601,0.032936,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,17,Ludwigslust-Parchim I,fdp,0.052036,0.053934,0.083849,0.047585,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,17,Ludwigslust-Parchim I,others,0.04216,0.08012,0.012876,0.101536,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,18,Ludwigslust-Parchim II,spd,0.386827,0.435089,0.299808,0.349137,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,18,Ludwigslust-Parchim II,afd,0.164915,0.151794,0.191401,0.172608,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,18,Ludwigslust-Parchim II,cdu,0.18974,0.148055,0.266798,0.1986,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,18,Ludwigslust-Parchim II,linke,0.104877,0.091043,0.131899,0.120859,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,18,Ludwigslust-Parchim II,gruene,0.039096,0.036299,0.026727,0.030378,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,18,Ludwigslust-Parchim II,fdp,0.077306,0.062642,0.026445,0.028791,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,18,Ludwigslust-Parchim II,others,0.037239,0.075078,0.056923,0.099627,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,19,Ludwigslust-Parchim III,spd,0.333153,0.411881,0.286598,0.33616,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,19,Ludwigslust-Parchim III,afd,0.187912,0.178709,0.226724,0.20604,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,19,Ludwigslust-Parchim III,cdu,0.15401,0.131572,0.195839,0.170981,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,19,Ludwigslust-Parchim III,linke,0.133984,0.095039,0.149436,0.118615,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,19,Ludwigslust-Parchim III,gruene,0.032818,0.037431,0.030885,0.030894,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,19,Ludwigslust-Parchim III,fdp,0.066314,0.056709,0.042361,0.034464,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,19,Ludwigslust-Parchim III,others,0.091809,0.088658,0.068157,0.102846,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,20,Mecklenburgische Seenplatte III,spd,0.354934,0.414001,0.301503,0.31449,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,20,Mecklenburgische Seenplatte III,afd,0.189061,0.185317,0.231627,0.221614,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,20,Mecklenburgische Seenplatte III,cdu,0.201055,0.135419,0.211323,0.187854,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,20,Mecklenburgische Seenplatte III,linke,0.115401,0.093264,0.141372,0.133238,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,20,Mecklenburgische Seenplatte III,gruene,0.043563,0.045533,0.069123,0.05094,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,20,Mecklenburgische Seenplatte III,fdp,0.057828,0.055187,0.02795,0.026858,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,20,Mecklenburgische Seenplatte III,others,0.038158,0.071278,0.017102,0.065006,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,21,Mecklenburgische Seenplatte IV,spd,0.374869,0.413982,0.286173,0.280657,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,21,Mecklenburgische Seenplatte IV,afd,0.184061,0.17536,0.223801,0.215677,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,21,Mecklenburgische Seenplatte IV,cdu,0.147914,0.124251,0.264085,0.225633,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,21,Mecklenburgische Seenplatte IV,linke,0.120005,0.100861,0.150336,0.141615,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,21,Mecklenburgische Seenplatte IV,gruene,0.065238,0.056486,0.042863,0.045602,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,21,Mecklenburgische Seenplatte IV,fdp,0.056563,0.051196,0.032743,0.024671,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,21,Mecklenburgische Seenplatte IV,others,0.051349,0.077865,0.0,0.066145,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,22,Mecklenburgische Seenplatte V,spd,0.29437,0.374637,0.245865,0.262706,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,22,Mecklenburgische Seenplatte V,afd,0.240401,0.22362,0.259247,0.240743,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,22,Mecklenburgische Seenplatte V,cdu,0.183976,0.145496,0.265797,0.218546,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,22,Mecklenburgische Seenplatte V,linke,0.120721,0.089788,0.131932,0.119902,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,22,Mecklenburgische Seenplatte V,gruene,0.031024,0.03159,0.029732,0.032944,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,22,Mecklenburgische Seenplatte V,fdp,0.05501,0.050934,0.035527,0.025951,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,22,Mecklenburgische Seenplatte V,others,0.074498,0.083935,0.031899,0.099207,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,23,Vorpommern-Rügen I,spd,0.303745,0.403502,0.273483,0.303259,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,23,Vorpommern-Rügen I,afd,0.17835,0.170539,0.20487,0.20603,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,23,Vorpommern-Rügen I,cdu,0.243062,0.162031,0.273252,0.229911,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,23,Vorpommern-Rügen I,linke,0.112404,0.091631,0.120732,0.115947,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,23,Vorpommern-Rügen I,gruene,0.053858,0.046347,0.02934,0.036006,0,ltw11-21_meckpom_abs.csv
