state,election,election_l1,wkr,wkr_name,party,resp_E,resp_Z,res_l1_E,res_l1_Z,no_cand_l1,source
MV,2021,2016,23,Vorpommern-Rügen I,fdp,0.051803,0.052238,0.028647,0.027661,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,23,Vorpommern-Rügen I,others,0.056778,0.073713,0.069676,0.081186,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,24,Vorpommern-Rügen II - Stralsund III,spd,0.226832,0.336961,0.167562,0.235626,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,24,Vorpommern-Rügen II - Stralsund III,afd,0.226667,0.214723,0.214806,0.230676,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,24,Vorpommern-Rügen II - Stralsund III,cdu,0.331068,0.204496,0.428142,0.276621,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,24,Vorpommern-Rügen II - Stralsund III,linke,0.095084,0.08089,0.140583,0.114482,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,24,Vorpommern-Rügen II - Stralsund III,gruene,0.041322,0.038394,0.048907,0.036616,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,24,Vorpommern-Rügen II - Stralsund III,fdp,0.055023,0.050755,0.0,0.024749,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,24,Vorpommern-Rügen II - Stralsund III,others,0.024004,0.07378,0.0,0.081229,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,25,Vorpommern-Rügen III - Stralsund I,spd,0.313849,0.379611,0.236311,0.272923,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,25,Vorpommern-Rügen III - Stralsund I,afd,0.222999,0.206976,0.262354,0.247205,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,25,Vorpommern-Rügen III - Stralsund I,cdu,0.174961,0.141632,0.267195,0.210138,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,25,Vorpommern-Rügen III - Stralsund I,linke,0.103571,0.089278,0.148331,0.11857,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,25,Vorpommern-Rügen III - Stralsund I,gruene,0.048686,0.043275,0.041736,0.038267,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,25,Vorpommern-Rügen III - Stralsund I,fdp,0.060399,0.05404,0.044073,0.028203,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,25,Vorpommern-Rügen III - Stralsund I,others,0.075534,0.085187,0.0,0.084693,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,26,Stralsund II,spd,0.255447,0.335567,0.208982,0.2363,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,26,Stralsund II,afd,0.161733,0.157602,0.21903,0.217606,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,26,Stralsund II,cdu,0.16856,0.136149,0.22246,0.226037,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,26,Stralsund II,linke,0.112582,0.090333,0.123453,0.110697,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,26,Stralsund II,gruene,0.109924,0.099787,0.098885,0.084856,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,26,Stralsund II,fdp,0.090222,0.070126,0.03578,0.035372,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,26,Stralsund II,others,0.101532,0.110436,0.09141,0.089132,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,27,Nordwestmecklenburg I,spd,0.383054,0.426119,0.38493,0.361524,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,27,Nordwestmecklenburg I,afd,0.152494,0.138919,0.188725,0.179732,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,27,Nordwestmecklenburg I,cdu,0.169617,0.134252,0.18552,0.181571,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,27,Nordwestmecklenburg I,linke,0.152035,0.10104,0.152174,0.125313,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,27,Nordwestmecklenburg I,gruene,0.061248,0.072555,0.041341,0.052728,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,27,Nordwestmecklenburg I,fdp,0.050821,0.055598,0.022734,0.027283,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,27,Nordwestmecklenburg I,others,0.030731,0.071518,0.024576,0.071849,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,28,Nordwestmecklenburg II,spd,0.346824,0.41559,0.319165,0.343985,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,28,Nordwestmecklenburg II,afd,0.183181,0.169323,0.230938,0.200776,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,28,Nordwestmecklenburg II,cdu,0.164742,0.132478,0.204508,0.180935,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,28,Nordwestmecklenburg II,linke,0.112569,0.097377,0.138211,0.119217,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,28,Nordwestmecklenburg II,gruene,0.061288,0.053967,0.040881,0.040965,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,28,Nordwestmecklenburg II,fdp,0.062268,0.056628,0.035636,0.031888,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,28,Nordwestmecklenburg II,others,0.069127,0.074637,0.030661,0.082234,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,29,Vorpommern-Greifswald II,spd,0.281599,0.356016,0.183663,0.226704,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,29,Vorpommern-Greifswald II,afd,0.236167,0.213107,0.316022,0.276382,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,29,Vorpommern-Greifswald II,cdu,0.201288,0.167768,0.230108,0.194375,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,29,Vorpommern-Greifswald II,linke,0.085608,0.073117,0.163996,0.117331,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,29,Vorpommern-Greifswald II,gruene,0.040706,0.039945,0.040279,0.033804,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,29,Vorpommern-Greifswald II,fdp,0.094369,0.061762,0.065932,0.035727,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,29,Vorpommern-Greifswald II,others,0.060264,0.088284,0.0,0.115677,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,30,Vorpommern-Greifswald III,spd,0.278847,0.347491,0.177677,0.187843,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,30,Vorpommern-Greifswald III,afd,0.255107,0.237392,0.353098,0.323923,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,30,Vorpommern-Greifswald III,cdu,0.230993,0.154903,0.189885,0.177831,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,30,Vorpommern-Greifswald III,linke,0.078997,0.074094,0.179421,0.13591,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,30,Vorpommern-Greifswald III,gruene,0.039264,0.038151,0.027664,0.033271,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,30,Vorpommern-Greifswald III,fdp,0.056663,0.055314,0.034161,0.033169,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,30,Vorpommern-Greifswald III,others,0.06013,0.092656,0.038093,0.108054,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,31,Ludwigslust-Parchim IV,spd,0.35134,0.407925,0.283198,0.320385,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,31,Ludwigslust-Parchim IV,afd,0.196252,0.185038,0.215609,0.200381,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,31,Ludwigslust-Parchim IV,cdu,0.19296,0.141704,0.249143,0.19748,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,31,Ludwigslust-Parchim IV,linke,0.107187,0.095087,0.143638,0.128362,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,31,Ludwigslust-Parchim IV,gruene,0.033109,0.034489,0.028632,0.031527,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,31,Ludwigslust-Parchim IV,fdp,0.050186,0.051483,0.025942,0.029882,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,31,Ludwigslust-Parchim IV,others,0.068967,0.084273,0.053837,0.091984,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,32,Ludwigslust-Parchim V,spd,0.346471,0.408734,0.315914,0.339882,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,32,Ludwigslust-Parchim V,afd,0.173985,0.164872,0.187144,0.18536,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,32,Ludwigslust-Parchim V,cdu,0.161846,0.136257,0.233618,0.188469,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,32,Ludwigslust-Parchim V,linke,0.117975,0.103804,0.114125,0.116223,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,32,Ludwigslust-Parchim V,gruene,0.059119,0.047207,0.038818,0.039169,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,32,Ludwigslust-Parchim V,fdp,0.062341,0.059876,0.029956,0.029387,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,32,Ludwigslust-Parchim V,others,0.078263,0.07925,0.080424,0.101509,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,33,Vorpommern-Rügen IV,spd,0.273668,0.371344,0.176992,0.250084,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,33,Vorpommern-Rügen IV,afd,0.207971,0.196934,0.227639,0.242793,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,33,Vorpommern-Rügen IV,cdu,0.249719,0.148113,0.258447,0.200864,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,33,Vorpommern-Rügen IV,linke,0.113299,0.102712,0.133455,0.137533,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,33,Vorpommern-Rügen IV,gruene,0.047898,0.046462,0.034803,0.040173,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,33,Vorpommern-Rügen IV,fdp,0.051505,0.052358,0.027558,0.031936,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,33,Vorpommern-Rügen IV,others,0.05594,0.082075,0.141106,0.096617,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,34,Vorpommern-Rügen V,spd,0.31043,0.381852,0.223714,0.253278,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,34,Vorpommern-Rügen V,afd,0.197498,0.178309,0.248996,0.24897,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,34,Vorpommern-Rügen V,cdu,0.216697,0.148349,0.278858,0.211013,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,34,Vorpommern-Rügen V,linke,0.107755,0.100564,0.150063,0.133038,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,34,Vorpommern-Rügen V,gruene,0.058678,0.049611,0.044417,0.04189,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,34,Vorpommern-Rügen V,fdp,0.059271,0.060617,0.053952,0.042452,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,34,Vorpommern-Rügen V,others,0.049671,0.080698,0.0,0.069359,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,35,Vorpommern-Greifswald IV,spd,0.368089,0.389716,0.310402,0.262978,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,35,Vorpommern-Greifswald IV,afd,0.279658,0.237023,0.292907,0.244909,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,35,Vorpommern-Greifswald IV,cdu,0.152264,0.133207,0.184913,0.173278,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,35,Vorpommern-Greifswald IV,linke,0.081465,0.075616,0.110841,0.128664,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,35,Vorpommern-Greifswald IV,gruene,0.023182,0.020839,0.01874,0.018952,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,35,Vorpommern-Greifswald IV,fdp,0.048269,0.043627,0.026272,0.024191,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,35,Vorpommern-Greifswald IV,others,0.047072,0.099973,0.055925,0.147028,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,36,Vorpommern-Greifswald V,spd,0.305605,0.38282,0.240836,0.253161,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,36,Vorpommern-Greifswald V,afd,0.268119,0.232705,0.286129,0.263786,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,36,Vorpommern-Greifswald V,cdu,0.235452,0.166302,0.262131,0.185439,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,36,Vorpommern-Greifswald V,linke,0.091991,0.075323,0.171809,0.132317,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,36,Vorpommern-Greifswald V,gruene,0.026003,0.02174,0.039095,0.023465,0,ltw11-21_meckpom_abs.csv
MV,2021,2016,36,Vorpommern-Greifswald V,fdp,0.046888,0.039582,0.0,0.02151,1,ltw11-21_meckpom_abs.csv
MV,2021,2016,36,Vorpommern-Greifswald V,others,0.025943,0.081527,0.0,0.120323,1,ltw11-21_meckpom_abs.csv
ST,2021,2016,1,Salzwedel,spd,0.09687,0.086735,0.156,0.13,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,1,Salzwedel,afd,0.176698,0.183097,0.22,0.219,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,1,Salzwedel,cdu,0.363546,0.362182,0.336,0.312,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,1,Salzwedel,linke,0.149365,0.129253,0.174,0.173,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,1,Salzwedel,gruene,0.045791,0.058846,0.057,0.064,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,1,Salzwedel,fdp,0.051834,0.055778,0.002,0.037,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,1,Salzwedel,others,0.115895,0.124109,0.055,0.002,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,2,Gardelegen-Klötze,spd,0.139332,0.102801,0.191,0.136,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,2,Gardelegen-Klötze,afd,0.198201,0.189627,0.24,0.219,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,2,Gardelegen-Klötze,cdu,0.363437,0.387836,0.305,0.324,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,2,Gardelegen-Klötze,linke,0.125098,0.108931,0.159,0.155,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,2,Gardelegen-Klötze,gruene,0.042257,0.040979,0.054,0.045,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,2,Gardelegen-Klötze,fdp,0.048909,0.060262,0.052,0.045,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,2,Gardelegen-Klötze,others,0.082767,0.109563,0.0,0.076,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,3,Havelberg-Osterburg,spd,0.068543,0.072448,0.164,0.108,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,3,Havelberg-Osterburg,afd,0.210862,0.210321,0.0,0.242,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,3,Havelberg-Osterburg,cdu,0.266504,0.326982,0.401,0.332,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,3,Havelberg-Osterburg,linke,0.113993,0.105505,0.273,0.181,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,3,Havelberg-Osterburg,gruene,0.033835,0.041734,0.062,0.038,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,3,Havelberg-Osterburg,fdp,0.045037,0.049309,0.101,0.039,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,3,Havelberg-Osterburg,others,0.261225,0.193701,0.0,0.06,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,4,Stendal,spd,0.11838,0.08976,0.204,0.118,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,4,Stendal,afd,0.223094,0.218515,0.0,0.25,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,4,Stendal,cdu,0.296782,0.337994,0.324,0.308,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,4,Stendal,linke,0.108915,0.101897,0.266,0.164,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,4,Stendal,gruene,0.04654,0.051179,0.062,0.043,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,4,Stendal,fdp,0.070871,0.056163,0.145,0.049,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,4,Stendal,others,0.135417,0.144492,0.0,0.068,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,5,Genthin,spd,0.11569,0.084526,0.136,0.111,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,5,Genthin,afd,0.266334,0.244163,0.274,0.252,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,5,Genthin,cdu,0.312534,0.385388,0.305,0.316,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,5,Genthin,linke,0.103227,0.09574,0.186,0.162,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,5,Genthin,gruene,0.035248,0.035442,0.033,0.036,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,5,Genthin,fdp,0.048215,0.048916,0.044,0.041,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,5,Genthin,others,0.118753,0.105825,0.022,0.002,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,6,Burg,spd,0.123622,0.090468,0.118,0.099,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,6,Burg,afd,0.206,0.203843,0.228,0.215,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,6,Burg,cdu,0.384615,0.39806,0.288,0.306,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,6,Burg,linke,0.110659,0.104645,0.185,0.159,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,6,Burg,gruene,0.045541,0.046857,0.032,0.041,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,6,Burg,fdp,0.069862,0.061817,0.051,0.051,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,6,Burg,others,0.0597,0.094311,0.098,0.004,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,7,Haldensleben,spd,0.115779,0.09227,0.161,0.12,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,7,Haldensleben,afd,0.236246,0.21758,0.199,0.232,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,7,Haldensleben,cdu,0.370157,0.38379,0.346,0.337,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,7,Haldensleben,linke,0.115735,0.10424,0.187,0.151,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,7,Haldensleben,gruene,0.042765,0.042447,0.044,0.038,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,7,Haldensleben,fdp,0.055325,0.059894,0.063,0.038,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,7,Haldensleben,others,0.063993,0.099779,0.0,0.084,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,8,Wolmirstedt,spd,0.082344,0.076657,0.094,0.093,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,8,Wolmirstedt,afd,0.20637,0.223269,0.252,0.239,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,8,Wolmirstedt,cdu,0.403927,0.365958,0.373,0.339,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,8,Wolmirstedt,linke,0.110451,0.104886,0.154,0.146,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,8,Wolmirstedt,gruene,0.038992,0.044289,0.037,0.041,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,8,Wolmirstedt,fdp,0.058287,0.07326,0.043,0.046,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,8,Wolmirstedt,others,0.099629,0.111681,0.047,0.096,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,9,Oschersleben-Wanzleben,spd,0.137881,0.093862,0.216,0.118,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,9,Oschersleben-Wanzleben,afd,0.245235,0.232977,0.139,0.251,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,9,Oschersleben-Wanzleben,cdu,0.327698,0.37459,0.328,0.316,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,9,Oschersleben-Wanzleben,linke,0.097022,0.093784,0.175,0.145,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,9,Oschersleben-Wanzleben,gruene,0.033306,0.033422,0.051,0.034,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,9,Oschersleben-Wanzleben,fdp,0.093734,0.067781,0.091,0.052,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,9,Oschersleben-Wanzleben,others,0.065125,0.103584,0.0,0.084,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,10,Magdeburg I,spd,0.120489,0.096078,0.146,0.118,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,10,Magdeburg I,afd,0.198886,0.187414,0.239,0.216,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,10,Magdeburg I,cdu,0.292221,0.31125,0.237,0.265,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,10,Magdeburg I,linke,0.143455,0.129741,0.2,0.182,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,10,Magdeburg I,gruene,0.071318,0.083578,0.049,0.059,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,10,Magdeburg I,fdp,0.066655,0.059957,0.048,0.042,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,10,Magdeburg I,others,0.106976,0.131983,0.081,0.118,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,11,Magdeburg II,spd,0.128643,0.100676,0.167,0.129,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,11,Magdeburg II,afd,0.112328,0.110068,0.142,0.133,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,11,Magdeburg II,cdu,0.281245,0.30548,0.269,0.301,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,11,Magdeburg II,linke,0.140769,0.134527,0.181,0.176,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,11,Magdeburg II,gruene,0.1589,0.154598,0.129,0.117,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,11,Magdeburg II,fdp,0.071703,0.073174,0.046,0.055,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,11,Magdeburg II,others,0.106412,0.121478,0.066,0.089,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,12,Magdeburg III,spd,0.107973,0.094222,0.146,0.117,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,12,Magdeburg III,afd,0.16482,0.155832,0.209,0.187,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,12,Magdeburg III,cdu,0.326454,0.354219,0.301,0.309,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,12,Magdeburg III,linke,0.12557,0.114506,0.19,0.167,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,12,Magdeburg III,gruene,0.116156,0.087859,0.057,0.067,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,12,Magdeburg III,fdp,0.072742,0.067033,0.039,0.044,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,12,Magdeburg III,others,0.086284,0.126329,0.058,0.109,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,13,Magdeburg IV,spd,0.101943,0.090852,0.132,0.112,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,13,Magdeburg IV,afd,0.174706,0.165451,0.209,0.194,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,13,Magdeburg IV,cdu,0.331551,0.344294,0.279,0.303,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,13,Magdeburg IV,linke,0.125432,0.124143,0.197,0.171,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,13,Magdeburg IV,gruene,0.09883,0.092015,0.066,0.073,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,13,Magdeburg IV,fdp,0.064681,0.068469,0.046,0.048,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,13,Magdeburg IV,others,0.102855,0.114775,0.024,0.002,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,14,Halberstadt,spd,0.083643,0.082817,0.14,0.107,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,14,Halberstadt,afd,0.212919,0.209145,0.246,0.228,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,14,Halberstadt,cdu,0.303518,0.374823,0.359,0.33,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,14,Halberstadt,linke,0.222842,0.130577,0.174,0.165,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,14,Halberstadt,gruene,0.033227,0.046964,0.04,0.047,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,14,Halberstadt,fdp,0.069511,0.061261,0.04,0.041,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,14,Halberstadt,others,0.07434,0.094414,0.001,0.082,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,15,Blankenburg,spd,0.179654,0.120122,0.242,0.121,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,15,Blankenburg,afd,0.201585,0.187739,0.0,0.254,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,15,Blankenburg,cdu,0.33607,0.388635,0.424,0.326,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,15,Blankenburg,linke,0.10994,0.0989,0.257,0.144,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,15,Blankenburg,gruene,0.050192,0.046965,0.077,0.043,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,15,Blankenburg,fdp,0.063669,0.060244,0.0,0.035,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,15,Blankenburg,others,0.058891,0.097393,0.0,0.077,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,16,Wernigerode,spd,0.243633,0.125019,0.21,0.121,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,16,Wernigerode,afd,0.183911,0.177295,0.0,0.241,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,16,Wernigerode,cdu,0.303978,0.389894,0.399,0.319,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,16,Wernigerode,linke,0.10708,0.099697,0.284,0.154,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,16,Wernigerode,gruene,0.037599,0.056936,0.108,0.055,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,16,Wernigerode,fdp,0.062677,0.060743,0.0,0.038,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,16,Wernigerode,others,0.061122,0.090415,0.0,0.072,1,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,17,Quedlinburg,spd,0.106035,0.088432,0.125,0.103,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,17,Quedlinburg,afd,0.208974,0.196795,0.265,0.235,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,17,Quedlinburg,cdu,0.334508,0.380303,0.341,0.33,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,17,Quedlinburg,linke,0.12411,0.107724,0.157,0.154,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,17,Quedlinburg,gruene,0.065578,0.056562,0.053,0.051,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,17,Quedlinburg,fdp,0.086927,0.069637,0.045,0.046,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,17,Quedlinburg,others,0.073868,0.100547,0.014,0.003,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,18,Aschersleben,spd,0.093092,0.08262,0.153,0.103,0,stala lt21 ergtab vergleich 2016 %
ST,2021,2016,18,Aschersleben,afd,0.227075,0.222094,0.0,0.259,1,stala lt21 ergtab vergleich 2016 %
