state,party,name,norm_name,match_how,aw_name,aw_party,aw_politician_id,aw_url,mandate_won,seat_label,chamber,source
MV,afd,Thore Stein,thore stein,exact,Thore Stein,afd,176919,https://www.abgeordnetenwatch.de/profile/thore-stein,list,31 - Ludwigslust-Parchim IV (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Ann Christin von allwörden,ann christin von allwoerden,exact,Ann Christin von Allwörden,cdu,123516,https://www.abgeordnetenwatch.de/profile/ann-christin-von-allwoerden,list,26 - Stralsund II (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Christian Geier,christian geier,exact,Christian Geier,cdu,176927,https://www.abgeordnetenwatch.de/profile/christian-geier,moved_up,19 - Ludwigslust-Parchim III (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Daniel Peters,daniel peters,exact,Daniel Peters,cdu,123506,https://www.abgeordnetenwatch.de/profile/daniel-peters,list,7 - Hansestadt Rostock IV (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Franz-Robert Liskow,franz-robert liskow,exact,Franz-Robert Liskow,cdu,123510,https://www.abgeordnetenwatch.de/profile/franz-robert-liskow,list,13 - Mecklenburgische Seenplatte I - Vorpommern- Greifswald I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Harry Glawe,harry glawe,exact,Harry Glawe,cdu,122322,https://www.abgeordnetenwatch.de/profile/harry-glawe,constituency,24 - Vorpommern-Rügen II - Stralsund III (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Katy Hoffmeister,katy hoffmeister,exact,Katy Hoffmeister,cdu,176931,https://www.abgeordnetenwatch.de/profile/katy-hoffmeister,list,11 - Landkreis Rostock I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Marc Reinhardt,marc reinhardt,exact,Marc Reinhardt,cdu,122373,https://www.abgeordnetenwatch.de/profile/marc-reinhardt,list,14 - Mecklenburgische Seenplatte II (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Sabine Enseleit,sabine enseleit,exact,Sabine Enseleit,cdu,176947,https://www.abgeordnetenwatch.de/profile/sabine-enseleit,list,27 - Nordwestmecklenburg I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Torsten Renz,torsten renz,exact,Torsten Renz,cdu,122437,https://www.abgeordnetenwatch.de/profile/torsten-renz,list,15 - Landkreis Rostock III (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,cdu,Wolfgang Waldmüller,wolfgang waldmueller,exact,Wolfgang Waldmüller,cdu,122451,https://www.abgeordnetenwatch.de/profile/wolfgang-waldmueller,list,31 - Ludwigslust-Parchim IV (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,fdp,Noah Böhringer,noah boehringer,exact,Noah Böhringer,fdp,176945,https://www.abgeordnetenwatch.de/profile/noah-boehringer,moved_up,6 - Hansestadt Rostock III (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,gruene,Jutta Wegner,jutta wegner,exact,Jutta Wegner,gruene,123483,https://www.abgeordnetenwatch.de/profile/jutta-wegner,list,2 - Neubrandenburg I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,linke,Christian Albrecht,christian albrecht,exact,Christian Albrecht,linke,177000,https://www.abgeordnetenwatch.de/profile/christian-albrecht-0,list,5 - Hansestadt Rostock II (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,linke,Dirk Bruhn,dirk bruhn,exact,Dirk Bruhn,linke,177002,https://www.abgeordnetenwatch.de/profile/dirk-bruhn,moved_up,13 - Mecklenburgische Seenplatte I - Vorpommern- Greifswald I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,linke,Dr. Daniel Trepsdorf,daniel trepsdorf,exact,Daniel Trepsdorf,linke,177014,https://www.abgeordnetenwatch.de/profile/daniel-trepsdorf,moved_up,8 - Schwerin I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,linke,Jeannine Rösler,jeannine roesler,exact,Jeannine Rösler,linke,123442,https://www.abgeordnetenwatch.de/profile/jeannine-roesler,list,29 - Vorpommern-Greifswald II (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,linke,Michael Noetzel,michael noetzel,exact,Michael Noetzel,linke,177012,https://www.abgeordnetenwatch.de/profile/michael-noetzel,list,11 - Landkreis Rostock I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,linke,Steffi Pulz-Debler,steffi pulz-debler,exact,Steffi Pulz-Debler,linke,177013,https://www.abgeordnetenwatch.de/profile/steffi-pulz-debler,moved_up,31 - Ludwigslust-Parchim IV (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,linke,Torsten Koplin,torsten koplin,exact,Torsten Koplin,linke,119412,https://www.abgeordnetenwatch.de/profile/torsten-koplin,list,2 - Neubrandenburg I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Beatrix Hegenkötter,beatrix hegenkoetter,exact,Beatrix Hegenkötter,spd,177017,https://www.abgeordnetenwatch.de/profile/beatrix-hegenkoetter,constituency,26 - Stralsund II (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Bettina Martin,bettina martin,exact,Bettina Martin,spd,177020,https://www.abgeordnetenwatch.de/profile/bettina-martin,constituency,36 - Vorpommern-Greifswald V (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Birgit Hesse,birgit hesse,exact,Birgit Hesse,spd,123433,https://www.abgeordnetenwatch.de/profile/birgit-hesse,constituency,27 - Nordwestmecklenburg I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Christian Brade,christian brade,exact,Christian Brade,spd,122502,https://www.abgeordnetenwatch.de/profile/christian-brade,constituency,31 - Ludwigslust-Parchim IV (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Christian Pegel,christian pegel,exact,Christian Pegel,spd,123423,https://www.abgeordnetenwatch.de/profile/christian-pegel,constituency,1 - Greifswald (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Christian Winter,christian winter,exact,Christian Winter,spd,177026,https://www.abgeordnetenwatch.de/profile/christian-winter,constituency,19 - Ludwigslust-Parchim III (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Christine Klingohr,christine klingohr,exact,Christine Klingohr,spd,177018,https://www.abgeordnetenwatch.de/profile/christine-klingohr,constituency,32 - Ludwigslust-Parchim V (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Dirk Stamer,dirk stamer,exact,Dirk Stamer,spd,123424,https://www.abgeordnetenwatch.de/profile/dirk-stamer,constituency,12 - Landkreis Rostock II (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Dr. Anna-Konstanze Schröder,anna-konstanze schroeder,exact,Anna-Konstanze Schröder,spd,177025,https://www.abgeordnetenwatch.de/profile/anna-konstanze-schroeder,moved_up,13 - Mecklenburgische Seenplatte I - Vorpommern- Greifswald I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Dr. Monique Wölk,monique woelk,exact,Monique Wölk,spd,179137,https://www.abgeordnetenwatch.de/profile/monique-woelk,moved_up,Landesliste SPD (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Dr. Sylva Rahm-Präger,sylva rahm-praeger,exact,Sylva Rahm-Präger,spd,177023,https://www.abgeordnetenwatch.de/profile/sylva-rahm-praeger,constituency,34 - Vorpommern-Rügen V (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Dr. Till Backhaus,till backhaus,exact,Till Backhaus,spd,122284,https://www.abgeordnetenwatch.de/profile/till-backhaus,constituency,17 - Ludwigslust-Parchim I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Falko Beitz,falko beitz,exact,Falko Beitz,spd,123434,https://www.abgeordnetenwatch.de/profile/falko-beitz,constituency,30 - Vorpommern-Greifswald III (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Grit Schmelzer,grit schmelzer,exact,Grit Schmelzer,spd,184321,https://www.abgeordnetenwatch.de/profile/grit-schmelzer,moved_up,Landesliste SPD (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Heiko Miraß,heiko mirass,exact,Heiko Miraß,spd,146778,https://www.abgeordnetenwatch.de/profile/heiko-mirass,constituency,33 - Vorpommern-Rügen IV (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Julian Barlen,julian barlen,exact,Julian Barlen,spd,169552,https://www.abgeordnetenwatch.de/profile/julian-barlen,constituency,6 - Hansestadt Rostock III (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Mandy Pfeifer,mandy pfeifer,exact,Mandy Pfeifer,spd,177022,https://www.abgeordnetenwatch.de/profile/mandy-pfeifer,constituency,9 - Schwerin II (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Manuela Schwesig,manuela schwesig,exact,Manuela Schwesig,spd,122576,https://www.abgeordnetenwatch.de/profile/manuela-schwesig,constituency,8 - Schwerin I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Marcel Falk,marcel falk,exact,Marcel Falk,spd,123451,https://www.abgeordnetenwatch.de/profile/marcel-falk,constituency,29 - Vorpommern-Greifswald II (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Michel-Friedrich Schiefler,michel-friedrich schiefler,exact,Michel-Friedrich Schiefler,spd,177024,https://www.abgeordnetenwatch.de/profile/michel-friedrich-schiefler,constituency,23 - Vorpommern-Rügen I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Nadine Julitz,nadine julitz,exact,Nadine Julitz,spd,123430,https://www.abgeordnetenwatch.de/profile/nadine-julitz,constituency,20 - Mecklenburgische Seenplatte III (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Patrick Dahlemann,patrick dahlemann,exact,Patrick Dahlemann,spd,122595,https://www.abgeordnetenwatch.de/profile/patrick-dahlemann,constituency,35 - Vorpommern-Greifswald IV (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Philipp da Cunha,philipp da cunha,exact,Philipp da Cunha,spd,123426,https://www.abgeordnetenwatch.de/profile/philipp-da-cunha,constituency,16 - Landkreis Rostock IV (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Ralf Mucha,ralf mucha,exact,Ralf Mucha,spd,122598,https://www.abgeordnetenwatch.de/profile/ralf-mucha,constituency,4 - Hansestadt Rostock I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Stefanie Drese,stefanie drese,exact,Stefanie Drese,spd,122612,https://www.abgeordnetenwatch.de/profile/stefanie-drese,constituency,11 - Landkreis Rostock I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Thomas Krüger,thomas krueger,exact,Thomas Krüger,spd,122621,https://www.abgeordnetenwatch.de/profile/thomas-krueger,constituency,14 - Mecklenburgische Seenplatte II (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Thomas Würdisch,thomas wuerdisch,exact,Thomas Würdisch,spd,123432,https://www.abgeordnetenwatch.de/profile/thomas-wuerdisch,constituency,25 - Vorpommern-Rügen III - Stralsund I (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
MV,spd,Tilo Gundlack,tilo gundlack,exact,Tilo Gundlack,spd,122622,https://www.abgeordnetenwatch.de/profile/tilo-gundlack,constituency,10 - Wismar (Mecklenburg-Vorpommern 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Christian Mertens,christian mertens,exact,Christian Mertens,afd,175009,https://www.abgeordnetenwatch.de/profile/christian-mertens,moved_up,,MdL,abgeordnetenwatch
ST,afd,Christian Ulrich Hecht,christian ulrich hecht,first_last,Christian Hecht,afd,175011,https://www.abgeordnetenwatch.de/profile/christian-hecht,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Daniel Rausch,daniel rausch,exact,Daniel Rausch,afd,152785,https://www.abgeordnetenwatch.de/profile/daniel-rausch,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Daniel Roi,daniel roi,exact,Daniel Roi,afd,121039,https://www.abgeordnetenwatch.de/profile/daniel-roi,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Daniel Wald,daniel wald,exact,Daniel Wald,afd,155492,https://www.abgeordnetenwatch.de/profile/daniel-wald,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Dr. Hans-Thomas Tillschneider,hans-thomas tillschneider,exact,Hans-Thomas Tillschneider,afd,152773,https://www.abgeordnetenwatch.de/profile/hans-thomas-tillschneider,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Dr. Jan Moldenhauer,jan moldenhauer,exact,Jan Moldenhauer,afd,175010,https://www.abgeordnetenwatch.de/profile/jan-moldenhauer,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Felix Zietmann,felix zietmann,exact,Felix Zietmann,afd,175007,https://www.abgeordnetenwatch.de/profile/felix-zietmann,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Florian Schröder,florian schroeder,exact,Florian Schröder,afd,175020,https://www.abgeordnetenwatch.de/profile/florian-schroeder,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Frank Otto Lizureck,frank otto lizureck,exact,Frank Otto Lizureck,afd,177205,https://www.abgeordnetenwatch.de/profile/frank-otto-lizureck,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Gordon Köhler,gordon koehler,exact,Gordon Köhler,afd,175016,https://www.abgeordnetenwatch.de/profile/gordon-koehler,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Hagen Kohl,hagen kohl,exact,Hagen Kohl,afd,152752,https://www.abgeordnetenwatch.de/profile/hagen-kohl,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Jan Scharfenort,jan scharfenort,exact,Jan Scharfenort,afd,175005,https://www.abgeordnetenwatch.de/profile/jan-scharfenort,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Lothar Waehler,lothar waehler,exact,Lothar Waehler,afd,175026,https://www.abgeordnetenwatch.de/profile/lothar-waehler,constituency,41 - Zeitz (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Margret Wendt,margret wendt,exact,Margret Wendt,afd,175019,https://www.abgeordnetenwatch.de/profile/margret-wendt,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Matthias Büttner,matthias buettner,exact,Matthias Büttner,afd,152792,https://www.abgeordnetenwatch.de/profile/matthias-buettner-0,list,,MdL,abgeordnetenwatch
ST,afd,Matthias Lieschke,matthias lieschke,exact_cross_party,Matthias Lieschke,,152765,https://www.abgeordnetenwatch.de/profile/matthias-lieschke,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Nadine Koppehel,nadine koppehel,exact,Nadine Koppehel,afd,175018,https://www.abgeordnetenwatch.de/profile/nadine-koppehel,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Oliver Kirchner,oliver kirchner,exact,Oliver Kirchner,afd,152751,https://www.abgeordnetenwatch.de/profile/oliver-kirchner,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Tobias Rausch,tobias rausch,exact,Tobias Rausch,afd,152760,https://www.abgeordnetenwatch.de/profile/tobias-rausch,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,afd,Ulrich Siegmund,ulrich siegmund,exact,Ulrich Siegmund,afd,152749,https://www.abgeordnetenwatch.de/profile/ulrich-siegmund,list,Landesliste AfD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Alexander Räuscher,alexander raeuscher,exact,Alexander Räuscher,cdu,175203,https://www.abgeordnetenwatch.de/profile/alexander-raeuscher,constituency,15 - Blankenburg (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Andreas Schumann,andreas schumann,exact,Andreas Schumann,cdu,118110,https://www.abgeordnetenwatch.de/profile/andreas-schumann,constituency,13 - Magdeburg IV (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Carsten Borchert,carsten borchert,exact,Carsten Borchert,cdu,152746,https://www.abgeordnetenwatch.de/profile/carsten-borchert,constituency,1 - Salzwedel (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Chris Schulenburg,chris schulenburg,exact,Chris Schulenburg,cdu,152748,https://www.abgeordnetenwatch.de/profile/chris-schulenburg,constituency,3 - Havelberg-Osterburg (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Christian Albrecht,christian albrecht,exact,Christian Albrecht,cdu,175224,https://www.abgeordnetenwatch.de/profile/christian-albrecht,constituency,35 - Halle I (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Daniel Sturm,daniel sturm,exact,Daniel Sturm,cdu,124093,https://www.abgeordnetenwatch.de/profile/daniel-sturm,constituency,40 - Naumburg (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Detlef Gürth,detlef guerth,exact,Detlef Gürth,cdu,124096,https://www.abgeordnetenwatch.de/profile/detlef-guerth,constituency,18 - Aschersleben (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Dr. Anja Schneider,anja schneider,exact,Anja Schneider,cdu,175207,https://www.abgeordnetenwatch.de/profile/anja-schneider,constituency,26 - Dessau-Roßlau (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Elke Simon-Kuch,elke simon-kuch,exact,Elke Simon-Kuch,cdu,175212,https://www.abgeordnetenwatch.de/profile/elke-simon-kuch,constituency,39 - Weißenfels (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Eva Feußner,eva feussner,exact,Eva Feußner,cdu,124130,https://www.abgeordnetenwatch.de/profile/eva-feussner,constituency,32 - Querfurt (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Frank Bommersbach,frank bommersbach,exact,Frank Bommersbach,cdu,124134,https://www.abgeordnetenwatch.de/profile/frank-bommersbach,constituency,34 - Bad Dürrenberg-Saalekreis (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Guido Heuer,guido heuer,exact,Guido Heuer,cdu,152761,https://www.abgeordnetenwatch.de/profile/guido-heuer,constituency,9 - Oschersleben-Wanzleben (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Karin Tschernich-Weiske,karin tschernich-weiske,exact,Karin Tschernich-Weiske,cdu,175213,https://www.abgeordnetenwatch.de/profile/karin-tschernich-weiske,constituency,27 - Dessau-Roßlau-Wittenberg (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Kerstin Godenrath,kerstin godenrath,exact,Kerstin Godenrath,cdu,165100,https://www.abgeordnetenwatch.de/profile/kerstin-godenrath,constituency,37 - Halle III (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Lars-Jörn Zimmer,lars-joern zimmer,exact,Lars-Jörn Zimmer,cdu,124230,https://www.abgeordnetenwatch.de/profile/lars-joern-zimmer,constituency,28 - Bitterfeld-Wolfen (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Marco Tullner,marco tullner,exact,Marco Tullner,cdu,124241,https://www.abgeordnetenwatch.de/profile/marco-tullner,constituency,36 - Halle II (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Markus Kurze,markus kurze,exact,Markus Kurze,cdu,124245,https://www.abgeordnetenwatch.de/profile/markus-kurze,constituency,6 - Burg (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Matthias Redlich,matthias redlich,exact,Matthias Redlich,cdu,175210,https://www.abgeordnetenwatch.de/profile/matthias-redlich,constituency,31 - Sangerhausen (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Michael Scheffler,michael scheffler,exact,Michael Scheffler,cdu,175208,https://www.abgeordnetenwatch.de/profile/michael-scheffler-0,constituency,29 - Saalekreis (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Olaf Feuerborn,olaf feuerborn,exact,Olaf Feuerborn,cdu,175206,https://www.abgeordnetenwatch.de/profile/olaf-feuerborn,constituency,22 - Köthen (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,René Barthel,rene barthel,exact,René Barthel,cdu,175209,https://www.abgeordnetenwatch.de/profile/rene-barthel,constituency,30 - Eisleben (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Sandra Hietel-Heuer,sandra hietel-heuer,exact,Sandra Hietel-Heuer,cdu,175197,https://www.abgeordnetenwatch.de/profile/sandra-hietel-heuer,constituency,2 - Gardelegen-Klötze (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Stefan Ruland,stefan ruland,exact,Stefan Ruland,cdu,175205,https://www.abgeordnetenwatch.de/profile/stefan-ruland,constituency,21 - Bernburg (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Sven Rosomkiewicz,sven rosomkiewicz,exact,Sven Rosomkiewicz,cdu,175204,https://www.abgeordnetenwatch.de/profile/sven-rosomkiewicz,constituency,19 - Staßfurt (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Thomas Staudt,thomas staudt,exact,Thomas Staudt,cdu,175198,https://www.abgeordnetenwatch.de/profile/thomas-staudt,constituency,5 - Genthin (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Tim Teßmann,tim tessmann,exact,Tim Teßmann,cdu,175199,https://www.abgeordnetenwatch.de/profile/tim-tessmann,constituency,7 - Haldensleben (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Tobias Krull,tobias krull,exact,Tobias Krull,cdu,152753,https://www.abgeordnetenwatch.de/profile/tobias-krull,constituency,11 - Magdeburg II (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,cdu,Ulrich Thomas,ulrich thomas,exact,Ulrich Thomas,cdu,124331,https://www.abgeordnetenwatch.de/profile/ulrich-thomas,constituency,17 - Quedlinburg (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,fdp,Andreas Silbersack,andreas silbersack,exact,Andreas Silbersack,fdp,146315,https://www.abgeordnetenwatch.de/profile/andreas-silbersack,list,Landesliste FDP (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,fdp,Dr. Lydia Maria Hüskens,lydia maria hueskens,first_last,Lydia Hüskens,fdp,124235,https://www.abgeordnetenwatch.de/profile/lydia-hueskens,list,Landesliste FDP (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,fdp,Guido Lars Kosmehl,guido lars kosmehl,first_last,Guido Kosmehl,fdp,124160,https://www.abgeordnetenwatch.de/profile/guido-kosmehl,list,Landesliste FDP (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,fdp,Jörg Bernstein,joerg bernstein,exact,Jörg Bernstein,fdp,175046,https://www.abgeordnetenwatch.de/profile/joerg-bernstein,list,Landesliste FDP (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,fdp,Kathrin Tarricone,kathrin tarricone,exact,Kathrin Tarricone,fdp,175049,https://www.abgeordnetenwatch.de/profile/kathrin-tarricone,list,Landesliste FDP (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,fdp,Maximilian Gludau,maximilian gludau,exact,Maximilian Gludau,fdp,175058,https://www.abgeordnetenwatch.de/profile/maximilian-gludau,moved_up,39 - Weißenfels (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,gruene,Olaf Meister,olaf meister,exact,Olaf Meister,gruene,152757,https://www.abgeordnetenwatch.de/profile/olaf-meister,list,Landesliste BÜNDNIS 90/DIE GRÜNEN (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,gruene,Susan Sziborra-Seidlitz,susan sziborra-seidlitz,exact,Susan Sziborra-Seidlitz,gruene,145935,https://www.abgeordnetenwatch.de/profile/susan-sziborra-seidlitz,list,Landesliste BÜNDNIS 90/DIE GRÜNEN (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,gruene,Wolfgang Aldag,wolfgang aldag,exact,Wolfgang Aldag,gruene,152775,https://www.abgeordnetenwatch.de/profile/wolfgang-aldag,list,Landesliste BÜNDNIS 90/DIE GRÜNEN (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,linke,Eva von Angern,eva von angern,exact,Eva von Angern,linke,124132,https://www.abgeordnetenwatch.de/profile/eva-von-angern,list,Landesliste DIE LINKE (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,linke,Hendrik Lange,hendrik lange,exact,Hendrik Lange,linke,124190,https://www.abgeordnetenwatch.de/profile/hendrik-lange,list,Landesliste DIE LINKE (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,linke,Stefan Gebhardt,stefan gebhardt,exact,Stefan Gebhardt,linke,124312,https://www.abgeordnetenwatch.de/profile/stefan-gebhardt,list,Landesliste DIE LINKE (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,linke,Thomas Erich Herbert Lippmann,thomas erich herbert lippmann,first_last,Thomas Lippmann,linke,152772,https://www.abgeordnetenwatch.de/profile/thomas-lippmann,list,Landesliste DIE LINKE (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
ST,spd,Dr. Andreas Schmidt,andreas schmidt,exact,Andreas Schmidt,spd,121089,https://www.abgeordnetenwatch.de/profile/andreas-schmidt-0,list,Landesliste SPD (Sachsen-Anhalt 2021 - 2026),MdL,abgeordnetenwatch
