state,party,name,norm_name,match_how,aw_name,aw_party,aw_politician_id,aw_url,aw_wkr,aw_list_pos,source
ST,fw,Jerome Querfurth,jerome querfurth,exact,Jerome Querfurth,fw,185075,https://www.abgeordnetenwatch.de/profile/jerome-querfurth,17,8,abgeordnetenwatch
ST,fw,Kay Gericke,kay gericke,exact,Kay Gericke,fw,185072,https://www.abgeordnetenwatch.de/profile/kay-gericke,6,3,abgeordnetenwatch
ST,fw,Maik Mattheis,maik mattheis,exact,Maik Mattheis,fw,184162,https://www.abgeordnetenwatch.de/profile/maik-mattheis,25,,abgeordnetenwatch
ST,fw,Norman Unger,norman unger,exact,Norman Unger,fw,185076,https://www.abgeordnetenwatch.de/profile/norman-unger,24,4,abgeordnetenwatch
ST,fw,Rebecca Resch,rebecca resch,exact,Rebecca Resch,fw,184163,https://www.abgeordnetenwatch.de/profile/rebecca-resch,41,2,abgeordnetenwatch
ST,fw,Ronny Schneider,ronny schneider,exact,Ronny Schneider,fw,148370,https://www.abgeordnetenwatch.de/profile/ronny-schneider,28,6,abgeordnetenwatch
ST,fw,Yvonne Krause,yvonne krause,exact,Yvonne Krause,fw,185079,https://www.abgeordnetenwatch.de/profile/yvonne-krause,37,,abgeordnetenwatch
ST,gruene,Alexander Michael,alexander michael,exact,Alexander Michael,gruene,185020,https://www.abgeordnetenwatch.de/profile/alexander-michael,5,,abgeordnetenwatch
ST,gruene,Beatrice Lindhorst,beatrice lindhorst,wkr_lastname,Bea Lindhorst,gruene,185035,https://www.abgeordnetenwatch.de/profile/bea-lindhorst,24,7,abgeordnetenwatch
ST,gruene,Christine Reimann,christine reimann,exact,Christine Reimann,gruene,185041,https://www.abgeordnetenwatch.de/profile/christine-reimann,31,,abgeordnetenwatch
ST,gruene,Dennis Tobias Helmich,dennis tobias helmich,wkr_lastname,Dennis Helmich,gruene,185043,https://www.abgeordnetenwatch.de/profile/dennis-helmich,33,8,abgeordnetenwatch
ST,gruene,Dennis-Tobias Helmich,dennis-tobias helmich,wkr_lastname,Dennis Helmich,gruene,185043,https://www.abgeordnetenwatch.de/profile/dennis-helmich,33,8,abgeordnetenwatch
ST,gruene,Elke Ruth Lampka,elke ruth lampka,first_last,Elke Lampka,gruene,185027,https://www.abgeordnetenwatch.de/profile/elke-lampka,14,,abgeordnetenwatch
ST,gruene,Felix Fugmann,felix fugmann,exact,Felix Fugmann,gruene,185038,https://www.abgeordnetenwatch.de/profile/felix-fugmann,27,,abgeordnetenwatch
ST,gruene,Friederike Larek,friederike larek,exact,Friederike Larek,gruene,185021,https://www.abgeordnetenwatch.de/profile/friederike-larek,6,11,abgeordnetenwatch
ST,gruene,Janina Hampel,janina hampel,exact,Janina Hampel,gruene,185039,https://www.abgeordnetenwatch.de/profile/janina-hampel,28,,abgeordnetenwatch
ST,gruene,Jascha Rihm,jascha rihm,exact,Jascha Rihm,gruene,185017,https://www.abgeordnetenwatch.de/profile/jascha-rihm,1,12,abgeordnetenwatch
ST,gruene,Kevin Pockrandt,kevin pockrandt,exact,Kevin Pockrandt,gruene,185031,https://www.abgeordnetenwatch.de/profile/kevin-pockrandt,19,,abgeordnetenwatch
ST,gruene,Klaus Plitzkat,klaus plitzkat,exact,Klaus Plitzkat,gruene,185028,https://www.abgeordnetenwatch.de/profile/klaus-plitzkat,15,,abgeordnetenwatch
ST,gruene,Kristin Schuller,kristin schuller,exact,Kristin Schuller,gruene,185024,https://www.abgeordnetenwatch.de/profile/kristin-schuller,9,,abgeordnetenwatch
ST,gruene,Lena Zehne,lena zehne,exact,Lena Zehne,gruene,185045,https://www.abgeordnetenwatch.de/profile/lena-zehne,35,15,abgeordnetenwatch
ST,gruene,Lennox Schrickel,lennox schrickel,exact,Lennox Schrickel,gruene,185029,https://www.abgeordnetenwatch.de/profile/lennox-schrickel,16,18,abgeordnetenwatch
ST,gruene,Leon Lenny Elias Eisfelder-Mylius,leon lenny elias eisfelder-mylius,exact,Leon Lenny Elias Eisfelder-Mylius,gruene,185044,https://www.abgeordnetenwatch.de/profile/leon-lenny-elias-eisfelder-mylius,34,,abgeordnetenwatch
ST,gruene,Leonie Bronkalla,leonie bronkalla,exact,Leonie Bronkalla,gruene,185037,https://www.abgeordnetenwatch.de/profile/leonie-bronkalla,26,5,abgeordnetenwatch
ST,gruene,Lisa Mertens,lisa mertens,exact,Lisa Mertens,gruene,185040,https://www.abgeordnetenwatch.de/profile/lisa-mertens,30,,abgeordnetenwatch
ST,gruene,Luise Globig,luise globig,exact,Luise Globig,gruene,185034,https://www.abgeordnetenwatch.de/profile/luise-globig,23,,abgeordnetenwatch
ST,gruene,Madeleine Linke,madeleine linke,exact,Madeleine Linke,gruene,175064,https://www.abgeordnetenwatch.de/profile/madeleine-linke,11,3,abgeordnetenwatch
ST,gruene,Mamad Mohamad,mamad mohamad,exact,Mamad Mohamad,gruene,185046,https://www.abgeordnetenwatch.de/profile/mamad-mohamad,36,4,abgeordnetenwatch
ST,gruene,Marlyn Waga,marlyn waga,exact,Marlyn Waga,gruene,185032,https://www.abgeordnetenwatch.de/profile/marlyn-waga,20,20,abgeordnetenwatch
ST,gruene,Martin Mertens-Keylock,martin mertens-keylock,exact,Martin Mertens-Keylock,gruene,185030,https://www.abgeordnetenwatch.de/profile/martin-mertens-keylock,18,,abgeordnetenwatch
ST,gruene,Martin Schäfer,martin schaefer,exact,Martin Schäfer,gruene,185036,https://www.abgeordnetenwatch.de/profile/martin-schaefer-2,25,,abgeordnetenwatch
ST,gruene,Michael Dihlmann,michael dihlmann,exact,Michael Dihlmann,gruene,185019,https://www.abgeordnetenwatch.de/profile/michael-dihlmann,3,,abgeordnetenwatch
ST,gruene,Michelle Angeli,michelle angeli,exact,Michelle Angeli,gruene,185679,https://www.abgeordnetenwatch.de/profile/michelle-angeli,12,,abgeordnetenwatch
ST,gruene,Miriam Zeller,miriam zeller,exact,Miriam Zeller,gruene,183024,https://www.abgeordnetenwatch.de/profile/miriam-zeller,4,9,abgeordnetenwatch
ST,gruene,Nicole Walldorf,nicole walldorf,exact,Nicole Walldorf,gruene,185047,https://www.abgeordnetenwatch.de/profile/nicole-walldorf,38,,abgeordnetenwatch
ST,gruene,Olaf Meister,olaf meister,exact,Olaf Meister,gruene,152757,https://www.abgeordnetenwatch.de/profile/olaf-meister,13,2,abgeordnetenwatch
ST,gruene,Peter Paul Schneider,peter paul schneider,first_last,Peter Schneider,gruene,185048,https://www.abgeordnetenwatch.de/profile/peter-schneider-3,39,,abgeordnetenwatch
ST,gruene,Philipp Händler,philipp haendler,exact,Philipp Händler,gruene,185023,https://www.abgeordnetenwatch.de/profile/philipp-haendler,7,,abgeordnetenwatch
ST,gruene,Ralf Hönicke,ralf hoenicke,exact,Ralf Hönicke,gruene,185675,https://www.abgeordnetenwatch.de/profile/ralf-hoenicke,41,,abgeordnetenwatch
ST,gruene,Rico Herrmann,rico herrmann,exact,Rico Herrmann,gruene,185676,https://www.abgeordnetenwatch.de/profile/rico-herrmann,10,,abgeordnetenwatch
ST,gruene,Sandra Bauer,sandra bauer,exact,Sandra Bauer,gruene,183025,https://www.abgeordnetenwatch.de/profile/sandra-bauer,21,,abgeordnetenwatch
ST,gruene,Sandra Sabine Lüder,sandra sabine lueder,first_last,Sandra Lüder,gruene,175220,https://www.abgeordnetenwatch.de/profile/sandra-lueder,29,,abgeordnetenwatch
ST,gruene,Sascha Greiner,sascha greiner,exact,Sascha Greiner,gruene,185033,https://www.abgeordnetenwatch.de/profile/sascha-greiner,22,14,abgeordnetenwatch
ST,gruene,Stefan Garthoff,stefan garthoff,exact,Stefan Garthoff,gruene,175223,https://www.abgeordnetenwatch.de/profile/stefan-garthoff,40,,abgeordnetenwatch
ST,gruene,Stefan Lehfeld,stefan lehfeld,exact,Stefan Lehfeld,gruene,185022,https://www.abgeordnetenwatch.de/profile/stefan-lehfeld,8,,abgeordnetenwatch
ST,gruene,Susan Sziborra-Seidlitz,susan sziborra-seidlitz,exact,Susan Sziborra-Seidlitz,gruene,145935,https://www.abgeordnetenwatch.de/profile/susan-sziborra-seidlitz,17,1,abgeordnetenwatch
ST,gruene,Susanne Otto,susanne otto,exact,Susanne Otto,gruene,185042,https://www.abgeordnetenwatch.de/profile/susanne-otto,32,17,abgeordnetenwatch
ST,gruene,Tobias Kremkau,tobias kremkau,exact,Tobias Kremkau,gruene,185018,https://www.abgeordnetenwatch.de/profile/tobias-kremkau,2,,abgeordnetenwatch
ST,gruene,Wolfgang Aldag,wolfgang aldag,exact,Wolfgang Aldag,gruene,152775,https://www.abgeordnetenwatch.de/profile/wolfgang-aldag,37,6,abgeordnetenwatch
ST,linke,Alexander Luft,alexander luft,exact,Alexander Luft,linke,184968,https://www.abgeordnetenwatch.de/profile/alexander-luft,14,12,abgeordnetenwatch
ST,linke,Andreas Pulst,andreas pulst,exact,Andreas Pulst,linke,184975,https://www.abgeordnetenwatch.de/profile/andreas-pulst,22,,abgeordnetenwatch
ST,linke,Andreas Tschurn,andreas tschurn,exact,Andreas Tschurn,linke,184981,https://www.abgeordnetenwatch.de/profile/andreas-tschurn,32,,abgeordnetenwatch
ST,linke,André Röthel,andre roethel,exact,André Röthel,linke,184980,https://www.abgeordnetenwatch.de/profile/andre-roethel,31,32,abgeordnetenwatch
ST,linke,Antonia Kaloff,antonia kaloff,exact,Antonia Kaloff,linke,184978,https://www.abgeordnetenwatch.de/profile/antonia-kaloff,28,3,abgeordnetenwatch
ST,linke,Arne Hornung,arne hornung,exact,Arne Hornung,linke,184963,https://www.abgeordnetenwatch.de/profile/arne-hornung,7,30,abgeordnetenwatch
ST,linke,Denis Kreuzadler,denis kreuzadler,exact,Denis Kreuzadler,linke,184961,https://www.abgeordnetenwatch.de/profile/denis-kreuzadler,5,18,abgeordnetenwatch
ST,linke,Dennis Jannack,dennis jannack,exact,Dennis Jannack,linke,175124,https://www.abgeordnetenwatch.de/profile/dennis-jannack,13,20,abgeordnetenwatch
ST,linke,Doreen Hainich,doreen hainich,exact,Doreen Hainich,linke,183183,https://www.abgeordnetenwatch.de/profile/doreen-hainich,25,,abgeordnetenwatch
ST,linke,Eric Roman Stehr,eric roman stehr,first_last,Eric Stehr,linke,175233,https://www.abgeordnetenwatch.de/profile/eric-stehr,39,2,abgeordnetenwatch
ST,linke,Eva von Angern,eva von angern,exact,Eva von Angern,linke,124132,https://www.abgeordnetenwatch.de/profile/eva-von-angern,12,1,abgeordnetenwatch
ST,linke,Gitta Susann Hartenstein-Wiermann,gitta susann hartenstein-wiermann,exact,Gitta Susann Hartenstein-Wiermann,linke,184984,https://www.abgeordnetenwatch.de/profile/gitta-susann-hartenstein-wiermann,36,,abgeordnetenwatch
ST,linke,Hendrik Lange,hendrik lange,exact,Hendrik Lange,linke,124190,https://www.abgeordnetenwatch.de/profile/hendrik-lange,35,4,abgeordnetenwatch
ST,linke,Henriette Krebs,henriette krebs,exact,Henriette Krebs,linke,175130,https://www.abgeordnetenwatch.de/profile/henriette-krebs,21,5,abgeordnetenwatch
ST,linke,Isabell Anton,isabell anton,exact,Isabell Anton,linke,184979,https://www.abgeordnetenwatch.de/profile/isabell-anton,29,21,abgeordnetenwatch
ST,linke,Jannik-Loris Balint,jannik-loris balint,first_last,Jannik Balint,linke,184985,https://www.abgeordnetenwatch.de/profile/jannik-balint,37,,abgeordnetenwatch
ST,linke,Julia Mayer,julia mayer,exact,Julia Mayer,linke,184983,https://www.abgeordnetenwatch.de/profile/julia-mayer,34,9,abgeordnetenwatch
ST,linke,Katja Käfer,katja kaefer,exact,Katja Käfer,linke,184970,https://www.abgeordnetenwatch.de/profile/katja-kaefer,16,27,abgeordnetenwatch
ST,linke,Kay Lorenz,kay lorenz,exact,Kay Lorenz,linke,184972,https://www.abgeordnetenwatch.de/profile/kay-lorenz,18,24,abgeordnetenwatch
ST,linke,Kevin Goldhahn,kevin goldhahn,exact,Kevin Goldhahn,linke,184977,https://www.abgeordnetenwatch.de/profile/kevin-goldhahn,26,,abgeordnetenwatch
ST,linke,Leila Kim Eisfelder-Mylius,leila kim eisfelder-mylius,first_last,Leila Eisfelder-Mylius,linke,184982,https://www.abgeordnetenwatch.de/profile/leila-eisfelder-mylius,33,19,abgeordnetenwatch
ST,linke,Lukas Franke,lukas franke,exact,Lukas Franke,linke,184969,https://www.abgeordnetenwatch.de/profile/lukas-franke,15,,abgeordnetenwatch
ST,linke,Maik Fye,maik fye,exact,Maik Fye,linke,184971,https://www.abgeordnetenwatch.de/profile/maik-fye,17,,abgeordnetenwatch
ST,linke,Michael Scholz,michael scholz,exact,Michael Scholz,linke,183184,https://www.abgeordnetenwatch.de/profile/michael-scholz,40,26,abgeordnetenwatch
ST,linke,Mustafa Groener,mustafa groener,exact,Mustafa Groener,linke,184967,https://www.abgeordnetenwatch.de/profile/mustafa-groener,11,,abgeordnetenwatch
ST,linke,Natalie Nagel,natalie nagel,exact,Natalie Nagel,linke,184974,https://www.abgeordnetenwatch.de/profile/natalie-nagel,20,11,abgeordnetenwatch
ST,linke,Natalie Winzenhöller,natalie winzenhoeller,exact,Natalie Winzenhöller,linke,184976,https://www.abgeordnetenwatch.de/profile/natalie-winzenhoeller,23,13,abgeordnetenwatch
ST,linke,Nicklas Kurzweil,nicklas kurzweil,exact,Nicklas Kurzweil,linke,184987,https://www.abgeordnetenwatch.de/profile/nicklas-kurzweil,41,,abgeordnetenwatch
ST,linke,Noah Elias Biswanger,noah elias biswanger,first_last,Noah Biswanger,linke,184966,https://www.abgeordnetenwatch.de/profile/noah-biswanger,10,14,abgeordnetenwatch
ST,linke,Rafael Rotermund,rafael rotermund,exact,Rafael Rotermund,linke,184962,https://www.abgeordnetenwatch.de/profile/rafael-rotermund,6,,abgeordnetenwatch
ST,linke,Raik Ohlmeyer,raik ohlmeyer,exact,Raik Ohlmeyer,linke,184958,https://www.abgeordnetenwatch.de/profile/raik-ohlmeyer,1,16,abgeordnetenwatch
ST,linke,René Schernikau,rene schernikau,exact,René Schernikau,linke,121884,https://www.abgeordnetenwatch.de/profile/rene-schernikau,3,10,abgeordnetenwatch
ST,linke,Rico Goroncy,rico goroncy,exact,Rico Goroncy,linke,184960,https://www.abgeordnetenwatch.de/profile/rico-goroncy,4,,abgeordnetenwatch
ST,linke,Sophie Manleitner,sophie manleitner,exact,Sophie Manleitner,linke,184965,https://www.abgeordnetenwatch.de/profile/sophie-manleitner,9,15,abgeordnetenwatch
ST,linke,Stefan Gebhardt,stefan gebhardt,exact,Stefan Gebhardt,linke,124312,https://www.abgeordnetenwatch.de/profile/stefan-gebhardt,30,8,abgeordnetenwatch
ST,linke,Stine Rummel-Strebelow,stine rummel-strebelow,exact,Stine Rummel-Strebelow,linke,149582,https://www.abgeordnetenwatch.de/profile/stine-rummel-strebelow,27,,abgeordnetenwatch
ST,linke,Thomas Erich Herbert Lippmann,thomas erich herbert lippmann,first_last,Thomas Lippmann,linke,152772,https://www.abgeordnetenwatch.de/profile/thomas-lippmann,24,6,abgeordnetenwatch
ST,linke,Toni Klabis,toni klabis,exact,Toni Klabis,linke,184959,https://www.abgeordnetenwatch.de/profile/toni-klabis,2,,abgeordnetenwatch
ST,linke,Vanessa Mertens,vanessa mertens,exact,Vanessa Mertens,linke,184964,https://www.abgeordnetenwatch.de/profile/vanessa-mertens,8,7,abgeordnetenwatch
ST,linke,Veit Kuhr,veit kuhr,exact,Veit Kuhr,linke,184973,https://www.abgeordnetenwatch.de/profile/veit-kuhr,19,22,abgeordnetenwatch
ST,linke,Wenke Marie Dargel,wenke marie dargel,first_last,Wenke Dargel,linke,184986,https://www.abgeordnetenwatch.de/profile/wenke-dargel,38,17,abgeordnetenwatch
ST,spd,Aick Pietschmann,aick pietschmann,exact,Aick Pietschmann,spd,175110,https://www.abgeordnetenwatch.de/profile/aick-pietschmann,30,13,abgeordnetenwatch
ST,spd,Alexander Riedle,alexander riedle,exact,Alexander Riedle,spd,185003,https://www.abgeordnetenwatch.de/profile/alexander-riedle,25,32,abgeordnetenwatch
ST,spd,Caroline Müller,caroline mueller,exact,Caroline Müller,spd,184999,https://www.abgeordnetenwatch.de/profile/caroline-mueller,21,22,abgeordnetenwatch
ST,spd,Christian Hausmann,christian hausmann,exact,Christian Hausmann,spd,138840,https://www.abgeordnetenwatch.de/profile/christian-hausmann,12,37,abgeordnetenwatch
ST,spd,Daniel Frank Kutsche,daniel frank kutsche,first_last,Daniel Kutsche,spd,185005,https://www.abgeordnetenwatch.de/profile/daniel-kutsche,27,15,abgeordnetenwatch
ST,spd,Danilo Pee-Moch,danilo pee-moch,exact,Danilo Pee-Moch,spd,185007,https://www.abgeordnetenwatch.de/profile/danilo-pee-moch,29,33,abgeordnetenwatch
ST,spd,Dieter Diederichs,dieter diederichs,exact,Dieter Diederichs,spd,184988,https://www.abgeordnetenwatch.de/profile/dieter-diederichs,1,36,abgeordnetenwatch
ST,spd,Dr. Andreas Schmidt,andreas schmidt,exact,Andreas Schmidt,spd,121089,https://www.abgeordnetenwatch.de/profile/andreas-schmidt-0,33,3,abgeordnetenwatch
ST,spd,Dr. Armin Willingmann,armin willingmann,exact,Armin Willingmann,spd,175142,https://www.abgeordnetenwatch.de/profile/armin-willingmann,16,1,abgeordnetenwatch
ST,spd,Dr. Christine Fuhrmann,christine fuhrmann,exact,Christine Fuhrmann,spd,185011,https://www.abgeordnetenwatch.de/profile/christine-fuhrmann,35,26,abgeordnetenwatch
ST,spd,Dr. Falko Grube,falko grube,exact,Falko Grube,spd,152754,https://www.abgeordnetenwatch.de/profile/falko-grube,11,5,abgeordnetenwatch
ST,spd,Dr. Katja Pähle,katja paehle,exact,Katja Pähle,spd,138867,https://www.abgeordnetenwatch.de/profile/katja-paehle,36,2,abgeordnetenwatch
ST,spd,Elrid Pasbrig,elrid pasbrig,exact,Elrid Pasbrig,spd,175091,https://www.abgeordnetenwatch.de/profile/elrid-pasbrig,6,10,abgeordnetenwatch
ST,spd,Eric Böllstorf,eric boellstorf,exact,Eric Böllstorf,spd,184990,https://www.abgeordnetenwatch.de/profile/eric-boellstorf,3,38,abgeordnetenwatch
ST,spd,Felix Giesa,felix giesa,exact,Felix Giesa,spd,185000,https://www.abgeordnetenwatch.de/profile/felix-giesa,22,28,abgeordnetenwatch
ST,spd,Florian Fahrtmann,florian fahrtmann,exact,Florian Fahrtmann,spd,175098,https://www.abgeordnetenwatch.de/profile/florian-fahrtmann,15,7,abgeordnetenwatch
ST,spd,Friedrich Ruschke,friedrich ruschke,exact,Friedrich Ruschke,spd,185008,https://www.abgeordnetenwatch.de/profile/friedrich-ruschke,31,30,abgeordnetenwatch
ST,spd,Ines Seeger,ines seeger,exact,Ines Seeger,spd,185010,https://www.abgeordnetenwatch.de/profile/ines-seeger,34,24,abgeordnetenwatch
ST,spd,Jens Mende,jens mende,exact,Jens Mende,spd,185014,https://www.abgeordnetenwatch.de/profile/jens-mende,39,11,abgeordnetenwatch
ST,spd,Julia Brandt,julia brandt,exact,Julia Brandt,spd,175094,https://www.abgeordnetenwatch.de/profile/julia-brandt,10,18,abgeordnetenwatch
ST,spd,Juliane Kleemann,juliane kleemann,exact,Juliane Kleemann,spd,175089,https://www.abgeordnetenwatch.de/profile/juliane-kleemann,4,4,abgeordnetenwatch
ST,spd,Julius Neumann,julius neumann,exact,Julius Neumann,spd,185013,https://www.abgeordnetenwatch.de/profile/julius-neumann,38,23,abgeordnetenwatch
ST,spd,Katharina Kohl,katharina kohl,exact,Katharina Kohl,spd,185006,https://www.abgeordnetenwatch.de/profile/katharina-kohl,28,8,abgeordnetenwatch
ST,spd,Katrin Gensecke,katrin gensecke,exact,Katrin Gensecke,spd,175093,https://www.abgeordnetenwatch.de/profile/katrin-gensecke,8,6,abgeordnetenwatch
ST,spd,Larissa Wallner,larissa wallner,exact,Larissa Wallner,spd,185004,https://www.abgeordnetenwatch.de/profile/larissa-wallner,26,16,abgeordnetenwatch
ST,spd,Nadine Hillecke,nadine hillecke,exact,Nadine Hillecke,spd,184996,https://www.abgeordnetenwatch.de/profile/nadine-hillecke,17,20,abgeordnetenwatch
ST,spd,Nils Johannson,nils johannson,exact,Nils Johannson,spd,184995,https://www.abgeordnetenwatch.de/profile/nils-johannson,14,41,abgeordnetenwatch
ST,spd,Paul Kley,paul kley,exact,Paul Kley,spd,185015,https://www.abgeordnetenwatch.de/profile/paul-kley,40,40,abgeordnetenwatch
ST,spd,Philipp Morgner,philipp morgner,exact,Philipp Morgner,spd,184992,https://www.abgeordnetenwatch.de/profile/philipp-morgner,7,25,abgeordnetenwatch
ST,spd,Ralph Blümel,ralph bluemel,exact,Ralph Blümel,spd,184994,https://www.abgeordnetenwatch.de/profile/ralph-bluemel,13,27,abgeordnetenwatch
ST,spd,Raphael Coccejus,raphael coccejus,exact,Raphael Coccejus,spd,185009,https://www.abgeordnetenwatch.de/profile/raphael-coccejus,32,29,abgeordnetenwatch
ST,spd,René Wölfer,rene woelfer,exact,René Wölfer,spd,184998,https://www.abgeordnetenwatch.de/profile/rene-woelfer,20,9,abgeordnetenwatch
ST,spd,Seluan Al-Chakmakchi,seluan al-chakmakchi,exact,Seluan Al-Chakmakchi,spd,184997,https://www.abgeordnetenwatch.de/profile/seluan-al-chakmakchi,19,31,abgeordnetenwatch
ST,spd,Skady Luisa Herkenrath,skady luisa herkenrath,first_last,Skady Herkenrath,spd,184989,https://www.abgeordnetenwatch.de/profile/skady-herkenrath,2,14,abgeordnetenwatch
ST,spd,Stefan Schneider,stefan schneider,exact,Stefan Schneider,spd,185016,https://www.abgeordnetenwatch.de/profile/stefan-schneider-1,41,35,abgeordnetenwatch
ST,spd,Stephan Scherf,stephan scherf,exact,Stephan Scherf,spd,185012,https://www.abgeordnetenwatch.de/profile/stephan-scherf,37,34,abgeordnetenwatch
ST,spd,Thorben Nick Rehak,thorben nick rehak,exact,Thorben Nick Rehak,spd,185514,https://www.abgeordnetenwatch.de/profile/thorben-nick-rehak,9,,abgeordnetenwatch
ST,spd,Timm Haußen,timm haussen,exact,Timm Haussen,spd,184991,https://www.abgeordnetenwatch.de/profile/timm-haussen,5,21,abgeordnetenwatch
ST,spd,Tina Führer,tina fuehrer,exact,Tina Führer,spd,185002,https://www.abgeordnetenwatch.de/profile/tina-fuehrer,24,12,abgeordnetenwatch
ST,spd,Tobias Böttcher,tobias boettcher,exact,Tobias Böttcher,spd,185001,https://www.abgeordnetenwatch.de/profile/tobias-boettcher,23,19,abgeordnetenwatch
ST,spd,Yves Metzing,yves metzing,exact,Yves Metzing,spd,175099,https://www.abgeordnetenwatch.de/profile/yves-metzing,18,17,abgeordnetenwatch
