electiondate,land,electiondate_l1,party,vote_share,on_ballot,vote_share_l1
1958-12-07,be,1954-12-05,cdu,37.70000076293945,1,30.399999618530273
1963-02-17,be,1958-12-07,cdu,28.799999237060547,1,37.70000076293945
1967-03-12,be,1963-02-17,cdu,32.900001525878906,1,28.799999237060547
1971-03-14,be,1967-03-12,cdu,38.20000076293945,1,32.900001525878906
1975-03-02,be,1971-03-14,cdu,43.900001525878906,1,38.20000076293945
1979-03-18,be,1975-03-02,cdu,44.400001525878906,1,43.900001525878906
1981-05-10,be,1979-03-18,cdu,48,1,44.400001525878906
1985-03-10,be,1981-05-10,cdu,46.400001525878906,1,48
1989-01-29,be,1985-03-10,cdu,37.70000076293945,1,46.400001525878906
1990-12-02,be,1989-01-29,cdu,40.400001525878906,1,37.70000076293945
1995-10-22,be,1990-12-02,cdu,37.400001525878906,1,40.400001525878906
1999-10-10,be,1995-10-22,cdu,40.79999923706055,1,37.400001525878906
2001-10-21,be,1999-10-10,cdu,23.799999237060547,1,40.79999923706055
2006-09-17,be,2001-10-21,cdu,21.299999237060547,1,23.799999237060547
2011-09-18,be,2006-09-17,cdu,23.399999618530273,1,21.299999237060547
2016-09-18,be,2011-09-18,cdu,17.600000381469727,1,23.399999618530273
2021-09-26,be,2016-09-18,cdu,18,1,17.600000381469727
2023-02-12,be,2021-09-26,cdu,28.2,1,18
1950-12-03,be,NA,fdp,23.100000381469727,1,NA
1954-12-05,be,1950-12-03,fdp,12.800000190734863,1,23.100000381469727
1958-12-07,be,1954-12-05,fdp,3.799999952316284,1,12.800000190734863
1963-02-17,be,1958-12-07,fdp,7.900000095367432,1,3.799999952316284
1967-03-12,be,1963-02-17,fdp,7.099999904632568,1,7.900000095367432
1971-03-14,be,1967-03-12,fdp,8.399999618530273,1,7.099999904632568
1975-03-02,be,1971-03-14,fdp,7.099999904632568,1,8.399999618530273
1979-03-18,be,1975-03-02,fdp,8.100000381469727,1,7.099999904632568
1981-05-10,be,1979-03-18,fdp,5.599999904632568,1,8.100000381469727
1985-03-10,be,1981-05-10,fdp,8.5,1,5.599999904632568
1989-01-29,be,1985-03-10,fdp,3.9000000953674316,1,8.5
1990-12-02,be,1989-01-29,fdp,7.099999904632568,1,3.9000000953674316
1995-10-22,be,1990-12-02,fdp,2.5,1,7.099999904632568
1999-10-10,be,1995-10-22,fdp,2.200000047683716,1,2.5
2001-10-21,be,1999-10-10,fdp,9.899999618530273,1,2.200000047683716
2006-09-17,be,2001-10-21,fdp,7.599999904632568,1,9.899999618530273
2011-09-18,be,2006-09-17,fdp,1.7999999523162842,1,7.599999904632568
2016-09-18,be,2011-09-18,fdp,6.699999809265137,1,1.7999999523162842
2021-09-26,be,2016-09-18,fdp,7.1,1,6.699999809265137
2023-02-12,be,2021-09-26,fdp,4.6,1,7.1
2021-09-26,be,2016-09-18,fw,NA,0,NA
2023-02-12,be,2021-09-26,fw,NA,0,NA
1979-03-18,be,1975-03-02,gru,3.700000047683716,1,NA
1981-05-10,be,1979-03-18,gru,7.199999809265137,1,3.700000047683716
1985-03-10,be,1981-05-10,gru,10.600000381469727,1,7.199999809265137
1989-01-29,be,1985-03-10,gru,11.800000190734863,1,10.600000381469727
1990-12-02,be,1989-01-29,gru,9.400000095367432,1,11.800000190734863
1995-10-22,be,1990-12-02,gru,13.199999809265137,1,9.400000095367432
1999-10-10,be,1995-10-22,gru,9.899999618530273,1,13.199999809265137
2001-10-21,be,1999-10-10,gru,9.100000381469727,1,9.899999618530273
2006-09-17,be,2001-10-21,gru,13.100000381469727,1,9.100000381469727
2011-09-18,be,2006-09-17,gru,17.600000381469727,1,13.100000381469727
2016-09-18,be,2011-09-18,gru,15.199999809265137,1,17.600000381469727
2021-09-26,be,2016-09-18,gru,18.9,1,15.199999809265137
2023-02-12,be,2021-09-26,gru,18.4,1,18.9
1990-12-02,be,1989-01-29,lin,9.199999809265137,1,NA
1995-10-22,be,1990-12-02,lin,14.600000381469727,1,9.199999809265137
1999-10-10,be,1995-10-22,lin,17.700000762939453,1,14.600000381469727
2001-10-21,be,1999-10-10,lin,22.600000381469727,1,17.700000762939453
2006-09-17,be,2001-10-21,lin,13.399999618530273,1,22.600000381469727
2011-09-18,be,2006-09-17,lin,11.699999809265137,1,13.399999618530273
2016-09-18,be,2011-09-18,lin,15.600000381469727,1,11.699999809265137
2021-09-26,be,2016-09-18,lin,14.1,1,15.600000381469727
2023-02-12,be,2021-09-26,lin,12.2,1,14.1
2021-09-26,be,2016-09-18,npd,NA,0,NA
2023-02-12,be,2021-09-26,npd,NA,0,NA
2021-09-26,be,2016-09-18,pir,0.4,1,NA
2023-02-12,be,2021-09-26,pir,0.3,1,0.4
1950-12-03,be,NA,spd,44.70000076293945,1,NA
1954-12-05,be,1950-12-03,spd,44.599998474121094,1,44.70000076293945
1958-12-07,be,1954-12-05,spd,52.599998474121094,1,44.599998474121094
1963-02-17,be,1958-12-07,spd,61.900001525878906,1,52.599998474121094
1967-03-12,be,1963-02-17,spd,56.900001525878906,1,61.900001525878906
1971-03-14,be,1967-03-12,spd,50.400001525878906,1,56.900001525878906
1975-03-02,be,1971-03-14,spd,42.599998474121094,1,50.400001525878906
1979-03-18,be,1975-03-02,spd,42.70000076293945,1,42.599998474121094
1981-05-10,be,1979-03-18,spd,38.400001525878906,1,42.70000076293945
1985-03-10,be,1981-05-10,spd,32.400001525878906,1,38.400001525878906
1989-01-29,be,1985-03-10,spd,37.29999923706055,1,32.400001525878906
1990-12-02,be,1989-01-29,spd,30.399999618530273,1,37.29999923706055
1995-10-22,be,1990-12-02,spd,23.600000381469727,1,30.399999618530273
1999-10-10,be,1995-10-22,spd,22.399999618530273,1,23.600000381469727
2001-10-21,be,1999-10-10,spd,29.700000762939453,1,22.399999618530273
2006-09-17,be,2001-10-21,spd,30.799999237060547,1,29.700000762939453
2011-09-18,be,2006-09-17,spd,28.299999237060547,1,30.799999237060547
2016-09-18,be,2011-09-18,spd,21.600000381469727,1,28.299999237060547
2021-09-26,be,2016-09-18,spd,21.4,1,21.600000381469727
2023-02-12,be,2021-09-26,spd,18.4,1,21.4
2016-03-13,bw,2011-03-27,afd,15.100000381469727,1,NA
2021-03-14,bw,2016-03-13,afd,9.7,1,15.100000381469727
2021-03-14,bw,2016-03-13,bsw,NA,0,NA
1952-03-09,bw,NA,cdu,36,1,NA
1956-03-04,bw,1952-03-09,cdu,42.599998474121094,1,36
1960-05-15,bw,1956-03-04,cdu,39.5,1,42.599998474121094
1964-04-26,bw,1960-05-15,cdu,46.20000076293945,1,39.5
1968-04-28,bw,1964-04-26,cdu,44.20000076293945,1,46.20000076293945
1972-04-23,bw,1968-04-28,cdu,52.900001525878906,1,44.20000076293945
1976-04-04,bw,1972-04-23,cdu,56.70000076293945,1,52.900001525878906
1980-03-16,bw,1976-04-04,cdu,53.400001525878906,1,56.70000076293945
1984-03-25,bw,1980-03-16,cdu,51.900001525878906,1,53.400001525878906
1988-03-20,bw,1984-03-25,cdu,49,1,51.900001525878906
1992-04-05,bw,1988-03-20,cdu,39.599998474121094,1,49
1996-03-24,bw,1992-04-05,cdu,41.29999923706055,1,39.599998474121094
2001-03-25,bw,1996-03-24,cdu,44.79999923706055,1,41.29999923706055
2006-03-26,bw,2001-03-25,cdu,44.20000076293945,1,44.79999923706055
2011-03-27,bw,2006-03-26,cdu,39,1,44.20000076293945
2016-03-13,bw,2011-03-27,cdu,27,1,39
2021-03-14,bw,2016-03-13,cdu,24.1,1,27
1952-03-09,bw,NA,fdp,18,1,NA
1956-03-04,bw,1952-03-09,fdp,16.600000381469727,1,18
1960-05-15,bw,1956-03-04,fdp,15.800000190734863,1,16.600000381469727
1964-04-26,bw,1960-05-15,fdp,13.100000381469727,1,15.800000190734863
1968-04-28,bw,1964-04-26,fdp,14.399999618530273,1,13.100000381469727
1972-04-23,bw,1968-04-28,fdp,8.899999618530273,1,14.399999618530273
1976-04-04,bw,1972-04-23,fdp,7.800000190734863,1,8.899999618530273
1980-03-16,bw,1976-04-04,fdp,8.300000190734863,1,7.800000190734863
1984-03-25,bw,1980-03-16,fdp,7.199999809265137,1,8.300000190734863
1988-03-20,bw,1984-03-25,fdp,5.900000095367432,1,7.199999809265137
1992-04-05,bw,1988-03-20,fdp,5.900000095367432,1,5.900000095367432
1996-03-24,bw,1992-04-05,fdp,9.600000381469727,1,5.900000095367432
2001-03-25,bw,1996-03-24,fdp,8.100000381469727,1,9.600000381469727
2006-03-26,bw,2001-03-25,fdp,10.699999809265137,1,8.100000381469727
2011-03-27,bw,2006-03-26,fdp,5.300000190734863,1,10.699999809265137
2016-03-13,bw,2011-03-27,fdp,8.300000190734863,1,5.300000190734863
2021-03-14,bw,2016-03-13,fdp,10.5,1,8.300000190734863
2021-03-14,bw,2016-03-13,fw,NA,0,NA
1980-03-16,bw,1976-04-04,gru,5.300000190734863,1,NA
1984-03-25,bw,1980-03-16,gru,8,1,5.300000190734863
1988-03-20,bw,1984-03-25,gru,7.900000095367432,1,8
1992-04-05,bw,1988-03-20,gru,9.5,1,7.900000095367432
1996-03-24,bw,1992-04-05,gru,12.100000381469727,1,9.5
2001-03-25,bw,1996-03-24,gru,7.699999809265137,1,12.100000381469727
2006-03-26,bw,2001-03-25,gru,11.699999809265137,1,7.699999809265137
2011-03-27,bw,2006-03-26,gru,24.200000762939453,1,11.699999809265137
2016-03-13,bw,2011-03-27,gru,30.299999237060547,1,24.200000762939453
2021-03-14,bw,2016-03-13,gru,32.6,1,30.299999237060547
2006-03-26,bw,2001-03-25,lin,3.0999999046325684,1,NA
2011-03-27,bw,2006-03-26,lin,2.799999952316284,1,3.0999999046325684
2016-03-13,bw,2011-03-27,lin,2.9000000953674316,1,2.799999952316284
2021-03-14,bw,2016-03-13,lin,3.6,1,2.9000000953674316
1968-04-28,bw,1964-04-26,npd,9.800000190734863,1,NA
1976-04-04,bw,1972-04-23,npd,0.8999999761581421,1,9.800000190734863
1988-03-20,bw,1984-03-25,npd,2.0999999046325684,1,0.8999999761581421
1992-04-05,bw,1988-03-20,npd,0.8999999761581421,1,2.0999999046325684
2001-03-25,bw,1996-03-24,npd,0.20000000298023224,1,0.8999999761581421
2006-03-26,bw,2001-03-25,npd,0.699999988079071,1,0.20000000298023224
2011-03-27,bw,2006-03-26,npd,1,1,0.699999988079071
2016-03-13,bw,2011-03-27,npd,0.4000000059604645,1,1
2021-03-14,bw,2016-03-13,npd,NA,0,0.4000000059604645
2021-03-14,bw,2016-03-13,pir,NA,0,NA
1952-03-09,bw,NA,spd,28,1,NA
1956-03-04,bw,1952-03-09,spd,28.899999618530273,1,28
1960-05-15,bw,1956-03-04,spd,35.29999923706055,1,28.899999618530273
1964-04-26,bw,1960-05-15,spd,37.29999923706055,1,35.29999923706055
1968-04-28,bw,1964-04-26,spd,29,1,37.29999923706055
1972-04-23,bw,1968-04-28,spd,37.599998474121094,1,29
1976-04-04,bw,1972-04-23,spd,33.29999923706055,1,37.599998474121094
1980-03-16,bw,1976-04-04,spd,32.5,1,33.29999923706055
1984-03-25,bw,1980-03-16,spd,32.400001525878906,1,32.5
1988-03-20,bw,1984-03-25,spd,32,1,32.400001525878906
1992-04-05,bw,1988-03-20,spd,29.399999618530273,1,32
1996-03-24,bw,1992-04-05,spd,25.100000381469727,1,29.399999618530273
2001-03-25,bw,1996-03-24,spd,33.29999923706055,1,25.100000381469727
2006-03-26,bw,2001-03-25,spd,25.200000762939453,1,33.29999923706055
2011-03-27,bw,2006-03-26,spd,23.100000381469727,1,25.200000762939453
2016-03-13,bw,2011-03-27,spd,12.699999809265137,1,23.100000381469727
2021-03-14,bw,2016-03-13,spd,11,1,12.699999809265137
2018-10-14,by,2013-09-15,afd,10.2,1,NA
2023-10-08,by,2018-10-14,afd,14.6,1,10.2
2018-10-14,by,2013-09-15,bsw,NA,0,NA
2023-10-08,by,2018-10-14,bsw,NA,0,NA
1946-12-01,by,NA,cdu,52.29999923706055,1,NA
1950-11-26,by,1946-12-01,cdu,27.399999618530273,1,52.29999923706055
1954-11-28,by,1950-11-26,cdu,38,1,27.399999618530273
1958-11-23,by,1954-11-28,cdu,45.599998474121094,1,38
1962-11-25,by,1958-11-23,cdu,47.5,1,45.599998474121094
1966-11-20,by,1962-11-25,cdu,48.099998474121094,1,47.5
1970-11-20,by,1966-11-20,cdu,56.400001525878906,1,48.099998474121094
1974-10-27,by,1970-11-20,cdu,62.099998474121094,1,56.400001525878906
1978-10-15,by,1974-10-27,cdu,59.099998474121094,1,62.099998474121094
1982-10-10,by,1978-10-15,cdu,58.29999923706055,1,59.099998474121094
1986-10-12,by,1982-10-10,cdu,55.79999923706055,1,58.29999923706055
1990-10-14,by,1986-10-12,cdu,54.900001525878906,1,55.79999923706055
1994-09-25,by,1990-10-14,cdu,52.79999923706055,1,54.900001525878906
1998-09-13,by,1994-09-25,cdu,52.900001525878906,1,52.79999923706055
2003-09-21,by,1998-09-13,cdu,60.70000076293945,1,52.900001525878906
2008-09-28,by,2003-09-21,cdu,43.400001525878906,1,60.70000076293945
2013-09-15,by,2008-09-28,cdu,47.70000076293945,1,43.400001525878906
2018-10-14,by,2013-09-15,cdu,37.2,1,47.70000076293945
2023-10-08,by,2018-10-14,cdu,37,1,37.2
1946-12-01,by,NA,fdp,5.599999904632568,1,NA
1950-11-26,by,1946-12-01,fdp,7.099999904632568,1,5.599999904632568
1954-11-28,by,1950-11-26,fdp,7.199999809265137,1,7.099999904632568
1958-11-23,by,1954-11-28,fdp,5.599999904632568,1,7.199999809265137
1962-11-25,by,1958-11-23,fdp,5.900000095367432,1,5.599999904632568
1966-11-20,by,1962-11-25,fdp,5.099999904632568,1,5.900000095367432
1970-11-20,by,1966-11-20,fdp,5.5,1,5.099999904632568
1974-10-27,by,1970-11-20,fdp,5.199999809265137,1,5.5
1978-10-15,by,1974-10-27,fdp,6.199999809265137,1,5.199999809265137
1982-10-10,by,1978-10-15,fdp,3.5,1,6.199999809265137
1986-10-12,by,1982-10-10,fdp,3.799999952316284,1,3.5
1990-10-14,by,1986-10-12,fdp,5.199999809265137,1,3.799999952316284
1994-09-25,by,1990-10-14,fdp,2.799999952316284,1,5.199999809265137
1998-09-13,by,1994-09-25,fdp,1.7000000476837158,1,2.799999952316284
2003-09-21,by,1998-09-13,fdp,2.5999999046325684,1,1.7000000476837158
2008-09-28,by,2003-09-21,fdp,8,1,2.5999999046325684
2013-09-15,by,2008-09-28,fdp,3.299999952316284,1,8
2018-10-14,by,2013-09-15,fdp,5.1,1,3.299999952316284
2023-10-08,by,2018-10-14,fdp,3,1,5.1
2018-10-14,by,2013-09-15,fw,11.6,1,NA
2023-10-08,by,2018-10-14,fw,15.8,1,11.6
1978-10-15,by,1974-10-27,gru,1.7999999523162842,1,NA
1982-10-10,by,1978-10-15,gru,4.599999904632568,1,1.7999999523162842
1986-10-12,by,1982-10-10,gru,7.5,1,4.599999904632568
1990-10-14,by,1986-10-12,gru,6.400000095367432,1,7.5
1994-09-25,by,1990-10-14,gru,6.099999904632568,1,6.400000095367432
1998-09-13,by,1994-09-25,gru,5.699999809265137,1,6.099999904632568
2003-09-21,by,1998-09-13,gru,7.699999809265137,1,5.699999809265137
2008-09-28,by,2003-09-21,gru,9.399999618530273,1,7.699999809265137
2013-09-15,by,2008-09-28,gru,8.600000381469727,1,9.399999618530273
2018-10-14,by,2013-09-15,gru,17.6,1,8.600000381469727
2023-10-08,by,2018-10-14,gru,14.4,1,17.6
2008-09-28,by,2003-09-21,lin,4.400000095367432,1,NA
2013-09-15,by,2008-09-28,lin,2.0999999046325684,1,4.400000095367432
2018-10-14,by,2013-09-15,lin,3.2,1,2.0999999046325684
2023-10-08,by,2018-10-14,lin,1.5,1,3.2
2018-10-14,by,2013-09-15,npd,NA,0,NA
2023-10-08,by,2018-10-14,npd,NA,0,NA
2018-10-14,by,2013-09-15,pir,NA,0,NA
2023-10-08,by,2018-10-14,pir,NA,0,NA
1946-12-01,by,NA,spd,28.600000381469727,1,NA
1950-11-26,by,1946-12-01,spd,28,1,28.600000381469727
1954-11-28,by,1950-11-26,spd,28.100000381469727,1,28
1958-11-23,by,1954-11-28,spd,30.799999237060547,1,28.100000381469727
1962-11-25,by,1958-11-23,spd,35.29999923706055,1,30.799999237060547
1966-11-20,by,1962-11-25,spd,35.79999923706055,1,35.29999923706055
1970-11-20,by,1966-11-20,spd,33.29999923706055,1,35.79999923706055
1974-10-27,by,1970-11-20,spd,30.200000762939453,1,33.29999923706055
1978-10-15,by,1974-10-27,spd,31.399999618530273,1,30.200000762939453
1982-10-10,by,1978-10-15,spd,31.899999618530273,1,31.399999618530273
1986-10-12,by,1982-10-10,spd,27.5,1,31.899999618530273
1990-10-14,by,1986-10-12,spd,26,1,27.5
1994-09-25,by,1990-10-14,spd,30,1,26
1998-09-13,by,1994-09-25,spd,28.700000762939453,1,30
2003-09-21,by,1998-09-13,spd,19.600000381469727,1,28.700000762939453
2008-09-28,by,2003-09-21,spd,18.600000381469727,1,19.600000381469727
2013-09-15,by,2008-09-28,spd,20.600000381469727,1,18.600000381469727
2018-10-14,by,2013-09-15,spd,9.7,1,20.600000381469727
2023-10-08,by,2018-10-14,spd,8.4,1,9.7
2015-05-10,hb,2011-05-22,afd,5.5,1,NA
2019-05-26,hb,2015-05-10,afd,6.1,1,5.5
2019-05-26,hb,2015-05-10,bsw,NA,0,NA
1946-10-13,hb,NA,cdu,18.899999618530273,1,NA
1947-10-12,hb,1946-10-13,cdu,22,1,18.899999618530273
1951-10-07,hb,1947-10-12,cdu,9.100000381469727,1,22
1955-10-09,hb,1951-10-07,cdu,18,1,9.100000381469727
1959-10-11,hb,1955-10-09,cdu,14.800000190734863,1,18
1963-09-29,hb,1959-10-11,cdu,28.899999618530273,1,14.800000190734863
1967-10-01,hb,1963-09-29,cdu,29.5,1,28.899999618530273
1971-10-10,hb,1967-10-01,cdu,31.600000381469727,1,29.5
1975-09-28,hb,1971-10-10,cdu,33.79999923706055,1,31.600000381469727
1979-10-07,hb,1975-09-28,cdu,31.899999618530273,1,33.79999923706055
1983-09-25,hb,1979-10-07,cdu,33.29999923706055,1,31.899999618530273
1987-09-13,hb,1983-09-25,cdu,23.399999618530273,1,33.29999923706055
1991-09-29,hb,1987-09-13,cdu,30.700000762939453,1,23.399999618530273
1995-05-14,hb,1991-09-29,cdu,32.599998474121094,1,30.700000762939453
1999-06-06,hb,1995-05-14,cdu,37.099998474121094,1,32.599998474121094
2003-05-25,hb,1999-06-06,cdu,29.799999237060547,1,37.099998474121094
2007-05-13,hb,2003-05-25,cdu,25.600000381469727,1,29.799999237060547
2011-05-22,hb,2007-05-13,cdu,20.399999618530273,1,25.600000381469727
2015-05-10,hb,2011-05-22,cdu,22.399999618530273,1,20.399999618530273
2019-05-26,hb,2015-05-10,cdu,26.7,1,22.399999618530273
1946-10-13,hb,NA,fdp,18.299999237060547,1,NA
1947-10-12,hb,1946-10-13,fdp,19.399999618530273,1,18.299999237060547
1951-10-07,hb,1947-10-12,fdp,11.800000190734863,1,19.399999618530273
1955-10-09,hb,1951-10-07,fdp,8.600000381469727,1,11.800000190734863
1959-10-11,hb,1955-10-09,fdp,7.199999809265137,1,8.600000381469727
1963-09-29,hb,1959-10-11,fdp,8.399999618530273,1,7.199999809265137
1967-10-01,hb,1963-09-29,fdp,10.5,1,8.399999618530273
1971-10-10,hb,1967-10-01,fdp,7.099999904632568,1,10.5
1975-09-28,hb,1971-10-10,fdp,13,1,7.099999904632568
1979-10-07,hb,1975-09-28,fdp,10.800000190734863,1,13
1983-09-25,hb,1979-10-07,fdp,4.599999904632568,1,10.800000190734863
1987-09-13,hb,1983-09-25,fdp,10,1,4.599999904632568
1991-09-29,hb,1987-09-13,fdp,9.5,1,10
1995-05-14,hb,1991-09-29,fdp,3.4000000953674316,1,9.5
1999-06-06,hb,1995-05-14,fdp,2.5,1,3.4000000953674316
2003-05-25,hb,1999-06-06,fdp,4.199999809265137,1,2.5
2007-05-13,hb,2003-05-25,fdp,6,1,4.199999809265137
2011-05-22,hb,2007-05-13,fdp,2.4000000953674316,1,6
2015-05-10,hb,2011-05-22,fdp,6.599999904632568,1,2.4000000953674316
2019-05-26,hb,2015-05-10,fdp,5.9,1,6.599999904632568
2019-05-26,hb,2015-05-10,fw,NA,0,NA
1979-10-07,hb,1975-09-28,gru,5.099999904632568,1,NA
1983-09-25,hb,1979-10-07,gru,5.400000095367432,1,5.099999904632568
1987-09-13,hb,1983-09-25,gru,10.199999809265137,1,5.400000095367432
1991-09-29,hb,1987-09-13,gru,11.399999618530273,1,10.199999809265137
1995-05-14,hb,1991-09-29,gru,13.100000381469727,1,11.399999618530273
1999-06-06,hb,1995-05-14,gru,9,1,13.100000381469727
2003-05-25,hb,1999-06-06,gru,12.800000190734863,1,9
2007-05-13,hb,2003-05-25,gru,16.5,1,12.800000190734863
2011-05-22,hb,2007-05-13,gru,22.5,1,16.5
2015-05-10,hb,2011-05-22,gru,15.100000381469727,1,22.5
2019-05-26,hb,2015-05-10,gru,17.4,1,15.100000381469727
1995-05-14,hb,1991-09-29,lin,2.4000000953674316,1,NA
1999-06-06,hb,1995-05-14,lin,2.9000000953674316,1,2.4000000953674316
2003-05-25,hb,1999-06-06,lin,1.7000000476837158,1,2.9000000953674316
2007-05-13,hb,2003-05-25,lin,8.399999618530273,1,1.7000000476837158
2011-05-22,hb,2007-05-13,lin,5.599999904632568,1,8.399999618530273
2015-05-10,hb,2011-05-22,lin,9.5,1,5.599999904632568
2019-05-26,hb,2015-05-10,lin,11.3,1,9.5
1951-10-07,hb,1947-10-12,npd,7.699999809265137,1,NA
1967-10-01,hb,1963-09-29,npd,8.800000190734863,1,7.699999809265137
1971-10-10,hb,1967-10-01,npd,2.799999952316284,1,8.800000190734863
1975-09-28,hb,1971-10-10,npd,1.100000023841858,1,2.799999952316284
1979-10-07,hb,1975-09-28,npd,0.4000000059604645,1,1.100000023841858
1987-09-13,hb,1983-09-25,npd,3.4000000953674316,1,0.4000000059604645
1991-09-29,hb,1987-09-13,npd,6.199999809265137,1,3.4000000953674316
1995-05-14,hb,1991-09-29,npd,2.5,1,6.199999809265137
1999-06-06,hb,1995-05-14,npd,3,1,2.5
2003-05-25,hb,1999-06-06,npd,2.299999952316284,1,3
2007-05-13,hb,2003-05-25,npd,2.700000047683716,1,2.299999952316284
2011-05-22,hb,2007-05-13,npd,1.600000023841858,1,2.700000047683716
2015-05-10,hb,2011-05-22,npd,0.20000000298023224,1,1.600000023841858
2019-05-26,hb,2015-05-10,npd,NA,0,0.20000000298023224
2019-05-26,hb,2015-05-10,pir,NA,0,NA
1946-10-13,hb,NA,spd,47.599998474121094,1,NA
1947-10-12,hb,1946-10-13,spd,41.70000076293945,1,47.599998474121094
1951-10-07,hb,1947-10-12,spd,39.099998474121094,1,41.70000076293945
1955-10-09,hb,1951-10-07,spd,47.79999923706055,1,39.099998474121094
1959-10-11,hb,1955-10-09,spd,54.900001525878906,1,47.79999923706055
1963-09-29,hb,1959-10-11,spd,54.70000076293945,1,54.900001525878906
1967-10-01,hb,1963-09-29,spd,46,1,54.70000076293945
1971-10-10,hb,1967-10-01,spd,55.29999923706055,1,46
1975-09-28,hb,1971-10-10,spd,48.79999923706055,1,55.29999923706055
1979-10-07,hb,1975-09-28,spd,49.400001525878906,1,48.79999923706055
1983-09-25,hb,1979-10-07,spd,51.29999923706055,1,49.400001525878906
1987-09-13,hb,1983-09-25,spd,50.5,1,51.29999923706055
1991-09-29,hb,1987-09-13,spd,38.79999923706055,1,50.5
1995-05-14,hb,1991-09-29,spd,33.400001525878906,1,38.79999923706055
1999-06-06,hb,1995-05-14,spd,42.599998474121094,1,33.400001525878906
2003-05-25,hb,1999-06-06,spd,42.29999923706055,1,42.599998474121094
2007-05-13,hb,2003-05-25,spd,36.70000076293945,1,42.29999923706055
2011-05-22,hb,2007-05-13,spd,38.599998474121094,1,36.70000076293945
2015-05-10,hb,2011-05-22,spd,32.79999923706055,1,38.599998474121094
2019-05-26,hb,2015-05-10,spd,24.9,1,32.79999923706055
2013-09-22,he,2009-01-18,afd,4.099999904632568,1,NA
2018-10-28,he,2013-09-22,afd,13.1,1,4.099999904632568
2023-10-08,he,2018-10-28,afd,18.4,1,13.1
2018-10-28,he,2013-09-22,bsw,NA,0,NA
2023-10-08,he,2018-10-28,bsw,NA,0,NA
1946-12-01,he,NA,cdu,30.899999618530273,1,NA
1950-11-19,he,1946-12-01,cdu,18.799999237060547,1,30.899999618530273
1954-11-28,he,1950-11-19,cdu,24.100000381469727,1,18.799999237060547
1958-11-23,he,1954-11-28,cdu,32,1,24.100000381469727
1962-11-11,he,1958-11-23,cdu,28.799999237060547,1,32
1966-11-06,he,1962-11-11,cdu,26.399999618530273,1,28.799999237060547
1970-11-08,he,1966-11-06,cdu,39.70000076293945,1,26.399999618530273
1974-10-27,he,1970-11-08,cdu,47.29999923706055,1,39.70000076293945
1978-10-08,he,1974-10-27,cdu,46,1,47.29999923706055
1982-09-26,he,1978-10-08,cdu,45.599998474121094,1,46
1983-09-25,he,1982-09-26,cdu,39.400001525878906,1,45.599998474121094
1987-04-05,he,1983-09-25,cdu,42.099998474121094,1,39.400001525878906
1991-01-20,he,1987-04-05,cdu,40.20000076293945,1,42.099998474121094
1995-02-19,he,1991-01-20,cdu,39.20000076293945,1,40.20000076293945
1999-02-07,he,1995-02-19,cdu,43.400001525878906,1,39.20000076293945
2003-02-02,he,1999-02-07,cdu,48.79999923706055,1,43.400001525878906
2008-01-27,he,2003-02-02,cdu,36.79999923706055,1,48.79999923706055
2009-01-18,he,2008-01-27,cdu,37.20000076293945,1,36.79999923706055
2013-09-22,he,2009-01-18,cdu,38.29999923706055,1,37.20000076293945
2018-10-28,he,2013-09-22,cdu,27,1,38.29999923706055
2023-10-08,he,2018-10-28,cdu,34.6,1,27
1946-12-01,he,NA,fdp,15.699999809265137,1,NA
1950-11-19,he,1946-12-01,fdp,31.799999237060547,1,15.699999809265137
1954-11-28,he,1950-11-19,fdp,20.5,1,31.799999237060547
1958-11-23,he,1954-11-28,fdp,9.5,1,20.5
1962-11-11,he,1958-11-23,fdp,11.399999618530273,1,9.5
1966-11-06,he,1962-11-11,fdp,10.399999618530273,1,11.399999618530273
1970-11-08,he,1966-11-06,fdp,10.100000381469727,1,10.399999618530273
1974-10-27,he,1970-11-08,fdp,7.400000095367432,1,10.100000381469727
1978-10-08,he,1974-10-27,fdp,6.599999904632568,1,7.400000095367432
1982-09-26,he,1978-10-08,fdp,3.0999999046325684,1,6.599999904632568
1983-09-25,he,1982-09-26,fdp,7.599999904632568,1,3.0999999046325684
1987-04-05,he,1983-09-25,fdp,7.800000190734863,1,7.599999904632568
1991-01-20,he,1987-04-05,fdp,7.400000095367432,1,7.800000190734863
1995-02-19,he,1991-01-20,fdp,7.400000095367432,1,7.400000095367432
1999-02-07,he,1995-02-19,fdp,5.099999904632568,1,7.400000095367432
2003-02-02,he,1999-02-07,fdp,7.900000095367432,1,5.099999904632568
2008-01-27,he,2003-02-02,fdp,9.399999618530273,1,7.900000095367432
2009-01-18,he,2008-01-27,fdp,16.200000762939453,1,9.399999618530273
2013-09-22,he,2009-01-18,fdp,5,1,16.200000762939453
2018-10-28,he,2013-09-22,fdp,7.5,1,5
2023-10-08,he,2018-10-28,fdp,5,1,7.5
2018-10-28,he,2013-09-22,fw,3,1,NA
2023-10-08,he,2018-10-28,fw,3.5,1,3
1978-10-08,he,1974-10-27,gru,2,1,NA
1982-09-26,he,1978-10-08,gru,8,1,2
1983-09-25,he,1982-09-26,gru,5.900000095367432,1,8
1987-04-05,he,1983-09-25,gru,9.399999618530273,1,5.900000095367432
1991-01-20,he,1987-04-05,gru,8.800000190734863,1,9.399999618530273
