"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"23:47:08";2149;2141;"LAN";"15";"Sachsen-Anhalt";"U";1696568;958750;10886;947864;137958;485180;72225;72933;21807;70562;10465;1427;10382;5039;2461;5229;47443;1777;2976;12244;946506;193933;491785;99178;63928;26661;26566;9675;792;1683;580;573;232;26977;1694;430;1819;""
"Z";"07.09.2026";"00:20:46";511;481;"LAN";"15";"Sachsen-Anhalt";"B";0;329468;1820;327648;79490;78837;36168;44530;10829;42899;4500;427;3491;2209;924;1831;19403;883;1227;2905;326563;108483;78130;53142;34866;12578;17217;4609;316;1254;197;426;93;12878;830;327;1217;""
"Z";"07.09.2026";"00:20:46";2660;2622;"LAN";"15";"Sachsen-Anhalt";"";1696568;1288218;12706;1275512;217448;564017;108393;117463;32636;113461;14965;1854;13873;7248;3385;7060;66846;2660;4203;15149;1273069;302416;569915;152320;98794;39239;43783;14284;1108;2937;777;999;325;39855;2524;757;3036;""
"V";"06.09.2026";"21:47:17";57;57;"KRS";"15001";"Dessau-Roßlau, Stadt";"U";61152;34306;393;33913;5218;15430;2648;2968;959;3146;304;35;418;164;91;199;2163;42;128;500;33806;8314;16324;3497;2560;1414;1174;367;;;;;156;;;;;""
"V";"06.09.2026";"23:17:11";22;22;"KRS";"15001";"Dessau-Roßlau, Stadt";"B";0;12777;80;12697;3333;2704;1305;1741;493;1791;151;17;147;66;29;60;800;21;39;169;12608;5093;2801;1665;1302;759;776;153;;;;;59;;;;;""
"V";"06.09.2026";"23:17:11";79;79;"KRS";"15001";"Dessau-Roßlau, Stadt";"";61152;47083;473;46610;8551;18134;3953;4709;1452;4937;455;52;565;230;120;259;2963;63;167;669;46414;13407;19125;5162;3862;2173;1950;520;;;;;215;;;;;""
"Z";"06.09.2026";"23:25:19";126;125;"KRS";"15002";"Halle (Saale), Stadt";"U";173308;88455;934;87521;10722;32618;9124;9400;2336;15710;641;131;927;332;282;446;4387;140;325;1046;87409;15256;33064;18880;7799;2633;5507;385;;;;;;3691;;;194;""
"Z";"07.09.2026";"00:20:46";60;57;"KRS";"15002";"Halle (Saale), Stadt";"B";0;42459;188;42271;7426;6516;5636;6897;1388;10861;371;63;345;200;134;161;2038;84;151;268;42191;9979;6368;13202;5013;1624;3603;271;;;;;;2034;;;97;""
"Z";"07.09.2026";"00:20:46";186;182;"KRS";"15002";"Halle (Saale), Stadt";"";173308;130914;1122;129792;18148;39134;14760;16297;3724;26571;1012;194;1272;532;416;607;6425;224;476;1314;129600;25235;39432;32082;12812;4257;9110;656;;;;;;5725;;;291;""
"V";"06.09.2026";"22:10:38";148;148;"KRS";"15003";"Magdeburg, Landeshauptstadt";"U";176179;87741;833;86908;10925;36042;8587;8553;2170;12349;442;129;797;1211;254;691;4227;125;406;829;86912;18822;36539;13847;6180;2069;3311;;;1683;;573;;3635;;253;;""
