wkr,party,partei,name,source
26,spd,SPD,Larissa Wallner,https://verwaltung.dessau-rosslau.de/fileadmin/Verwaltungsportal_Dessau-Rosslau/Stadt_Buerger/Wahlen_und_Statistik/Wahlbekanntmachungen/2026_LTW/2026_07_27_Bekanntmachung_zugelassene_Kreiswahlvorschlaege.pdf
27,afd,AfD,Nadine Koppehel,https://www.oranienbaum-woerlitz.de/media/custom/3069_4371_1.PDF?1785240748
27,cdu,CDU/CSU,Karin Tschernich-Weiske,https://www.oranienbaum-woerlitz.de/media/custom/3069_4371_1.PDF?1785240748
27,fdp,FDP,Philipp Stavenow,https://www.oranienbaum-woerlitz.de/media/custom/3069_4371_1.PDF?1785240748
27,fw,FW,Holger Wenzel,https://www.oranienbaum-woerlitz.de/media/custom/3069_4371_1.PDF?1785240748
27,gruene,GRÜNE,Felix Fugmann,https://www.oranienbaum-woerlitz.de/media/custom/3069_4371_1.PDF?1785240748
27,linke,LINKE,Stine Rummel-Strebelow,https://www.oranienbaum-woerlitz.de/media/custom/3069_4371_1.PDF?1785240748
27,spd,SPD,Daniel Frank Kutsche,https://www.oranienbaum-woerlitz.de/media/custom/3069_4371_1.PDF?1785240748
28,afd,AfD,Daniel Roi,"https://www.anhalt-bitterfeld.de/datei/anzeigen/id/87050,1247/ltw2026_bekanntmachung_der_zugelassenen_bewerber_wahlkreise_22_23_und_28.pdf"
28,cdu,CDU/CSU,Lars-Jörn Zimmer,https://www.cdulsa.de/landtagswahl-2026
28,fdp,FDP,Guido Kosmehl,"https://www.lkjl.de/de/datei/download/id/97098,1239/15_20_2026_vom_31.07.2026.pdf"
28,gruene,GRÜNE,Janina Hampel,https://www.gruene-lsa.de/team2026/
28,linke,LINKE,Antonia Kaloff,"https://www.anhalt-bitterfeld.de/datei/anzeigen/id/87050,1247/ltw2026_bekanntmachung_der_zugelassenen_bewerber_wahlkreise_22_23_und_28.pdf"
28,spd,SPD,Katharina Kohl,https://spdsachsenanhalt.de/wahlkreise/
29,afd,AfD,Florian Schröder,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
29,cdu,CDU/CSU,Michael Scheffler,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
29,fdp,FDP,Dr. Maximilian Georg Philipp,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
29,gruene,GRÜNE,Sandra Sabine Lüder,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
29,linke,LINKE,Isabell Anton,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
29,spd,SPD,Danilo Pee-Moch,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
30,afd,AfD,Reiner Kretschmann,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
30,cdu,CDU/CSU,René Barthel,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
30,fdp,FDP,Kathrin Tarricone,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
30,gruene,GRÜNE,Lisa Mertens,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
30,linke,LINKE,Stefan Gebhardt,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
30,spd,SPD,Aick Pietschmann,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
31,afd,AfD,Andreas Gehlmann,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
31,cdu,CDU/CSU,Matthias Redlich,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
31,fdp,FDP,Karsten Pille,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
31,gruene,GRÜNE,Christine Reimann,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
31,linke,LINKE,André Röthel,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
31,spd,SPD,Friedrich Ruschke,https://www.mansfeldsuedharz.de/fileadmin/mediamanager/SampleFiles/Dokumente/Wahlen/Landtagswahl_2026_oeffentliche_Bekanntmachung_Zugelassene_Kreiswahlvorschlaege_270726.pdf
32,afd,AfD,Dr. Hans-Thomas Tillschneider,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
32,cdu,CDU/CSU,Eva Feußner,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
32,fdp,FDP,Ramona Hoyer,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
32,gruene,GRÜNE,Susanne Otto,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
32,linke,LINKE,Andreas Tschurn,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
32,spd,SPD,Raphael Coccejus,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
33,afd,AfD,Daniel Wald,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
33,cdu,CDU/CSU,Ilka Reckmann,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
33,fdp,FDP,Markus Göhricke,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
33,gruene,GRÜNE,Dennis Tobias Helmich,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
33,linke,LINKE,Leila Kim Eisfelder-Mylius,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
33,spd,SPD,Dr. Andreas Schmidt,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
34,afd,AfD,Gordon Köhler,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
34,bsw,BSW,László Müller,https://st.bsw-vg.de/landtagswahl-2026/
34,cdu,CDU/CSU,Frank Hartmut Uwe Bommersbach,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
34,fdp,FDP,Dirk Taschner,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
34,gruene,GRÜNE,Leon Lenny Elias Eisfelder-Mylius,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
34,linke,LINKE,Julia Mayer,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
34,spd,SPD,Ines Seeger,"https://wahlen.saalekreis.de/datei/anzeigen/id/1524,1165/bekanntmachung_zugelassene_kreiswahlvorschl_ge.pdf"
35,afd,AfD,Alexander Raue,https://halle.de/verwaltung-stadtrat/presseportal/nachrichten/nachricht/landtagswahl-wahlbenachrichtigungen-werden-verschickt-briefwahlunterlagen-koennen-online-beantragt-werden-wahlvorschlaege-zugelassen
35,bsw,BSW,Andreas Neubert,https://dubisthalle.de/laufend-fuer-die-menschen-unterwegs-bsw-direktkandidat-am-samstag-im-westen-von-halle-auf-tour/
35,cdu,CDU/CSU,Christian Albrecht,https://www.cdulsa.de/landtagswahl-2026
35,fdp,FDP,Annett Krake,https://halle.de/verwaltung-stadtrat/presseportal/nachrichten/nachricht/landtagswahl-wahlbenachrichtigungen-werden-verschickt-briefwahlunterlagen-koennen-online-beantragt-werden-wahlvorschlaege-zugelassen
35,gruene,GRÜNE,Lena Zehne,https://www.gruene-lsa.de/team2026/
35,linke,LINKE,Hendrik Lange,https://www.dielinke-sachsen-anhalt.de/wahlen/landtagswahl-2026/
35,spd,SPD,Dr. Christine Fuhrmann,https://spdsachsenanhalt.de/wahlkreise/
36,afd,AfD,Benedikt Weiß,https://halle.de/verwaltung-stadtrat/presseportal/nachrichten/nachricht/landtagswahl-wahlbenachrichtigungen-werden-verschickt-briefwahlunterlagen-koennen-online-beantragt-werden-wahlvorschlaege-zugelassen
36,bsw,BSW,Dr. Sylvia Winkelmann-Witkowsky,https://halle.de/verwaltung-stadtrat/presseportal/nachrichten/nachricht/landtagswahl-wahlbenachrichtigungen-werden-verschickt-briefwahlunterlagen-koennen-online-beantragt-werden-wahlvorschlaege-zugelassen
36,cdu,CDU/CSU,Marco Tullner,https://www.cdulsa.de/landtagswahl-2026
36,fdp,FDP,Torsten Schaper,https://halle.de/verwaltung-stadtrat/presseportal/nachrichten/nachricht/landtagswahl-wahlbenachrichtigungen-werden-verschickt-briefwahlunterlagen-koennen-online-beantragt-werden-wahlvorschlaege-zugelassen
36,gruene,GRÜNE,Mamad Mohamad,https://www.gruene-lsa.de/team2026/
36,linke,LINKE,Gitta Susann Hartenstein-Wiermann,https://www.dielinke-sachsen-anhalt.de/wahlen/landtagswahl-2026/
36,spd,SPD,Dr. Katja Pähle,https://spdsachsenanhalt.de/wahlkreise/
37,afd,AfD,Martin Sehrndt,https://halle.de/verwaltung-stadtrat/presseportal/nachrichten/nachricht/landtagswahl-wahlbenachrichtigungen-werden-verschickt-briefwahlunterlagen-koennen-online-beantragt-werden-wahlvorschlaege-zugelassen
37,bsw,BSW,Dr. Claudia Wittig,https://st.bsw-vg.de/landtagswahl-2026/
37,cdu,CDU/CSU,Kerstin Godenrath,https://www.cdulsa.de/landtagswahl-2026
37,fdp,FDP,Andreas Silbersack,https://halle.de/verwaltung-stadtrat/presseportal/nachrichten/nachricht/landtagswahl-wahlbenachrichtigungen-werden-verschickt-briefwahlunterlagen-koennen-online-beantragt-werden-wahlvorschlaege-zugelassen
37,gruene,GRÜNE,Wolfgang Aldag,https://www.gruene-lsa.de/team2026/
37,linke,LINKE,Jannik-Loris Balint,https://www.dielinke-sachsen-anhalt.de/wahlen/landtagswahl-2026/
37,spd,SPD,Stephan Scherf,https://spdsachsenanhalt.de/wahlkreise/
38,afd,AfD,Paul Backmund,https://halle.de/verwaltung-stadtrat/presseportal/nachrichten/nachricht/landtagswahl-wahlbenachrichtigungen-werden-verschickt-briefwahlunterlagen-koennen-online-beantragt-werden-wahlvorschlaege-zugelassen
38,bsw,BSW,Rudenz Schramm,https://st.bsw-vg.de/landtagswahl-2026/
38,cdu,CDU/CSU,Claudia Freia Schmidt,https://www.cdulsa.de/landtagswahl-2026
38,fdp,FDP,Tim Kehrwieder,https://halle.de/verwaltung-stadtrat/presseportal/nachrichten/nachricht/landtagswahl-wahlbenachrichtigungen-werden-verschickt-briefwahlunterlagen-koennen-online-beantragt-werden-wahlvorschlaege-zugelassen
38,gruene,GRÜNE,Nicole Walldorf,https://www.gruene-lsa.de/team2026/
38,linke,LINKE,Wenke Marie Dargel,https://www.dielinke-sachsen-anhalt.de/wahlen/landtagswahl-2026/
38,spd,SPD,Julius Neumann,https://spdsachsenanhalt.de/wahlkreise/
39,afd,AfD,Dirk Jonas,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
39,cdu,CDU/CSU,Elke Simon-Kuch,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
39,fdp,FDP,Maximilian Gludau,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
39,gruene,GRÜNE,Peter Paul Schneider,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
39,linke,LINKE,Eric Roman Stehr,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
39,spd,SPD,Jens Mende,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
40,afd,AfD,Juliane Waehler,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
40,cdu,CDU/CSU,Daniel Sturm,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
40,fdp,FDP,Gunnar Blache,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
40,gruene,GRÜNE,Stefan Garthoff,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
40,linke,LINKE,Michael Scholz,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
40,spd,SPD,Paul Kley,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
41,afd,AfD,Lothar Waehler,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
41,bsw,BSW,Andreas Holger Kendelbacher,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
41,cdu,CDU/CSU,Ulf Altmann,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
41,fdp,FDP,Birgit Kansy,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
41,fw,FW,Rebecca Resch,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
41,gruene,GRÜNE,Ralf Hönicke,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
41,linke,LINKE,Nicklas Kurzweil,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
41,spd,SPD,Stefan Schneider,https://www.mz.de/lokal/zeitz/im-wahlkreis-zeitz-treten-neun-direktkandidaten-zur-landtagswahl-an-4292200
