adresse,bezirk,art,wkr,gueltig,wber,truth_spd,base_spd,truth_cdu,base_cdu,truth_gruene,base_gruene,truth_linke,base_linke,truth_afd,base_afd,truth_fdp,base_fdp,truth_others,base_others
01W411,01,W,4,401.0,1093.0,13.217,23.504,16.459,11.752,33.416,22.009,16.958,16.239,3.491,9.402,6.234,6.838,10.224,10.256
01W412,01,W,4,339.0,868.0,20.944,22.115,13.864,11.058,32.448,25.721,17.994,15.865,6.195,9.375,1.475,6.49,7.08,9.375
01W413,01,W,4,264.0,802.0,14.773,23.2,19.318,13.067,27.273,23.467,21.591,14.667,3.409,9.6,1.894,5.067,11.742,10.933
01W414,01,W,4,321.0,821.0,14.642,21.554,14.019,8.271,35.514,29.825,17.134,17.293,4.361,7.519,3.427,3.258,10.903,12.281
01W415,01,W,4,355.0,835.0,13.239,22.886,12.958,11.443,38.873,26.368,17.746,17.662,5.07,5.721,3.38,5.97,8.732,9.95
01W416,01,W,4,365.0,990.0,18.082,23.387,18.356,17.339,28.493,21.371,16.164,15.121,3.014,8.669,4.658,3.831,11.233,10.282
01W417,01,W,4,362.0,1117.0,14.917,21.053,21.823,15.595,30.663,23.197,12.707,18.324,2.21,6.823,3.315,5.263,14.365,9.747
01W418,01,W,4,351.0,1129.0,18.803,21.896,17.949,12.415,26.211,27.314,16.809,15.124,6.268,10.609,3.704,3.612,10.256,9.029
01W419,01,W,4,492.0,1242.0,14.431,17.823,12.398,8.36,36.179,29.022,21.138,20.347,4.878,5.994,3.862,5.678,7.114,12.776
01W420,01,W,4,353.0,886.0,12.465,24.459,16.997,9.524,33.144,26.19,17.28,17.965,3.683,7.576,4.533,3.896,11.898,10.39
01W421,01,W,4,296.0,790.0,16.892,21.164,29.73,16.402,18.581,16.138,11.486,16.402,7.432,13.228,3.378,4.762,12.5,11.905
01W422,01,W,4,340.0,971.0,10.588,18.481,18.824,12.152,35.882,28.354,15.882,20.506,3.824,6.582,3.824,4.304,11.176,9.62
01W423,01,W,4,309.0,932.0,21.359,24.725,27.508,18.132,17.476,14.835,10.68,14.835,10.356,9.89,3.56,6.319,9.061,11.264
01W424,01,W,4,389.0,1201.0,15.938,22.442,15.938,8.977,29.563,21.364,19.28,18.133,6.17,11.67,2.828,5.027,10.283,12.388
01W425,01,W,4,473.0,1267.0,13.742,20.912,11.205,9.748,30.867,24.843,23.679,20.755,6.342,7.704,3.383,4.717,10.782,11.321
01W426,01,W,4,389.0,1213.0,11.311,20.36,10.026,7.568,35.99,27.027,24.165,21.081,5.656,7.928,1.799,4.324,11.054,11.712
01W427,01,W,4,315.0,896.0,16.508,24.804,13.333,14.883,25.397,22.454,20.635,16.188,6.984,7.572,5.714,3.394,11.429,10.705
01W428,01,W,4,310.0,791.0,16.774,21.302,13.548,9.172,30.323,26.627,22.581,15.976,6.129,7.988,1.613,4.142,9.032,14.793
01W500,01,W,5,267.0,955.0,20.974,23.25,28.839,15.0,9.363,10.75,9.738,12.0,11.985,21.5,7.116,6.25,11.985,11.25
01W501,01,W,5,267.0,772.0,25.468,25.956,30.712,18.033,10.112,10.656,8.24,10.109,10.487,18.306,5.618,7.65,9.363,9.29
01W502,01,W,5,138.0,476.0,27.536,32.735,31.884,17.04,8.696,7.623,11.594,11.659,13.768,17.489,1.449,4.036,5.072,9.417
01W503,01,W,5,375.0,972.0,28.533,32.177,40.533,27.938,5.067,6.936,7.733,6.744,10.933,15.8,1.867,4.624,5.333,5.78
01W504,01,W,5,176.0,649.0,18.182,25.704,26.705,17.958,11.932,13.732,11.932,14.437,11.364,12.324,3.977,4.93,15.909,10.915
01W505,01,W,5,282.0,873.0,18.44,27.551,21.986,9.949,21.277,13.265,12.766,13.776,11.702,18.367,3.901,3.571,9.929,13.52
01W506,01,W,5,349.0,946.0,20.63,27.586,40.115,24.138,8.883,11.494,6.304,8.506,11.748,14.023,3.725,7.586,8.596,6.667
01W507,01,W,5,371.0,1342.0,19.407,26.577,25.876,18.769,16.981,12.012,11.86,12.913,12.668,13.964,5.391,4.054,7.817,11.712
01W508,01,W,5,405.0,1121.0,24.444,27.604,26.42,16.667,14.074,14.757,9.877,9.375,11.358,15.799,2.469,5.035,11.358,10.764
01W509,01,W,5,339.0,1104.0,18.289,30.505,33.628,16.364,13.274,9.495,8.85,9.899,13.274,21.414,3.835,3.434,8.85,8.889
01W510,01,W,5,311.0,992.0,16.72,22.93,29.582,15.924,6.752,7.219,10.932,10.191,19.614,26.539,3.859,4.883,12.54,12.314
01W511,01,W,5,295.0,1054.0,20.339,24.678,30.508,15.451,6.102,7.725,5.763,10.3,22.712,22.318,3.39,4.292,11.186,15.236
01W512,01,W,5,236.0,1057.0,18.22,22.135,16.949,11.719,19.915,15.104,18.22,17.188,13.559,18.49,2.542,3.385,10.593,11.979
01W513,01,W,5,417.0,1284.0,16.787,21.589,12.47,12.263,26.379,17.444,23.501,18.653,6.715,10.708,3.357,3.282,10.791,16.062
01W514,01,W,5,319.0,963.0,12.539,23.785,25.078,12.276,19.749,21.228,20.063,10.997,9.091,11.253,0.94,5.371,12.539,15.09
01W515,01,W,5,381.0,1247.0,13.123,25.042,22.31,15.462,22.31,18.319,15.223,14.958,11.549,11.933,2.625,3.193,12.861,11.092
01W516,01,W,5,270.0,919.0,17.037,22.005,19.259,10.024,22.963,18.826,15.556,16.626,6.296,13.447,5.556,6.112,13.333,12.958
01W517,01,W,5,387.0,1286.0,20.93,21.486,16.279,12.851,23.773,18.474,15.762,16.064,11.111,15.261,3.359,4.819,8.786,11.044
01W518,01,W,5,342.0,1259.0,14.62,24.026,16.374,9.957,28.07,24.026,23.099,18.615,4.094,7.143,2.339,4.762,11.404,11.472
01W519,01,W,5,506.0,1362.0,14.822,21.533,13.636,8.483,27.866,22.838,23.715,22.349,6.719,9.788,2.174,4.078,11.067,10.93
01W520,01,W,5,386.0,1330.0,13.731,23.116,12.435,8.04,30.829,25.628,23.316,21.441,3.627,5.36,1.295,2.178,14.767,14.238
01W521,01,W,5,156.0,1018.0,22.436,33.412,25.641,19.905,9.615,6.398,13.462,8.768,19.231,19.668,2.564,3.555,7.051,8.294
01W522,01,W,5,310.0,848.0,17.097,21.932,24.516,18.799,24.194,24.282,14.194,11.749,7.419,8.877,4.839,5.483,7.742,8.877
01W523,01,W,5,170.0,654.0,21.176,29.97,42.941,23.145,10.0,6.231,7.059,6.231,7.647,18.694,2.941,7.418,8.235,8.309
01W524,01,W,5,242.0,833.0,13.223,20.325,18.595,17.073,33.471,19.241,15.289,13.821,8.678,13.821,2.893,4.336,7.851,11.382
01W525,01,W,5,264.0,786.0,14.015,20.968,7.576,9.14,31.061,25.0,25.379,25.538,5.303,7.258,4.545,3.763,12.121,8.333
01W526,01,W,5,432.0,1414.0,9.259,20.031,12.037,7.981,33.333,26.761,21.528,20.031,7.639,8.294,2.778,3.13,13.426,13.772
01W600,01,W,6,343.0,1326.0,12.245,21.429,12.828,10.989,28.28,20.33,22.449,20.33,6.122,9.341,3.499,3.846,14.577,13.736
01W601,01,W,6,298.0,798.0,20.47,30.631,27.517,12.913,19.128,11.712,13.758,12.613,5.705,15.315,2.349,3.904,11.074,12.913
01W602,01,W,6,474.0,1110.0,16.878,20.442,11.181,9.208,28.27,22.099,20.042,22.099,9.283,12.707,2.954,3.499,11.392,9.945
01W603,01,W,6,287.0,838.0,16.028,15.513,9.408,8.353,31.01,24.582,25.087,23.866,4.181,9.547,2.787,2.387,11.498,15.752
01W604,01,W,6,216.0,836.0,20.833,31.111,19.444,8.889,18.519,11.852,17.13,13.333,11.111,16.667,0.926,2.593,12.037,15.556
01W605,01,W,6,294.0,998.0,13.265,20.854,20.068,17.839,23.469,13.317,21.088,16.583,8.503,13.317,2.721,6.03,10.884,12.06
01W606,01,W,6,239.0,764.0,12.552,18.551,15.9,13.043,25.105,18.841,13.808,21.159,12.971,12.464,1.674,3.188,17.992,12.754
01W607,01,W,6,188.0,790.0,11.702,17.375,11.17,3.861,29.787,16.988,28.723,30.116,7.447,9.653,1.064,3.089,10.106,18.919
01W608,01,W,6,286.0,990.0,11.538,21.798,13.287,8.447,27.273,23.978,26.573,25.341,4.545,5.995,1.748,4.36,15.035,10.082
01W609,01,W,6,333.0,1117.0,15.916,24.681,12.613,7.447,24.324,21.915,25.826,21.915,5.706,9.362,3.003,1.277,12.613,13.404
01W610,01,W,6,308.0,1142.0,14.61,18.274,12.987,7.614,25.0,21.066,26.299,24.873,5.195,8.122,3.571,2.284,12.338,17.766
01W611,01,W,6,350.0,1292.0,14.286,20.817,10.286,9.144,27.429,19.844,26.0,22.568,5.143,10.117,3.429,4.864,13.429,12.646
01W612,01,W,6,242.0,1000.0,16.942,20.625,9.917,9.688,28.099,25.312,28.099,21.25,2.479,7.5,3.306,4.062,11.157,11.562
01W613,01,W,6,387.0,1346.0,10.594,19.964,15.762,9.982,35.401,23.956,21.189,19.419,3.618,7.26,2.326,4.174,11.111,15.245
01W614,01,W,6,454.0,1154.0,13.216,21.756,21.586,12.405,21.145,16.221,16.3,16.031,9.912,16.412,3.084,4.389,14.758,12.786
01W615,01,W,6,216.0,881.0,15.278,27.059,14.352,10.588,24.537,21.471,30.556,17.353,3.704,10.588,2.778,3.235,8.796,9.706
01W616,01,W,6,343.0,1027.0,11.37,17.063,7.289,6.911,33.528,26.134,26.822,22.678,4.373,8.207,1.166,3.24,15.452,15.767
01W617,01,W,6,308.0,929.0,15.909,22.139,10.714,9.701,34.091,16.915,20.455,20.149,5.844,12.438,1.623,3.731,11.364,14.925
01W618,01,W,6,496.0,1437.0,20.968,26.667,14.919,10.702,29.234,24.737,19.153,17.368,3.629,5.263,1.613,3.333,10.484,11.93
01W619,01,W,6,384.0,1117.0,17.969,24.581,17.188,10.428,23.958,19.553,19.271,19.367,6.25,11.359,2.344,3.724,13.021,10.987
01W620,01,W,6,261.0,1025.0,9.195,19.888,16.092,12.045,32.567,24.93,22.989,17.087,4.981,7.283,3.065,3.081,11.111,15.686
01W621,01,W,6,195.0,969.0,17.949,29.08,14.359,9.496,25.641,21.068,26.154,16.914,1.538,6.528,2.564,2.077,11.795,14.837
01W622,01,W,6,159.0,640.0,14.465,22.768,16.981,10.714,24.528,12.5,21.384,21.429,10.692,18.75,3.774,3.571,8.176,10.268
01W623,01,W,6,262.0,898.0,12.214,22.745,14.885,6.667,32.443,22.745,19.847,18.431,3.817,9.02,5.725,3.137,11.069,17.255
01W624,01,W,6,304.0,1230.0,21.382,27.518,19.408,9.582,23.355,17.445,14.803,15.971,7.566,12.776,1.316,3.931,12.171,12.776
01W625,01,W,6,306.0,969.0,19.935,28.205,18.627,12.564,21.895,16.667,17.647,14.872,7.19,8.462,4.575,6.154,10.131,13.077
01W700,01,W,7,220.0,854.0,14.545,21.875,17.273,7.986,27.727,27.083,20.455,18.403,5.455,10.764,3.636,2.083,10.909,11.806
01W701,01,W,7,379.0,1221.0,11.082,18.9,12.137,7.388,32.718,27.32,26.121,23.196,5.805,4.296,1.319,4.467,10.818,14.433
01W702,01,W,7,305.0,1029.0,16.721,19.949,19.344,7.576,27.213,23.485,19.016,23.232,5.902,8.586,1.967,4.293,9.836,12.879
01W703,01,W,7,348.0,1055.0,21.552,20.147,20.402,14.496,25.0,19.41,16.667,19.165,6.322,10.319,2.874,5.16,7.184,11.302
01W704,01,W,7,244.0,810.0,13.934,21.858,13.525,7.377,31.557,26.503,26.639,23.224,2.459,7.377,2.049,2.459,9.836,11.202
01W705,01,W,7,312.0,921.0,12.5,15.604,7.692,6.374,36.538,28.352,24.038,26.374,3.846,5.934,2.564,4.176,12.821,13.187
01W706,01,W,7,414.0,1176.0,12.319,24.528,10.628,8.302,37.198,27.17,21.256,19.623,5.072,4.717,3.14,4.151,10.386,11.509
01W707,01,W,7,394.0,1158.0,13.452,19.79,7.868,6.13,36.041,25.394,21.827,18.739,4.569,12.084,4.061,3.853,12.183,14.011
01W708,01,W,7,335.0,1061.0,12.239,24.841,17.313,9.979,29.552,26.964,19.403,14.225,6.269,7.006,5.373,6.369,9.851,10.616
01W709,01,W,7,384.0,1147.0,17.448,21.818,13.542,7.5,27.083,24.091,19.792,20.0,5.729,8.182,4.167,4.091,12.24,14.318
01W710,01,W,7,386.0,1287.0,14.249,21.489,15.026,12.553,30.311,18.511,19.689,16.17,4.404,11.915,4.663,7.021,11.658,12.34
01W711,01,W,7,348.0,1165.0,12.931,24.449,13.793,12.115,34.195,22.026,20.977,16.3,5.46,8.37,1.437,5.507,11.207,11.233
01W712,01,W,7,415.0,1383.0,15.181,27.059,13.012,11.961,29.88,21.569,19.277,19.608,5.06,6.863,3.133,2.745,14.458,10.196
01W713,01,W,7,249.0,875.0,20.482,26.582,20.08,15.506,21.687,12.342,14.859,16.139,9.237,14.557,4.016,5.38,9.639,9.494
01W714,01,W,7,310.0,1071.0,15.161,24.318,20.0,13.151,25.484,18.362,20.323,19.107,7.419,10.174,3.226,4.715,8.387,10.174
01W715,01,W,7,300.0,1149.0,12.667,27.292,25.667,16.205,21.333,13.646,18.0,13.22,10.0,13.433,3.333,4.691,9.0,11.514
01W716,01,W,7,297.0,948.0,18.182,24.658,27.946,16.164,19.192,22.466,13.131,14.795,6.397,7.671,5.051,3.562,10.101,10.685
01W717,01,W,7,335.0,1123.0,21.791,28.817,24.179,16.129,14.627,10.753,16.418,16.559,7.164,16.129,3.881,3.226,11.94,8.387
01W718,01,W,7,242.0,848.0,20.661,34.948,21.901,11.073,16.942,17.301,16.529,17.647,5.785,7.612,3.719,1.384,14.463,10.035
01W719,01,W,7,232.0,940.0,24.138,33.989,30.603,15.449,6.466,8.989,12.069,17.697,10.776,12.921,4.31,3.652,11.638,7.303
01W720,01,W,7,477.0,1326.0,16.562,26.857,29.14,16.381,19.078,16.571,12.998,11.81,7.966,14.286,3.983,4.571,10.273,9.524
01W721,01,W,7,386.0,1496.0,21.244,38.05,19.948,9.434,25.389,9.748,11.658,18.239,4.404,11.321,6.736,2.83,10.622,10.377
01W722,01,W,7,349.0,990.0,20.917,26.556,17.479,10.788,18.338,15.353,17.479,17.842,9.456,11.203,3.438,2.905,12.894,15.353
01W723,01,W,7,434.0,1307.0,18.894,25.373,21.429,13.246,18.433,15.299,19.124,20.149,10.138,11.754,2.995,5.597,8.986,8.582
01W724,01,W,7,243.0,865.0,18.519,27.684,25.514,15.537,16.461,14.689,13.992,16.102,11.111,16.384,2.881,3.39,11.523,6.215
01W725,01,W,7,280.0,1066.0,23.214,31.106,21.786,16.359,15.714,12.673,15.0,13.364,9.643,12.673,3.571,4.608,11.071,9.217
02B1A,02,B,8,163.0,0.0,18.405,17.391,17.178,9.179,32.515,27.053,15.951,19.324,2.454,6.763,4.294,5.314,9.202,14.976
02B1AA,02,B,8,385.0,0.0,13.766,17.736,10.39,8.302,44.675,32.075,15.065,19.623,1.818,4.906,2.857,4.528,11.429,12.83
02B1AB,02,B,8,460.0,0.0,13.696,19.547,21.522,11.048,39.13,30.028,9.565,16.147,1.522,7.082,5.87,5.382,8.696,10.765
02B1B,02,B,8,183.0,0.0,14.754,18.056,30.055,9.259,31.148,26.852,12.568,18.981,2.186,6.944,5.464,5.556,3.825,14.352
02B1C,02,B,8,122.0,0.0,22.951,16.949,23.77,9.04,22.131,27.684,10.656,19.774,7.377,5.65,3.279,4.52,9.836,16.384
02B1D,02,B,8,119.0,0.0,12.605,16.76,21.008,8.939,32.773,27.374,15.126,19.553,5.042,6.145,7.563,5.028,5.882,16.201
02B1E,02,B,8,169.0,0.0,20.118,16.575,27.219,8.287,18.343,28.177,21.302,20.994,1.183,5.525,3.55,4.42,8.284,16.022
02B1F,02,B,8,269.0,0.0,17.472,16.588,26.394,8.531,23.792,28.91,17.844,20.853,2.602,6.161,4.833,4.739,7.063,14.218
02B1G,02,B,8,421.0,0.0,13.064,16.76,24.941,8.38,33.729,28.492,6.888,20.67,4.038,5.028,10.926,4.469,6.413,16.201
02B1H,02,B,8,313.0,0.0,13.419,17.227,12.141,9.664,45.687,29.832,15.335,19.328,3.514,5.462,2.556,5.462,7.348,13.025
02B1J,02,B,8,374.0,0.0,17.914,17.568,14.973,9.459,39.037,29.73,14.171,19.369,1.872,5.405,4.545,5.405,7.487,13.063
02B1K,02,B,8,271.0,0.0,12.177,16.837,10.332,8.163,44.28,29.082,18.819,20.918,2.583,5.612,4.059,4.592,7.749,14.796
02B1L,02,B,8,368.0,0.0,16.576,17.625,15.489,8.046,34.239,32.184,17.391,20.69,1.63,4.215,4.348,4.598,10.326,12.644
02B1M,02,B,8,287.0,0.0,13.589,16.418,12.892,8.955,43.902,31.841,13.24,19.9,0.697,4.975,6.62,4.478,9.059,13.433
02B1N,02,B,8,488.0,0.0,16.393,17.2,11.066,8.4,42.828,34.4,14.959,19.6,2.049,4.0,4.713,4.8,7.992,11.6
02B1P,02,B,8,301.0,0.0,12.957,16.592,9.635,8.072,40.864,34.081,20.93,20.179,0.664,4.484,2.99,4.036,11.96,12.556
02B1Q,02,B,8,273.0,0.0,13.553,16.379,8.791,8.19,43.956,34.052,18.681,19.828,1.465,4.741,4.396,4.31,9.158,12.5
02B1R,02,B,8,346.0,0.0,17.341,17.972,13.584,8.756,40.751,31.336,12.717,19.816,2.023,5.069,3.179,4.608,10.405,12.442
02B1S,02,B,8,228.0,0.0,18.421,16.667,13.158,8.081,39.035,31.818,14.035,20.202,1.754,5.051,2.193,4.545,11.404,13.636
02B1T,02,B,8,189.0,0.0,19.577,17.085,8.995,8.04,38.624,31.156,21.164,20.603,1.058,4.523,2.646,5.025,7.937,13.568
02B1U,02,B,8,214.0,0.0,14.019,16.667,10.748,7.778,43.925,30.556,19.626,21.111,2.804,5.0,3.271,4.444,5.607,14.444
02B1V,02,B,8,273.0,0.0,16.484,17.347,9.158,7.653,40.293,31.633,16.117,20.918,2.198,4.592,2.93,5.102,12.821,12.755
02B1W,02,B,8,371.0,0.0,15.364,17.29,13.747,9.346,39.892,30.841,15.364,20.093,2.156,5.607,3.774,5.14,9.704,11.682
02B1X,02,B,8,454.0,0.0,15.859,17.204,9.912,9.14,48.678,29.57,14.978,20.43,0.881,5.376,1.982,4.839,7.709,13.441
02B1Y,02,B,8,261.0,0.0,14.559,17.674,13.41,8.372,40.613,31.628,15.326,20.465,1.149,5.116,5.747,4.651,9.195,12.093
02B1Z,02,B,8,250.0,0.0,12.0,17.098,13.6,8.29,45.2,30.57,14.4,20.725,1.6,5.181,5.2,4.663,8.0,13.472
02B2A,02,B,9,206.0,0.0,13.592,16.279,7.767,7.442,41.748,32.558,23.301,21.395,1.456,4.651,3.398,4.186,8.738,13.488
02B2B,02,B,9,245.0,0.0,6.939,16.23,8.98,7.33,40.816,31.937,27.755,22.513,0.408,4.712,3.673,4.188,11.429,13.089
02B2C,02,B,9,234.0,0.0,12.393,15.764,8.547,7.389,40.171,31.527,26.496,22.66,1.282,4.433,3.419,4.433,7.692,13.793
02B2D,02,B,9,214.0,0.0,10.28,15.64,5.607,7.109,39.252,32.227,31.776,23.223,0.0,4.265,2.336,4.265,10.748,13.27
02B2E,02,B,9,224.0,0.0,12.5,15.707,6.25,7.33,38.393,31.414,29.464,22.513,0.893,4.712,2.232,4.188,10.268,14.136
02B2F,02,B,9,212.0,0.0,9.434,15.982,8.491,7.306,39.623,33.333,31.132,21.461,1.415,4.566,4.717,4.11,5.189,13.242
02B2G,02,B,9,260.0,0.0,7.308,15.2,13.077,8.0,41.538,33.6,23.462,21.2,1.154,4.8,3.846,4.4,9.615,12.8
02B2H,02,B,9,268.0,0.0,11.94,15.455,11.94,8.182,41.418,32.727,20.522,21.364,1.493,5.0,5.224,4.545,7.463,12.727
02B2J,02,B,9,274.0,0.0,11.314,15.668,8.029,7.834,40.511,32.719,24.453,21.198,2.19,5.069,2.19,4.608,11.314,12.903
02B2K,02,B,9,303.0,0.0,7.921,16.901,6.601,8.451,44.554,32.394,28.713,20.657,0.66,4.225,1.65,4.225,9.901,13.146
02B2L,02,B,9,263.0,0.0,11.787,16.8,5.323,8.4,44.106,33.6,26.996,20.8,1.141,4.4,3.042,4.0,7.605,12.0
02B2M,02,B,9,225.0,0.0,17.333,16.754,7.556,8.377,42.222,31.414,19.556,20.419,1.778,4.712,1.333,4.188,10.222,14.136
02B2N,02,B,9,247.0,0.0,10.526,17.928,7.692,6.773,43.32,32.669,24.291,20.717,1.619,3.984,2.024,3.586,10.526,14.343
02B2P,02,B,9,164.0,0.0,13.415,17.127,6.707,7.735,34.756,30.939,26.22,20.994,3.659,4.972,4.878,4.42,10.366,13.812
02B2Q,02,B,9,328.0,0.0,15.549,17.004,10.061,7.287,34.146,33.603,23.171,20.648,1.829,4.858,4.573,4.858,10.671,11.741
02B2R,02,B,9,278.0,0.0,10.432,16.931,9.712,7.407,50.0,31.746,16.187,20.635,1.079,4.762,3.597,4.762,8.993,13.757
02B2S,02,B,9,305.0,0.0,11.148,16.908,10.492,7.729,45.574,32.367,22.295,20.29,0.656,4.831,0.984,4.831,8.852,13.043
02B2T,02,B,9,225.0,0.0,15.556,16.842,9.333,7.895,38.222,31.579,19.111,20.526,3.111,4.737,3.111,4.737,11.556,13.684
02B2U,02,B,9,301.0,0.0,8.97,16.878,11.296,7.173,46.179,34.177,16.611,20.675,1.329,4.641,2.658,4.641,12.957,11.814
02B2V,02,B,9,191.0,0.0,8.901,17.0,5.759,8.0,46.073,30.5,21.99,21.5,0.524,4.5,3.665,5.0,13.089,13.5
02B2W,02,B,9,208.0,0.0,11.538,17.352,8.654,7.763,48.558,31.05,16.827,21.461,1.442,4.566,3.365,5.023,9.615,12.785
02B2X,02,B,9,119.0,0.0,10.924,17.204,24.37,8.065,32.773,30.108,16.807,21.505,0.0,4.839,4.202,4.839,10.924,13.441
02B2Y,02,B,9,467.0,0.0,16.06,17.848,11.777,7.349,40.257,38.32,18.63,17.323,1.285,6.037,3.212,4.724,8.779,8.399
02B2Z,02,B,9,436.0,0.0,18.349,17.958,13.073,7.746,38.761,36.268,17.202,18.31,1.606,5.986,3.44,4.577,7.569,9.155
02B3A,02,B,10,304.0,0.0,13.487,16.406,6.908,9.375,48.355,35.156,17.105,18.75,1.974,4.688,5.592,5.078,6.579,10.547
02B3AA,02,B,10,259.0,0.0,14.672,17.241,5.019,8.046,45.56,30.46,20.463,21.264,0.386,5.172,1.931,4.598,11.969,13.218
02B3AB,02,B,10,236.0,0.0,15.678,17.01,10.593,8.247,39.831,31.443,19.915,21.134,2.119,4.639,3.814,5.155,8.051,12.371
02B3B,02,B,10,379.0,0.0,15.567,17.012,19.525,8.714,39.314,33.195,14.248,19.502,1.055,4.979,3.694,5.394,6.596,11.203
02B3C,02,B,10,301.0,0.0,17.276,17.085,10.631,8.04,37.874,32.663,19.601,20.101,3.322,5.025,1.993,5.025,9.302,12.06
02B3D,02,B,10,270.0,0.0,11.111,16.923,11.481,8.205,47.037,31.795,14.444,20.513,0.37,5.128,6.296,5.128,9.259,12.308
02B3E,02,B,10,301.0,0.0,12.957,17.062,8.306,8.057,51.827,32.227,14.618,20.379,0.997,5.213,4.319,5.213,6.977,11.848
02B3F,02,B,10,251.0,0.0,15.139,17.073,10.359,7.805,42.231,32.683,19.92,20.488,1.195,5.366,1.992,4.878,9.163,11.707
02B3G,02,B,10,103.0,0.0,16.505,17.01,7.767,8.763,31.068,31.443,19.417,20.103,6.796,5.155,1.942,5.155,16.505,12.371
02B3H,02,B,10,220.0,0.0,16.818,17.919,13.636,9.827,32.273,28.324,15.0,20.231,4.091,5.78,7.727,5.202,10.455,12.717
02B3J,02,B,10,130.0,0.0,13.846,17.816,18.462,9.77,37.692,28.736,14.615,20.115,2.308,5.747,3.077,5.172,10.0,12.644
02B3K,02,B,10,226.0,0.0,23.009,18.079,25.664,9.605,30.531,29.379,7.522,20.339,2.212,5.65,4.867,4.52,6.195,12.429
02B3L,02,B,10,179.0,0.0,17.877,18.135,16.201,10.881,36.313,28.497,9.497,19.171,6.704,6.218,3.352,5.699,10.056,11.399
02B3M,02,B,10,257.0,0.0,14.786,18.227,15.175,9.852,26.848,29.064,18.288,19.704,4.669,5.911,4.28,4.926,15.953,12.315
02B3N,02,B,10,171.0,0.0,24.561,18.519,26.901,10.053,12.281,28.042,13.45,20.106,6.433,6.349,2.924,5.291,13.45,11.64
02B3P,02,B,10,142.0,0.0,13.38,16.97,23.239,9.091,27.465,29.091,22.535,21.212,4.93,5.455,0.0,4.848,8.451,13.333
02B3Q,02,B,10,146.0,0.0,19.178,17.442,23.288,8.721,21.918,29.651,16.438,21.512,4.11,5.233,2.74,4.651,12.329,12.791
02B3R,02,B,10,209.0,0.0,9.569,15.736,9.569,8.122,36.364,30.964,32.536,22.843,0.0,5.076,1.435,4.061,10.526,13.198
02B3S,02,B,10,189.0,0.0,11.111,17.553,10.053,9.574,46.561,29.255,22.222,20.213,2.116,5.851,1.058,4.787,6.878,12.766
02B3T,02,B,10,210.0,0.0,13.81,16.757,9.048,8.108,43.333,31.351,20.952,21.622,0.952,4.865,0.952,4.865,10.952,12.432
02B3U,02,B,10,192.0,0.0,9.896,16.667,5.729,8.333,41.667,30.952,31.25,22.024,1.562,5.357,1.042,4.762,8.854,11.905
02B3V,02,B,10,163.0,0.0,12.883,16.304,7.362,8.152,37.423,30.978,25.153,22.826,0.613,5.435,1.227,4.348,15.337,11.957
02B3W,02,B,10,158.0,0.0,6.962,16.757,12.025,8.108,34.81,31.892,31.013,21.622,0.633,4.865,0.633,4.865,13.924,11.892
02B3X,02,B,10,233.0,0.0,10.73,17.188,9.013,7.812,34.764,32.292,30.472,21.875,2.146,4.688,1.717,4.688,11.159,11.458
02B3Y,02,B,10,252.0,0.0,11.508,16.827,9.127,8.654,41.667,32.212,24.206,21.635,1.984,4.808,1.984,5.288,9.524,10.577
02B3Z,02,B,10,196.0,0.0,22.449,16.827,14.286,8.654,33.163,32.212,17.857,21.635,1.531,4.808,1.02,5.288,9.694,10.577
02B4A,02,B,11,250.0,0.0,17.2,17.339,21.6,9.274,14.0,21.774,26.4,31.452,6.8,8.065,4.4,4.032,9.6,8.065
02B4AA,02,B,11,387.0,0.0,11.111,19.466,11.886,8.779,37.984,27.099,19.121,22.901,3.359,6.87,3.359,4.58,13.178,10.305
02B4AB,02,B,11,395.0,0.0,12.405,17.427,15.696,8.299,35.696,31.95,20.0,21.992,1.772,4.564,4.304,4.979,10.127,10.788
02B4AC,02,B,11,267.0,0.0,18.352,18.5,23.596,9.5,30.337,26.0,11.236,24.0,2.247,7.0,3.745,5.0,10.487,10.0
02B4B,02,B,11,250.0,0.0,19.2,17.255,28.8,9.02,7.6,21.569,30.8,32.157,8.4,8.235,1.2,3.922,4.0,7.843
02B4C,02,B,11,305.0,0.0,22.951,18.289,22.623,9.145,13.115,16.814,22.951,32.743,5.574,11.209,2.623,3.245,10.164,8.555
02B4D,02,B,11,282.0,0.0,15.603,18.304,23.759,10.714,8.156,24.107,24.113,25.446,11.702,6.696,3.546,5.357,13.121,9.375
02B4E,02,B,11,301.0,0.0,17.608,18.557,16.611,8.763,28.571,26.289,22.259,25.258,5.648,6.701,2.326,4.639,6.977,9.794
02B4F,02,B,11,249.0,0.0,14.859,17.989,11.647,10.053,27.711,26.984,22.088,23.81,4.418,5.82,5.622,5.291,13.655,10.053
02B4G,02,B,11,203.0,0.0,15.271,17.683,12.315,8.537,26.601,29.268,22.167,22.561,6.404,5.488,2.463,4.878,14.778,11.585
02B4H,02,B,11,285.0,0.0,17.895,17.742,17.895,10.215,27.018,27.419,14.035,23.656,3.158,5.914,9.123,5.376,10.877,9.677
02B4J,02,B,11,327.0,0.0,22.63,18.702,20.489,11.45,22.324,25.954,16.514,23.282,5.199,6.489,3.058,4.962,9.786,9.16
