"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"21:15:56";2149;1924;"LAN";"15";"Sachsen-Anhalt";"U";1460795;829673;9281;820392;119769;420724;61980;62807;19013;60773;8920;1202;8892;4420;2058;4582;41194;1501;2557;10551;819122;168355;426754;85427;55056;23427;22783;7761;591;1530;406;539;122;23231;1487;390;1263;""
"Z";"06.09.2026";"21:15:12";511;332;"LAN";"15";"Sachsen-Anhalt";"B";0;213645;1173;212472;50911;49316;23968;29171;6939;29890;2793;274;2225;1496;591;1209;12309;585;795;1906;211739;70814;49085;36574;22161;8120;11607;2931;233;1125;9;380;55;7386;556;276;427;""
"Z";"06.09.2026";"21:15:56";2660;2256;"LAN";"15";"Sachsen-Anhalt";"";1460795;1043318;10454;1032864;170680;470040;85948;91978;25952;90663;11713;1476;11117;5916;2649;5791;53503;2086;3352;12457;1030861;239169;475839;122001;77217;31547;34390;10692;824;2655;415;919;177;30617;2043;666;1690;""
"Z";"06.09.2026";"20:53:06";57;54;"KRS";"15001";"Dessau-Roßlau, Stadt";"U";56604;31719;367;31352;4900;14204;2476;2784;884;2817;269;29;382;146;86;176;2041;38;120;468;31251;7720;15076;3232;2406;1338;1076;288;;;;;115;;;;;""
"Z";"06.09.2026";"20:45:46";22;20;"KRS";"15001";"Dessau-Roßlau, Stadt";"B";0;11779;73;11706;3092;2450;1202;1594;461;1694;135;15;126;56;28;56;743;19;35;147;11632;4755;2540;1531;1183;714;718;136;;;;;55;;;;;""
"Z";"06.09.2026";"20:53:06";79;74;"KRS";"15001";"Dessau-Roßlau, Stadt";"";56604;43498;440;43058;7992;16654;3678;4378;1345;4511;404;44;508;202;114;232;2784;57;155;615;42883;12475;17616;4763;3589;2052;1794;424;;;;;170;;;;;""
"Z";"06.09.2026";"21:08:26";126;105;"KRS";"15002";"Halle (Saale), Stadt";"U";142660;72578;764;71814;8770;26489;7544;7672;1923;13191;524;107;753;273;233;363;3583;112;277;853;71725;12580;26836;15858;6296;2154;4531;296;;;;;;3002;;;172;""
"Z";"06.09.2026";"20:58:09";60;46;"KRS";"15002";"Halle (Saale), Stadt";"B";0;32742;153;32589;5862;5062;4310;5315;1053;8211;312;52;270;151;100;119;1602;61;109;219;32523;8096;4951;9917;3841;1251;2604;190;;;;;;1584;;;89;""
"Z";"06.09.2026";"21:08:26";186;151;"KRS";"15002";"Halle (Saale), Stadt";"";142660;105320;917;104403;14632;31551;11854;12987;2976;21402;836;159;1023;424;333;482;5185;173;386;1072;104248;20676;31787;25775;10137;3405;7135;486;;;;;;4586;;;261;""
"Z";"06.09.2026";"20:55:22";148;136;"KRS";"15003";"Magdeburg, Landeshauptstadt";"U";159779;79666;751;78915;9923;32750;7733;7765;1976;11234;405;122;716;1105;226;636;3843;114;367;749;78917;17056;33187;12602;5599;1873;2992;;;1530;;539;;3302;;237;;""
"Z";"06.09.2026";"20:55:57";70;65;"KRS";"15003";"Magdeburg, Landeshauptstadt";"B";0;47305;183;47122;9492;8296;6116;7411;1707;9196;301;56;407;626;145;386;2628;93;262;246;47059;15433;8119;9970;4833;1706;2886;;;1125;;380;;2371;;236;;""
